,symbol,sec_name,pre_close,open,high,low,close,pct,amp,volume,amount,trade_date,turnrate,tot_mv,a_mv_ex_ltd,pb_mrq,pe_ttm
0,SHSE.600000,浦发银行,10.63,10.68,10.73,10.61,10.62,-0.09,1.13,40882734,435739848.29,2021-03-26,0.14,311719736283.66,311719736283.66,0.59,5.34
1,SHSE.600004,白云机场,13.05,13.16,13.50,13.14,13.19,1.07,2.76,18295846,242937135.48,2021-03-26,0.88,31217014152.77,27294337579.66,1.62,573.14
2,SHSE.600006,东风汽车,6.14,6.14,6.35,6.12,6.33,3.09,3.75,41810770,261982877.24,2021-03-26,2.09,12660000000.00,12660000000.00,1.62,21.08
3,SHSE.600007,中国国贸,12.36,12.39,12.40,12.28,12.30,-0.49,0.97,935900,11538192.00,2021-03-26,0.09,12389575168.20,12389575168.20,1.55,15.01
4,SHSE.600008,首创环保,3.07,3.07,3.14,3.06,3.12,1.63,2.61,61249097,190683561.50,2021-03-26,0.83,22902642912.24,22902642912.24,1.44,17.34
5,SHSE.600009,上海机场,57.93,57.98,59.04,57.98,58.75,1.42,1.83,14972139,877773637.57,2021-03-26,1.37,113208808820.00,64241738323.75,3.88,-89.38
6,SHSE.600010,包钢股份,1.58,1.56,1.63,1.55,1.61,1.90,5.06,1138910848,1807263008.90,2021-03-26,3.60,73391902563.28,51000310655.07,1.39,-207.47
7,SHSE.600011,华能国际,4.30,4.28,4.44,4.28,4.37,1.63,3.72,57964147,254119124.22,2021-03-26,0.53,68600667978.83,48059992346.03,0.94,15.03
8,SHSE.600012,皖通高速,6.19,6.18,6.29,6.18,6.28,1.45,1.78,3586316,22401920.49,2021-03-26,0.31,10416070800.00,7319968000.00,0.92,14.20
9,SHSE.600015,华夏银行,6.39,6.40,6.48,6.38,6.45,0.94,1.56,40816323,262905288.81,2021-03-26,0.32,99247594690.35,82706328911.85,0.45,4.67
10,SHSE.600016,民生银行,5.18,5.19,5.21,5.17,5.18,0.00,0.77,65014665,337191262.62,2021-03-26,0.18,226792927840.36,183693798243.34,0.49,4.97
11,SHSE.600017,日照港,2.81,2.81,2.85,2.79,2.83,0.71,2.14,11498155,32467023.94,2021-03-26,0.37,8704100503.04,8704100503.04,0.70,12.54
12,SHSE.600018,上港集团,4.68,4.70,4.77,4.69,4.73,1.07,1.71,31059512,146941930.23,2021-03-26,0.13,109611481094.50,109611481094.50,1.25,13.19
13,SHSE.600019,宝钢股份,7.92,8.02,8.19,7.98,8.14,2.78,2.65,103297604,836931956.45,2021-03-26,0.47,181272611971.00,180808556977.18,0.98,16.09
14,SHSE.600020,中原高速,3.24,3.23,3.27,3.23,3.26,0.62,1.23,5147353,16775305.27,2021-03-26,0.23,7326432172.32,7326432172.32,0.72,28.16
15,SHSE.600021,上海电力,7.87,7.90,8.66,7.89,8.39,6.61,9.78,114719897,978090503.08,2021-03-26,4.89,21958007612.83,19693396498.95,1.34,17.46
16,SHSE.600022,山东钢铁,1.52,1.52,1.54,1.51,1.54,1.32,1.97,68681369,104967593.67,2021-03-26,0.63,16857686408.64,16857686408.64,0.80,24.88
17,SHSE.600023,浙能电力,3.69,3.70,3.84,3.68,3.70,0.27,4.34,136591627,511261760.79,2021-03-26,1.00,50322552955.60,50322552955.60,0.74,8.57
18,SHSE.600025,华能水电,5.42,5.39,5.64,5.39,5.50,1.48,4.61,85933238,475732711.33,2021-03-26,0.48,99000000000.00,99000000000.00,2.04,19.70
19,SHSE.600026,中远海能,6.37,6.38,6.46,6.38,6.41,0.63,1.26,7577866,48709124.70,2021-03-26,0.26,30528854982.85,18364474930.08,0.88,9.62
20,SHSE.600027,华电国际,3.37,3.40,3.58,3.39,3.50,3.86,5.64,79047145,276848063.47,2021-03-26,0.97,34520418285.50,28510100685.50,0.73,8.26
21,SHSE.600028,中国石化,4.23,4.21,4.26,4.21,4.24,0.24,1.18,98346102,416605084.94,2021-03-26,0.10,513341928899.04,405164949235.04,0.69,13.57
22,SHSE.600029,南方航空,6.67,6.78,7.20,6.74,6.87,3.00,6.90,114770936,798470908.16,2021-03-26,1.41,105312307453.65,55726145360.97,1.52,-11.85
23,SHSE.600030,中信证券,23.90,23.87,24.08,23.84,23.98,0.33,1.00,53854248,1291467343.03,2021-03-26,0.55,309984089175.42,235355587566.00,1.71,20.80
24,SHSE.600031,三一重工,34.00,34.48,36.00,34.32,35.68,4.94,4.94,113970943,4029336688.87,2021-03-26,1.34,302711202855.68,302711202855.68,5.35,21.00
25,SHSE.600033,福建高速,2.67,2.68,2.69,2.67,2.68,0.37,0.75,4208971,11269204.28,2021-03-26,0.15,7354992000.00,7354992000.00,0.74,17.86
26,SHSE.600035,楚天高速,2.79,2.79,2.83,2.79,2.81,0.72,1.43,6448389,18092158.38,2021-03-26,0.40,4524425681.81,4524425681.81,0.71,11.70
27,SHSE.600036,招商银行,51.01,51.45,51.82,50.73,51.60,1.16,2.14,70947525,3643743954.62,2021-03-26,0.34,1301344033011.60,1064453532536.40,2.03,13.37
28,SHSE.600037,歌华有线,8.77,8.77,8.90,8.77,8.83,0.68,1.48,7909426,69863982.06,2021-03-26,0.57,12289398715.72,12289398715.72,0.97,47.16
29,SHSE.600038,中直股份,47.55,47.57,48.35,47.57,47.87,0.67,1.64,3271421,156668144.28,2021-03-26,0.56,28218250394.92,28218250394.92,3.18,41.86
30,SHSE.600039,四川路桥,6.18,6.30,6.38,6.14,6.16,-0.32,3.88,68679081,429371364.54,2021-03-26,1.90,29429832980.24,22240837141.60,1.30,11.41
31,SHSE.600048,保利发展,14.34,14.34,14.45,14.30,14.35,0.07,1.05,39281911,564426454.73,2021-03-26,0.33,171762228682.80,171762228682.80,1.07,5.93
32,SHSE.600050,中国联通,4.23,4.23,4.26,4.23,4.25,0.47,0.71,62256137,264460145.78,2021-03-26,0.20,131800376469.75,129783376619.75,0.89,23.87
33,SHSE.600051,宁波联合,8.21,8.22,8.28,8.20,8.25,0.49,0.97,1887004,15540626.80,2021-03-26,0.61,2564760000.00,2564760000.00,0.87,4.21
34,SHSE.600052,东望时代,2.70,2.70,2.75,2.69,2.72,0.74,2.22,3243046,8831003.11,2021-03-26,0.38,2296209695.52,2296209695.52,0.68,67.73
35,SHSE.600053,九鼎投资,16.03,16.03,16.19,15.90,16.10,0.44,1.81,1466515,23566635.97,2021-03-26,0.34,6980006880.00,6980006880.00,2.60,10.02
36,SHSE.600054,黄山旅游,11.44,11.38,11.70,11.26,11.55,0.96,3.85,9320562,107294078.07,2021-03-26,1.82,8424332532.00,5928615000.00,1.98,-192.57
37,SHSE.600055,万东医疗,13.92,13.85,14.00,13.42,13.60,-2.30,4.17,13954528,190670377.33,2021-03-26,2.58,7355100306.40,7355100306.40,3.22,32.57
38,SHSE.600056,中国医药,13.79,13.86,13.88,13.76,13.85,0.44,0.87,3373957,46691821.28,2021-03-26,0.32,14798524645.90,14793298542.30,1.48,11.83
