,symbol,sec_name,pre_close,open,high,low,close,pct,amp,volume,amount,trade_date,turnrate,tot_mv,a_mv_ex_ltd,pe_ttm,pb_mrq
0,SHSE.600000,浦发银行,10.43,10.45,10.55,10.42,10.54,1.05,1.25,32895624,345237986.67,2021-04-16,0.11,309371602102.48,309371602102.48,5.30,0.57
1,SHSE.600004,白云机场,12.66,12.70,12.93,12.69,12.90,1.90,1.90,9601871,123400395.72,2021-04-16,0.46,30530665850.70,26694234630.60,560.54,1.63
2,SHSE.600006,东风汽车,6.21,6.20,6.55,6.20,6.48,4.35,5.64,81608604,523363201.35,2021-04-16,4.08,12960000000.00,12960000000.00,23.41,1.60
3,SHSE.600007,中国国贸,12.30,12.26,12.53,12.26,12.50,1.63,2.20,1078734,13435333.21,2021-04-16,0.11,12591031675.00,12591031675.00,15.25,1.53
4,SHSE.600008,首创环保,3.05,3.07,3.10,3.04,3.08,0.98,1.97,32717032,100690415.32,2021-04-16,0.45,22609019285.16,22609019285.16,15.38,1.40
5,SHSE.600009,上海机场,55.94,55.95,56.30,55.55,55.93,-0.02,1.34,12954919,723675534.50,2021-04-16,1.18,107774785996.64,61158134884.21,-85.09,3.74
6,SHSE.600010,包钢股份,1.58,1.57,1.59,1.56,1.57,-0.63,1.90,525781648,827608171.44,2021-04-16,1.66,71568501257.36,49733222191.59,-202.32,1.33
7,SHSE.600011,华能国际,4.08,4.11,4.14,4.08,4.13,1.23,1.47,18396125,75782783.33,2021-04-16,0.17,64833125572.67,45420541965.47,14.20,0.86
8,SHSE.600012,皖通高速,7.27,7.30,7.64,7.30,7.51,3.30,4.68,7825089,58689365.98,2021-04-16,0.67,12456161100.00,8753656000.00,13.56,1.07
9,SHSE.600015,华夏银行,6.25,6.26,6.29,6.23,6.28,0.48,0.96,18060372,113171908.62,2021-04-16,0.14,96631766613.24,80526472180.84,4.54,0.43
10,SHSE.600016,民生银行,4.92,4.92,4.95,4.92,4.94,0.41,0.61,39102182,192942317.72,2021-04-16,0.11,216285147399.88,175182888672.22,6.30,0.46
11,SHSE.600017,日照港,2.82,2.82,2.87,2.82,2.86,1.42,1.77,17076423,48690229.27,2021-04-16,0.56,8796370119.68,8796370119.68,13.75,0.69
12,SHSE.600018,上港集团,4.56,4.56,4.64,4.56,4.63,1.54,1.75,22403481,103275865.11,2021-04-16,0.10,107294113629.50,107294113629.50,12.92,1.19
13,SHSE.600019,宝钢股份,8.24,8.21,8.45,8.19,8.27,0.36,3.16,104673568,871130314.02,2021-04-16,0.47,184161234751.50,183696162923.99,16.35,0.97
14,SHSE.600020,中原高速,3.35,3.34,3.36,3.33,3.35,0.00,0.90,5068359,16953877.06,2021-04-16,0.23,7528695637.20,7528695637.20,28.94,0.72
15,SHSE.600021,上海电力,7.33,7.33,7.41,7.31,7.33,0.00,1.36,16523990,121293426.42,2021-04-16,0.70,19183813564.01,17205315415.65,21.57,1.15
16,SHSE.600022,山东钢铁,1.75,1.76,1.85,1.75,1.81,3.43,5.71,278689872,503490130.48,2021-04-16,2.55,19813254804.96,19813254804.96,27.42,0.91
17,SHSE.600023,浙能电力,3.69,3.70,3.72,3.68,3.72,0.81,1.08,26441403,98037898.95,2021-04-16,0.19,50594566755.36,50594566755.36,8.61,0.73
18,SHSE.600025,华能水电,6.02,6.05,6.11,5.86,5.93,-1.50,4.15,82560464,490622048.59,2021-04-16,0.46,106740000000.00,106740000000.00,21.24,2.17
19,SHSE.600026,中远海能,6.39,6.41,6.53,6.40,6.51,1.88,2.03,12973110,83964567.51,2021-04-16,0.45,31005124171.35,18650972198.88,13.07,0.88
20,SHSE.600027,华电国际,3.44,3.45,3.55,3.44,3.53,2.62,3.20,38761400,135691734.00,2021-04-16,0.48,34816307585.09,28754472977.09,8.33,0.72
21,SHSE.600028,中国石化,4.37,4.38,4.47,4.37,4.45,1.83,2.29,162102075,719088938.59,2021-04-16,0.17,538766882924.70,425232081154.70,16.36,0.70
22,SHSE.600029,南方航空,6.70,6.68,6.92,6.66,6.83,1.94,3.88,52945586,360337740.20,2021-04-16,0.65,104699135357.85,55401684543.73,-9.66,1.60
23,SHSE.600030,中信证券,23.38,23.41,23.76,23.38,23.67,1.24,1.63,51971974,1226250915.17,2021-04-16,0.53,305976788606.43,232313042439.00,20.53,1.65
24,SHSE.600031,三一重工,31.64,32.50,32.67,31.43,31.84,0.63,3.92,99283355,3165257590.10,2021-04-16,1.17,270169449089.44,270169449089.44,17.51,4.35
25,SHSE.600033,福建高速,2.68,2.68,2.70,2.67,2.69,0.37,1.12,4585206,12344515.64,2021-04-16,0.17,7382436000.00,7382436000.00,17.93,0.73
26,SHSE.600035,楚天高速,2.89,2.88,2.91,2.88,2.90,0.35,1.04,6658440,19276012.60,2021-04-16,0.41,4669336112.90,4669336112.90,12.07,0.71
27,SHSE.600036,招商银行,49.44,49.72,49.85,49.09,49.74,0.61,1.54,31558344,1563464005.15,2021-04-16,0.15,1254435120193.74,1026083695898.46,12.89,1.87
28,SHSE.600037,歌华有线,9.40,9.40,9.81,9.35,9.78,4.04,4.89,23535818,227252320.76,2021-04-16,1.69,13611587705.52,13611587705.52,83.04,1.07
29,SHSE.600038,中直股份,51.80,51.56,51.85,50.91,51.38,-0.81,1.81,2760137,141649770.60,2021-04-16,0.47,30287313668.08,30287313668.08,39.97,3.35
30,SHSE.600039,四川路桥,6.61,6.61,6.90,6.57,6.85,3.63,4.99,38428983,261635311.44,2021-04-16,1.06,32726356479.65,24732099743.50,12.69,1.37
31,SHSE.600048,保利发展,14.33,14.40,14.52,14.31,14.49,1.12,1.47,37953301,548236199.96,2021-04-16,0.32,173437957743.12,173437957743.12,5.99,1.07
32,SHSE.600050,中国联通,4.14,4.14,4.20,4.13,4.20,1.45,1.69,57036711,238280255.13,2021-04-16,0.19,130249783805.40,129173705690.40,23.59,0.87
33,SHSE.600051,宁波联合,7.93,7.98,8.05,7.93,8.05,1.51,1.51,2252480,18032216.88,2021-04-16,0.72,2502584000.00,2502584000.00,7.28,0.84
34,SHSE.600052,东望时代,3.33,3.39,3.63,3.32,3.59,7.81,9.31,29379999,103123657.13,2021-04-16,3.48,3030659120.19,3030659120.19,89.40,0.90
35,SHSE.600053,九鼎投资,17.34,17.33,17.71,17.13,17.48,0.81,3.34,2349288,40952513.91,2021-04-16,0.54,7578293184.00,7578293184.00,87.35,2.83
36,SHSE.600054,黄山旅游,10.98,10.90,11.30,10.80,11.27,2.64,4.55,8879662,98856159.27,2021-04-16,1.73,8220106288.80,5784891000.00,-187.91,1.95
37,SHSE.600055,万东医疗,12.68,12.68,13.13,12.62,13.10,3.31,4.02,7274879,94533771.43,2021-04-16,1.35,7084692206.90,7084692206.90,31.37,3.04
38,SHSE.600056,中国医药,12.90,12.90,13.07,12.80,13.06,1.24,2.09,6276084,81452101.53,2021-04-16,0.59,13954421074.04,13949493065.88,11.16,1.37
39,SHSE.600057,厦门象屿,6.68,6.64,6.80,6.62,6.78,1.50,2.69,17305050,116527993.47,2021-04-16,0.81,14627538696.30,14492023324.26,11.25,1.30
40,SHSE.600058,五矿发展,8.04,8.08,8.27,8.05,8.15,1.37,2.74,9095263,74390958.39,2021-04-16,0.85,8736072294.65,8736072294.65,32.51,2.01
41,SHSE.600059,古越龙山,11.18,11.25,12.04,11.24,11.67,4.38,7.16,46657708,546481091.06,2021-04-16,5.77,9435477005.55,9435477005.55,53.78,2.18
42,SHSE.600060,海信视像,11.65,11.68,11.85,11.64,11.84,1.63,1.80,10222881,120204292.55,2021-04-16,0.78,15492417668.48,15492417668.48,17.87,0.98
43,SHSE.600061,国投资本,12.64,12.64,12.98,12.63,12.89,1.98,2.77,18444122,236803542.29,2021-04-16,0.44,54487967843.93,54487967843.93,13.13,1.26
44,SHSE.600062,华润双鹤,11.61,11.56,11.75,11.56,11.74,1.12,1.64,3894915,45559536.33,2021-04-16,0.37,12247610715.40,12247610715.40,12.18,1.28
45,SHSE.600063,皖维高新,4.24,4.23,4.27,4.19,4.24,0.00,1.89,30210963,127917352.37,2021-04-16,1.57,8165793494.08,8165793494.08,13.36,1.44
46,SHSE.600064,南京高科,9.74,9.76,9.91,9.71,9.90,1.64,2.05,4642285,45700527.93,2021-04-16,0.38,12235973191.20,12235973191.20,5.59,0.89
47,SHSE.600066,宇通客车,14.54,14.50,14.79,14.45,14.70,1.10,2.34,12520167,183599439.27,2021-04-16,0.57,33265088978.10,32544906578.10,64.47,2.21
48,SHSE.600067,冠城大通,3.37,3.37,3.42,3.35,3.40,0.89,2.08,5787963,19668993.27,2021-04-16,0.39,5073176465.00,5073176465.00,9.09,0.63
49,SHSE.600068,葛洲坝,7.37,7.39,7.40,7.35,7.37,0.00,0.68,16635052,122626734.06,2021-04-16,0.36,33937209526.44,33937209526.44,7.92,1.00
50,SHSE.600070,ST富润,6.49,6.48,6.69,6.44,6.62,2.00,3.85,11294107,74686512.68,2021-04-16,2.16,3455283301.16,3455283301.16,7.28,1.41
51,SHSE.600071,凤凰光学,13.63,13.57,14.05,13.52,13.98,2.57,3.89,1974300,27383963.00,2021-04-16,0.83,3936402968.22,3319864934.88,518.49,7.66
52,SHSE.600072,中船科技,11.60,11.62,12.09,11.56,11.93,2.84,4.57,13351082,157802804.15,2021-04-16,1.81,8783461104.19,8783461104.19,96.00,2.23
53,SHSE.600073,上海梅林,8.23,8.24,8.34,8.22,8.34,1.34,1.46,5572659,46100801.16,2021-04-16,0.59,7820663796.48,7820663796.48,19.33,1.80
54,SHSE.600075,新疆天业,7.22,7.23,7.29,7.16,7.21,-0.14,1.80,12566400,90825785.00,2021-04-16,1.29,10236236983.77,7011886157.92,308.54,1.40
55,SHSE.600076,康欣新材,4.25,4.26,4.48,4.22,4.35,2.35,6.12,13889661,60576029.96,2021-04-16,1.34,5848763646.45,4499048961.15,-44.52,1.21
56,SHSE.600077,*ST宋都,2.64,2.63,2.73,2.62,2.71,2.65,4.17,9523502,25731125.38,2021-04-16,0.71,3631731503.46,3631731503.46,4.41,0.76
57,SHSE.600078,ST澄星,3.14,3.11,3.23,3.11,3.21,2.23,3.82,8401911,26830046.27,2021-04-16,1.27,2126858883.81,2126858883.81,303.05,-4.37
58,SHSE.600079,人福医药,34.07,33.76,34.02,31.80,32.79,-3.76,6.52,11432937,372249983.87,2021-04-16,0.84,53548427863.32,44387964062.58,75.46,4.44
59,SHSE.600080,金花股份,5.95,5.99,5.99,5.91,5.96,0.17,1.34,435324,2591000.28,2021-04-16,0.12,2224690898.60,2224690898.60,109.00,1.29
60,SHSE.600081,东风科技,10.92,10.96,11.43,10.95,11.29,3.39,4.40,5074898,57021525.02,2021-04-16,1.62,3540092400.00,3540092400.00,35.92,2.41
61,SHSE.600082,海泰发展,2.96,2.96,3.01,2.94,3.00,1.35,2.36,3725654,11121491.30,2021-04-16,0.59,1938347478.00,1902869346.00,-47.43,1.12
62,SHSE.600083,博信股份,6.49,6.50,6.58,6.43,6.57,1.23,2.31,712805,4644084.15,2021-04-16,0.31,1511100000.00,1497916151.82,-36.26,140.63
