,symbol,sec_name,pre_close,open,high,low,close,pct,amp,volume,amount,trade_date,turnrate,a_mv_ex_ltd,tot_mv,pb_mrq,pe_ttm
0,SHSE.600000,浦发银行,7.87,7.86,7.94,7.86,7.91,0.51,1.02,19889798,157433751.92,2022-07-12,0.07,232175690715.99,232175690715.99,0.41,4.32
1,SHSE.600004,白云机场,13.67,13.69,13.85,13.58,13.67,0.00,1.98,11992394,164658410.06,2022-07-12,0.51,32353038928.61,32353038928.61,1.82,-96.92
2,SHSE.600006,东风汽车,7.34,7.28,7.45,7.08,7.09,-3.41,5.04,55192057,397821079.73,2022-07-12,2.76,14180000000.00,14180000000.00,1.77,65.26
3,SHSE.600007,中国国贸,14.90,14.96,15.31,14.71,15.06,1.07,4.03,1892600,28410137.38,2022-07-12,0.19,15169674962.04,15169674962.04,1.76,14.40
4,SHSE.600008,首创环保,2.84,2.85,2.89,2.84,2.86,0.70,1.76,49171700,140880646.10,2022-07-12,0.67,20994089336.22,20994089336.22,1.25,9.16
5,SHSE.600009,上海机场,50.29,50.17,50.99,50.08,50.55,0.52,1.81,11400268,577181772.66,2022-07-12,1.04,55275231868.35,97407749546.40,3.71,-54.63
6,SHSE.600010,包钢股份,2.28,2.27,2.31,2.25,2.26,-0.88,2.63,430817984,981873700.74,2022-07-12,1.36,71590498186.62,103022173784.48,1.87,41.83
7,SHSE.600011,华能国际,8.04,8.08,8.29,7.92,8.20,1.99,4.60,85679802,697884507.77,2022-07-12,0.78,90181221335.80,128724365543.80,2.41,-8.93
8,SHSE.600012,皖通高速,7.37,7.44,7.72,7.43,7.48,1.49,3.93,17041700,128958696.10,2022-07-12,1.46,8718688000.00,12406402800.00,1.11,8.06
9,SHSE.600015,华夏银行,5.13,5.14,5.19,5.13,5.18,0.97,1.17,16782657,86775435.38,2022-07-12,0.13,66421516862.54,79705820231.94,0.33,3.35
10,SHSE.600016,民生银行,3.70,3.69,3.73,3.69,3.72,0.54,1.08,77198631,287179853.43,2022-07-12,0.22,131919098352.36,162870596827.44,0.33,4.88
11,SHSE.600017,日照港,3.20,3.19,3.30,3.16,3.22,0.63,4.37,64245686,207136318.14,2022-07-12,2.09,9903605519.36,9903605519.36,0.74,12.60
12,SHSE.600018,上港集团,5.70,5.69,5.73,5.66,5.67,-0.53,1.23,16309594,92856968.00,2022-07-12,0.07,131394735265.50,132021100732.50,1.25,7.67
13,SHSE.600019,宝钢股份,6.05,6.05,6.18,6.04,6.09,0.66,2.31,67155393,410664878.50,2022-07-12,0.31,132993922041.33,135614626339.50,0.70,6.16
14,SHSE.600020,中原高速,3.08,3.11,3.34,3.11,3.20,3.90,7.47,45004397,145028800.62,2022-07-12,2.00,7191589862.40,7191589862.40,0.66,13.67
15,SHSE.600021,上海电力,10.73,10.66,10.90,10.50,10.75,0.19,3.73,52390337,561385951.21,2022-07-12,2.00,28134515117.75,28134515117.75,1.94,-13.66
16,SHSE.600022,山东钢铁,1.70,1.70,1.74,1.69,1.72,1.18,2.94,77167165,132446753.86,2022-07-12,0.70,18828065339.52,18828065339.52,0.84,15.67
17,SHSE.600023,浙能电力,3.81,3.80,3.86,3.74,3.83,0.52,3.15,63320088,241586487.18,2022-07-12,0.47,52090642654.04,52090642654.04,0.82,-40.66
18,SHSE.600025,华能水电,7.33,7.31,7.48,7.27,7.37,0.55,2.86,34050021,251442195.31,2022-07-12,0.19,132660000000.00,132660000000.00,2.55,22.19
19,SHSE.600026,中远海能,9.05,8.90,9.03,8.65,8.68,-4.09,4.20,31935884,280596033.21,2022-07-12,1.11,24938136478.64,41410339108.60,1.41,-7.82
20,SHSE.600027,华电国际,4.89,4.86,5.00,4.79,4.93,0.82,4.29,75629985,371755962.75,2022-07-12,0.93,40158513251.29,48658400999.95,1.28,-8.71
21,SHSE.600028,中国石化,4.08,4.08,4.10,4.07,4.09,0.25,0.74,59110212,241619233.03,2022-07-12,0.06,390831283578.14,495181247452.14,0.63,6.55
22,SHSE.600029,南方航空,6.62,6.66,6.76,6.55,6.67,0.76,3.17,31932806,213029223.87,2022-07-12,0.31,68166624345.70,113046248316.72,2.01,-8.98
