,symbol,sec_name,pre_close,open,high,low,close,pct,amp,volume,amount,trade_date,turnrate,tot_mv,a_mv_ex_ltd,pe_ttm,pb_mrq
0,SHSE.600000,浦发银行,10.70,10.74,10.75,10.58,10.65,-0.47,1.59,60988540,648631698.66,2021-04-07,0.21,312600337987.80,312600337987.80,5.36,0.58
1,SHSE.600004,白云机场,13.21,13.22,13.32,13.07,13.30,0.68,1.89,10600858,139834180.36,2021-04-07,0.51,31477353163.90,27521962836.20,577.92,1.68
2,SHSE.600006,东风汽车,6.50,6.45,6.46,6.36,6.42,-1.23,1.54,37183855,237887515.41,2021-04-07,1.86,12840000000.00,12840000000.00,23.20,1.59
3,SHSE.600007,中国国贸,12.07,12.07,12.17,12.07,12.08,0.08,0.83,1154800,13991878.00,2021-04-07,0.11,12167973010.72,12167973010.72,14.74,1.47
4,SHSE.600008,首创环保,3.11,3.10,3.13,3.09,3.12,0.32,1.29,49203937,152950548.31,2021-04-07,0.67,22902642912.24,22902642912.24,15.58,1.42
5,SHSE.600009,上海机场,58.88,58.80,59.15,58.06,59.12,0.41,1.85,11179790,655428485.53,2021-04-07,1.02,113921783445.76,64646324590.64,-89.94,3.96
6,SHSE.600010,包钢股份,1.55,1.55,1.64,1.54,1.64,5.81,6.45,1343236864,2144783672.88,2021-04-07,4.24,74759453542.72,51950627002.68,-211.34,1.39
7,SHSE.600011,华能国际,4.28,4.28,4.39,4.25,4.31,0.70,3.27,52905193,228932162.39,2021-04-07,0.48,67658782377.29,47400129750.89,14.82,0.90
8,SHSE.600012,皖通高速,7.59,7.58,7.82,7.52,7.68,1.19,3.95,12086835,92502315.52,2021-04-07,1.04,12738124800.00,8951808000.00,13.87,1.10
9,SHSE.600015,华夏银行,6.37,6.37,6.39,6.35,6.38,0.16,0.63,26183440,166688674.59,2021-04-07,0.20,98170489011.54,81808740846.14,4.61,0.44
10,SHSE.600016,民生银行,4.97,4.96,4.96,4.92,4.93,-0.80,0.80,105822169,522424627.62,2021-04-07,0.30,215847323214.86,174828267440.09,6.29,0.45
11,SHSE.600017,日照港,2.84,2.85,2.89,2.84,2.88,1.41,1.76,23690731,68033667.91,2021-04-07,0.77,8857883197.44,8857883197.44,13.85,0.70
12,SHSE.600018,上港集团,4.75,4.83,4.89,4.81,4.85,2.11,1.68,41664625,201796021.83,2021-04-07,0.18,112392322052.50,112392322052.50,13.53,1.24
13,SHSE.600019,宝钢股份,8.23,8.19,8.69,8.08,8.50,3.28,7.41,195653236,1640973223.76,2021-04-07,0.88,189283010325.00,188805004214.50,16.81,1.00
14,SHSE.600020,中原高速,3.28,3.29,3.31,3.28,3.31,0.91,0.91,3649189,12041132.20,2021-04-07,0.16,7438800763.92,7438800763.92,28.59,0.71
15,SHSE.600021,上海电力,7.78,7.74,8.01,7.71,7.83,0.64,3.86,35831845,281761876.32,2021-04-07,1.53,20492395662.51,18378938568.15,23.05,1.23
16,SHSE.600022,山东钢铁,1.58,1.59,1.68,1.57,1.67,5.70,6.96,254638118,415000293.33,2021-04-07,2.33,18280737858.72,18280737858.72,25.30,0.84
17,SHSE.600023,浙能电力,3.87,3.85,3.93,3.85,3.88,0.26,2.07,50092260,194762325.78,2021-04-07,0.37,52770677153.44,52770677153.44,8.98,0.76
18,SHSE.600025,华能水电,5.62,5.64,5.79,5.60,5.71,1.60,3.38,71047424,405206169.93,2021-04-07,0.39,102780000000.00,102780000000.00,20.45,2.09
19,SHSE.600026,中远海能,6.43,6.87,7.07,6.80,7.00,8.86,4.20,97065981,674488488.82,2021-04-07,3.39,33338843195.00,20054808816.00,14.05,0.95
20,SHSE.600027,华电国际,3.62,3.63,3.68,3.59,3.65,0.83,2.49,54366683,197916237.76,2021-04-07,0.67,35999864783.45,29731962143.45,8.61,0.74
21,SHSE.600028,中国石化,4.29,4.29,4.37,4.28,4.36,1.63,2.10,143872330,623409950.19,2021-04-07,0.15,527870474056.56,416631881760.56,16.03,0.69
22,SHSE.600029,南方航空,6.77,6.78,7.05,6.73,7.00,3.40,4.73,95532591,660486566.86,2021-04-07,1.18,107305116765.00,56780643017.00,-9.90,1.64
23,SHSE.600030,中信证券,24.15,24.12,24.23,23.93,24.05,-0.41,1.24,59422033,1428625209.83,2021-04-07,0.61,310888963497.45,236042613885.00,20.86,1.67
24,SHSE.600031,三一重工,34.90,34.73,35.05,34.11,34.94,0.11,2.69,82320394,2841124463.52,2021-04-07,0.97,296473635401.54,296473635401.54,19.21,4.77
25,SHSE.600033,福建高速,2.70,2.70,2.71,2.69,2.70,0.00,0.74,3667256,9888985.17,2021-04-07,0.13,7409880000.00,7409880000.00,18.00,0.73
26,SHSE.600035,楚天高速,2.87,2.87,2.88,2.85,2.88,0.35,1.05,5864740,16800401.40,2021-04-07,0.36,4637133794.88,4637133794.88,11.99,0.70
27,SHSE.600036,招商银行,50.99,51.15,51.15,50.02,50.43,-1.10,2.22,50061023,2520490065.90,2021-04-07,0.24,1271836813658.43,1040317667554.47,13.07,1.90
28,SHSE.600037,歌华有线,8.83,8.82,8.85,8.74,8.78,-0.57,1.25,5835173,51277734.29,2021-04-07,0.42,12219809821.52,12219809821.52,74.55,0.96
29,SHSE.600038,中直股份,50.87,50.99,51.49,50.56,51.25,0.75,1.83,4326024,220680797.33,2021-04-07,0.73,30210681695.00,30210681695.00,39.87,3.34
30,SHSE.600039,四川路桥,6.64,6.85,6.88,6.64,6.75,1.66,3.61,52254081,353560181.94,2021-04-07,1.45,32248599450.75,24371047192.50,12.50,1.35
31,SHSE.600048,保利发展,14.20,14.20,14.30,14.12,14.27,0.49,1.27,33541454,476552055.80,2021-04-07,0.28,170804669219.76,170804669219.76,5.90,1.05
32,SHSE.600050,中国联通,4.26,4.25,4.26,4.22,4.26,0.00,0.94,55812041,236771716.01,2021-04-07,0.18,132110495002.62,130088749270.62,23.93,0.88
33,SHSE.600051,宁波联合,8.27,8.25,8.85,8.25,8.77,6.05,7.26,10981669,95179436.24,2021-04-07,3.53,2726417600.00,2726417600.00,4.48,0.92
34,SHSE.600052,东望时代,2.98,2.96,3.11,2.95,3.06,2.68,5.37,15099538,45848335.62,2021-04-07,1.79,2583235907.46,2583235907.46,76.20,0.76
35,SHSE.600053,九鼎投资,16.08,16.08,16.55,16.01,16.48,2.49,3.36,2532490,41373705.20,2021-04-07,0.58,7144752384.00,7144752384.00,10.26,2.67
36,SHSE.600054,黄山旅游,10.68,10.64,10.75,10.50,10.65,-0.28,2.34,5111888,54131749.16,2021-04-07,1.00,7767891036.00,5466645000.00,-177.57,1.84
37,SHSE.600055,万东医疗,13.13,13.19,13.19,12.94,12.95,-1.37,1.90,5143121,67061846.90,2021-04-07,0.95,7003569777.05,7003569777.05,31.01,3.00
38,SHSE.600056,中国医药,13.86,13.87,13.89,13.77,13.83,-0.22,0.87,3934095,54342546.70,2021-04-07,0.37,14777154935.22,14771936378.34,11.82,1.45
39,SHSE.600057,厦门象屿,6.48,6.52,6.55,6.40,6.52,0.62,2.31,16941026,109856441.40,2021-04-07,0.79,14066600634.20,13936282016.84,11.61,1.25
40,SHSE.600058,五矿发展,7.78,7.78,7.91,7.66,7.88,1.29,3.21,6859070,53498506.46,2021-04-07,0.64,8446656402.68,8446656402.68,31.44,1.95
41,SHSE.600059,古越龙山,11.95,11.88,11.88,11.56,11.73,-1.84,2.68,18525122,216045386.15,2021-04-07,2.29,9483988455.45,9483988455.45,54.06,2.20
42,SHSE.600060,海信视像,11.92,11.90,11.95,11.70,11.90,-0.17,2.10,10515441,124492269.94,2021-04-07,0.80,15570926541.80,15570926541.80,17.96,0.99
43,SHSE.600061,国投资本,12.83,12.86,13.06,12.73,12.99,1.25,2.57,25284895,327085898.39,2021-04-07,0.60,54910682877.63,54910682877.63,13.24,1.27
44,SHSE.600062,华润双鹤,11.71,11.70,11.77,11.65,11.70,-0.09,1.02,2295267,26806581.16,2021-04-07,0.22,12205881207.00,12205881207.00,12.14,1.28
45,SHSE.600063,皖维高新,4.37,4.38,4.46,4.34,4.46,2.06,2.75,31596015,139161614.16,2021-04-07,1.64,8589490326.32,8589490326.32,14.05,1.51
46,SHSE.600064,南京高科,10.02,10.02,10.05,10.00,10.05,0.30,0.50,3459437,34675631.62,2021-04-07,0.28,12421366724.40,12421366724.40,5.67,0.90
47,SHSE.600066,宇通客车,14.58,14.56,14.68,14.33,14.50,-0.55,2.40,10538473,152601452.13,2021-04-07,0.48,32102118733.50,32102118733.50,62.21,2.13
48,SHSE.600067,冠城大通,3.38,3.37,3.40,3.35,3.39,0.30,1.48,3887263,13125229.18,2021-04-07,0.26,5058255357.75,5058255357.75,9.06,0.63
49,SHSE.600068,葛洲坝,7.68,7.70,7.70,7.55,7.58,-1.30,1.95,45509722,345949633.24,2021-04-07,0.99,34904212782.96,34904212782.96,8.15,1.03
50,SHSE.600070,ST富润,6.48,6.49,6.69,6.46,6.59,1.70,3.55,10431806,68617175.47,2021-04-07,2.00,3439624917.62,3439624917.62,7.24,1.40
51,SHSE.600071,凤凰光学,13.65,13.49,14.26,13.49,14.13,3.52,5.64,5617800,78967563.00,2021-04-07,2.37,3978639051.57,3355485803.28,524.05,7.74
52,SHSE.600072,中船科技,11.94,11.88,12.38,11.81,12.06,1.01,4.77,19487066,236130725.68,2021-04-07,2.65,8879173588.98,8879173588.98,97.05,2.26
53,SHSE.600073,上海梅林,8.40,8.41,8.43,8.35,8.39,-0.12,0.95,4795919,40163260.61,2021-04-07,0.51,7867550270.08,7867550270.08,19.44,1.81
54,SHSE.600075,新疆天业,7.90,7.92,8.24,7.88,8.16,3.29,4.56,35646874,288017250.24,2021-04-07,3.67,11584978333.92,7935782392.32,349.20,1.58
55,SHSE.600076,康欣新材,4.21,4.29,4.60,4.23,4.42,4.99,8.79,52351467,233220300.12,2021-04-07,5.06,5942881682.14,4571447450.18,-45.23,1.23
56,SHSE.600077,*ST宋都,2.63,2.65,2.66,2.61,2.64,0.38,1.90,4222100,11117105.00,2021-04-07,0.32,3537922940.64,3537922940.64,4.30,0.74
57,SHSE.600078,ST澄星,3.56,3.58,3.64,3.55,3.63,1.97,2.53,4819900,17386588.00,2021-04-07,0.73,2405139485.43,2405139485.43,342.70,-4.94
58,SHSE.600079,人福医药,32.26,32.26,33.00,30.85,31.88,-1.18,6.66,11980868,380692497.73,2021-04-07,0.89,52062332427.04,43156093147.76,73.37,4.32
59,SHSE.600080,金花股份,5.90,5.90,5.95,5.88,5.91,0.17,1.19,332566,1962206.06,2021-04-07,0.09,2206027384.35,2206027384.35,108.08,1.28
60,SHSE.600081,东风科技,11.27,11.27,11.32,11.22,11.30,0.27,0.89,2078355,23429123.75,2021-04-07,0.66,3543228000.00,3543228000.00,35.95,2.41
61,SHSE.600082,海泰发展,2.91,2.91,2.94,2.89,2.94,1.03,1.72,2490204,7271951.67,2021-04-07,0.39,1899580528.44,1864811959.08,-46.48,1.10
62,SHSE.600083,博信股份,6.47,6.41,6.71,6.41,6.61,2.16,4.64,1120318,7405423.86,2021-04-07,0.49,1520300000.00,1507035884.86,-36.48,141.49
63,SHSE.600084,中信尼雅,2.59,2.58,2.59,2.52,2.53,-2.32,2.70,4098809,10408214.95,2021-04-07,0.36,2843028879.90,2843028879.90,-120.83,1.32
64,SHSE.600085,同仁堂,28.94,28.89,28.95,28.38,28.76,-0.62,1.97,15893316,455442924.95,2021-04-07,1.16,39443484735.12,39443484735.12,38.24,3.88
65,SHSE.600088,中视传媒,11.39,11.44,11.62,11.18,11.24,-1.32,3.86,6164169,69989063.17,2021-04-07,1.55,4470219936.00,4470219936.00,-66.69,4.12
66,SHSE.600089,特变电工,11.21,11.16,11.55,11.06,11.47,2.32,4.37,89615961,1015266447.14,2021-04-07,2.41,42603167689.83,42603167689.83,22.35,1.22
67,SHSE.600090,退市济堂,1.88,1.89,1.91,1.86,1.88,0.00,2.66,11620000,21834649.00,2021-04-07,0.81,2706566336.60,2706566336.60,-9.96,0.70
68,SHSE.600091,退市明科,1.84,1.84,1.89,1.83,1.83,-0.54,3.26,1489494,2747724.18,2021-04-07,0.34,800464918.92,800464918.92,155.17,0.91
69,SHSE.600093,退市易见,8.27,8.22,8.26,8.12,8.23,-0.48,1.69,9362230,76576539.53,2021-04-07,0.83,9237742925.00,9237742925.00,-5.53,-2.55
70,SHSE.600094,大名城,3.80,3.81,3.86,3.80,3.85,1.32,1.58,11298274,43362008.42,2021-04-07,0.50,9530001469.45,8764929103.70,15.68,0.71
71,SHSE.600095,湘财股份,8.62,8.63,8.76,8.55,8.72,1.16,2.44,13808127,119606255.34,2021-04-07,2.95,23386955363.68,4078865726.32,65.63,2.18
72,SHSE.600096,云天化,8.72,8.78,9.05,8.63,8.91,2.18,4.82,78013393,692908649.42,2021-04-07,5.73,16371199669.77,12127845306.06,60.18,2.33
73,SHSE.600097,开创国际,9.32,9.30,9.43,9.25,9.42,1.07,1.93,2287200,21375085.00,2021-04-07,0.95,2269622385.78,2269622385.78,16.07,1.21
74,SHSE.600098,广州发展,6.62,6.58,6.74,6.48,6.52,-1.51,3.93,21233905,139560188.82,2021-04-07,0.78,17774801558.16,17774801558.16,18.59,0.97
75,SHSE.600099,林海股份,6.39,6.37,6.47,6.37,6.40,0.16,1.56,1425800,9152781.00,2021-04-07,0.65,1402368000.00,1402368000.00,215.64,2.89
