,symbol,sec_name,pre_close,open,high,low,close,pct,amp,volume,amount,trade_date,turnrate,tot_mv,a_mv_ex_ltd,pe_ttm,pb_mrq
0,SHSE.600000,浦发银行,7.19,7.2,7.22,7.15,7.21,0.2781641168289273,0.9735744089012432,15806614,113547070.81,2023-06-28,0.0539,211629180012.39,211629180012.39,4.4447,0.352
1,SHSE.600004,白云机场,14.9,14.9,14.98,14.64,14.8,-0.6711409395973145,2.2818791946308714,10743367,158864102.84,2023-06-28,0.4539,35027430588.4,35027430588.4,-37.1141,2.0325
2,SHSE.600006,东风汽车,5.82,5.82,5.89,5.74,5.85,0.5154639175257714,2.577319587628857,14565055,84694232.69,2023-06-28,0.7283,11700000000.0,11700000000.0,44.6471,1.411
3,SHSE.600007,中国国贸,18.55,18.51,18.69,18.44,18.69,0.7547169811320753,1.3477088948787062,1438181,26749154.56,2023-06-28,0.1428,18826110560.46,18826110560.46,16.1206,1.989
4,SHSE.600008,首创环保,2.85,2.85,2.87,2.84,2.87,0.7017543859649145,1.052631578947377,40740030,116428920.0,2023-06-28,0.555,21067495242.99,21067495242.99,6.6585,1.1074
5,SHSE.600009,上海机场,46.4,46.57,46.58,46.02,46.36,-0.08620689655172153,1.2068965517241275,6115740,283326892.5,2023-06-28,0.3174,115365994922.4,89333793649.28,-44.5439,2.92
6,SHSE.600010,包钢股份,1.79,1.79,1.8,1.77,1.78,-0.5586592178770999,1.6759776536312863,139863666,249207641.68,2023-06-28,0.4441,80820797201.44,56064875712.86,-104.9395,1.5305
7,SHSE.600011,华能国际,9.15,9.1,9.4,9.08,9.33,1.967213114754096,3.4972677595628445,73340598,681045783.09,2023-06-28,0.6669,146463211039.47,102608633544.27,-35.0349,3.0442
8,SHSE.600012,皖通高速,10.51,10.51,10.87,10.43,10.84,3.1398667935299773,4.186489058039957,7322230,78275039.12,2023-06-28,0.6282,17979332400.0,12635104000.0,11.9988,1.4517
9,SHSE.600015,华夏银行,5.35,5.35,5.4,5.34,5.37,0.37383177570093906,1.1214953271028132,14715101,78984819.16,2023-06-28,0.1148,85463165873.16,68857827326.61,3.3829,0.3218
10,SHSE.600016,民生银行,3.74,3.74,3.76,3.71,3.72,-0.5347593582887722,1.3368983957219203,45061712,167858415.06,2023-06-28,0.1271,162870596827.44,131919098352.36,4.5524,0.313
11,SHSE.600017,日照港,2.87,2.88,2.93,2.86,2.91,1.3937282229965264,2.439024390243912,32047134,92702090.61,2023-06-28,1.042,8950152814.08,8950152814.08,14.8449,0.6477
12,SHSE.600018,上港集团,5.17,5.19,5.22,5.14,5.2,0.5802707930367523,1.547388781431336,12646450,65567404.09,2023-06-28,0.0546,121077552700.0,120503108180.0,7.9236,1.0453
13,SHSE.600019,宝钢股份,5.62,5.62,5.65,5.57,5.65,0.5338078291815096,1.4234875444839872,36219920,203287260.01,2023-06-28,0.1657,125781431322.1,123497242259.6,12.2121,0.64
