,symbol,sec_name,pre_close,open,high,low,close,pct,amp,volume,amount,trade_date,turnrate,tot_mv,a_mv_ex_ltd,pb_mrq,pe_ttm
0,SHSE.600000,浦发银行,7.08,7.08,7.17,7.05,7.12,0.5649717514124353,1.6949152542372896,28501314,203051783.76,2023-03-16,0.0971,208987480090.4,208987480090.4,0.3571,4.0245
1,SHSE.600004,白云机场,15.75,15.61,15.72,15.28,15.41,-2.15873015873016,2.7936507936508015,19151247,295125180.47,2023-03-16,0.8092,36471128741.03,36471128741.03,2.1216,-67.1801
2,SHSE.600006,东风汽车,5.97,5.91,5.97,5.8,5.8,-2.8475711892797295,2.847571189279731,35438382,208038332.81,2023-03-16,1.7719,11600000000.0,11600000000.0,1.4153,-262.4101
3,SHSE.600007,中国国贸,17.61,17.55,17.73,17.46,17.54,-0.3975014196479276,1.5332197614991459,1680170,29556834.74,2023-03-16,0.1668,17667735646.36,17667735646.36,1.9319,15.8164
4,SHSE.600008,首创环保,3.05,3.03,3.05,3.02,3.02,-0.983606557377048,0.9836065573770428,61839066,187608423.56,2023-03-16,0.8424,22168583844.54,22168583844.54,1.1841,6.1908
5,SHSE.600009,上海机场,57.15,56.9,57.52,55.65,56.07,-1.8897637795275535,3.2720909886264296,10833252,610024552.15,2023-03-16,0.5622,139529148733.8,108044560179.36,3.5228,-50.8621
6,SHSE.600010,包钢股份,1.97,1.96,1.97,1.92,1.92,-2.5380710659898553,2.53807106598985,286508602,555148119.76,2023-03-16,0.9045,87523262684.16,60820246247.04,1.6694,-52.8047
7,SHSE.600011,华能国际,8.92,8.89,9.1,8.68,9.0,0.8968609865470878,4.708520179372196,68758447,617348409.65,2023-03-16,0.6252,141282840231.0,98979389271.0,3.0415,-9.2623
8,SHSE.600012,皖通高速,8.99,8.99,9.05,8.84,8.88,-1.2235817575083408,2.3359288097886637,4114000,36716222.0,2023-03-16,0.353,14728456800.0,10350528000.0,1.2351,10.1602
9,SHSE.600015,华夏银行,5.3,5.28,5.38,5.26,5.33,0.5660377358490676,2.264150943396228,40836559,218309043.55,2023-03-16,0.3185,84826568734.44,68344919860.49,0.3256,3.3883
