,symbol,sec_name,pre_close,open,high,low,close,pct,amp,volume,amount,trade_date,turnrate,a_mv_ex_ltd,tot_mv,pb_mrq,pe_ttm
0,SHSE.600000,浦发银行,7.62,7.62,7.71,7.51,7.69,0.9186351706036877,2.624671916010501,49175572,373081744.35,2023-05-15,0.1675,225718223896.71,225718223896.71,0.3755,4.7406
1,SHSE.600004,白云机场,14.31,14.31,14.84,14.07,14.77,3.2145352900069923,5.380852550663868,23181876,335437123.45,2023-05-15,0.9795,34956429039.91,34956429039.91,2.0284,-37.0389
2,SHSE.600006,东风汽车,5.86,5.85,5.93,5.77,5.91,0.8532423208191142,2.7303754266211624,24720021,144629214.84,2023-05-15,1.236,11820000000.0,11820000000.0,1.4255,45.105
3,SHSE.600007,中国国贸,18.89,18.75,18.87,18.04,18.53,-1.9057702488088912,4.393859184753848,5372997,98724360.43,2023-05-15,0.5334,18664945355.02,18664945355.02,1.972,15.9826
4,SHSE.600008,首创环保,3.18,3.2,3.22,3.13,3.2,0.6289308176100628,2.8301886792452926,82313656,261444803.34,2023-05-15,1.1213,23489890166.4,23489890166.4,1.2347,7.4241
5,SHSE.600009,上海机场,49.12,49.13,49.98,48.68,49.96,1.7100977198697187,2.646579804560255,7071852,349316938.5,2023-05-15,0.367,96270844062.08,124324527746.4,3.1468,-48.0029
6,SHSE.600010,包钢股份,1.83,1.83,1.86,1.82,1.86,1.6393442622950838,2.1857923497267775,166391843,306680192.95,2023-05-15,0.5283,58584645407.82,84453192581.28,1.5993,-109.6558
7,SHSE.600011,华能国际,9.86,9.97,10.19,9.22,9.31,-5.578093306288023,9.837728194726155,178173741,1693657513.79,2023-05-15,1.6201,102388679345.89,146149249172.29,3.0377,-34.9598
8,SHSE.600012,皖通高速,10.84,10.85,11.05,10.41,10.98,1.291512915129167,5.904059040590411,20375189,220198745.2,2023-05-15,1.748,12798288000.0,18211537800.0,1.4704,12.1538
9,SHSE.600015,华夏银行,6.03,6.01,6.1,5.89,6.07,0.6633499170812573,3.482587064676616,57257650,341811564.08,2023-05-15,0.4465,77833707983.71,96603615800.76,0.3637,3.8239
10,SHSE.600016,民生银行,4.09,4.09,4.11,3.97,4.09,0.0,3.422982885085578,244456110,986747529.81,2023-05-15,0.6893,145040083941.17,179070091673.18,0.3441,5.0052
11,SHSE.600017,日照港,3.31,3.33,3.34,3.24,3.31,0.0,3.0211480362537655,47580452,156350395.75,2023-05-15,1.547,10180414369.28,10180414369.28,0.7367,16.8855
12,SHSE.600018,上港集团,5.69,5.67,5.71,5.56,5.67,-0.35149384885765356,2.6362038664323433,29306183,164786214.95,2023-05-15,0.1265,131394735265.5,132021100732.5,1.1398,8.6398
13,SHSE.600019,宝钢股份,6.51,6.51,6.54,6.28,6.41,-1.5360983102918557,3.99385560675883,104356179,664965040.83,2023-05-15,0.4766,140109260687.44,142700703499.94,0.7261,13.8548
14,SHSE.600020,中原高速,3.83,3.84,3.89,3.7,3.89,1.5665796344647598,4.96083550913838,31162848,118513144.01,2023-05-15,1.3866,8742276426.48,8742276426.48,0.8145,22.69
15,SHSE.600021,上海电力,11.4,11.61,11.75,10.85,11.18,-1.9298245614035148,7.8947368421052655,151685005,1719922223.49,2023-05-15,5.7958,29259895722.46,31491193951.1,1.9151,56.7955
16,SHSE.600022,山东钢铁,1.54,1.55,1.55,1.53,1.54,0.0,1.2987012987012998,59626580,91821797.4,2023-05-15,0.5573,16476228313.16,16476228313.16,0.7648,-47.8508
17,SHSE.600023,浙能电力,4.82,4.9,5.02,4.67,4.76,-1.2448132780083054,7.261410788381735,160936410,773889286.2,2023-05-15,1.2002,63825567885.24,63825567885.24,1.0166,-44.3591
18,SHSE.600025,华能水电,7.53,7.54,7.63,7.35,7.4,-1.726427622841964,3.7184594953519285,29504283,219439336.33,2023-05-15,0.1639,133200000000.0,133200000000.0,2.4026,19.4099
19,SHSE.600026,中远海能,11.91,11.94,12.25,11.72,12.2,2.434928631402178,4.4500419815281225,33970475,407007243.55,2023-05-15,0.9776,42392272019.0,58203472019.0,1.7802,23.0221
20,SHSE.600027,华电国际,6.55,6.63,6.7,6.4,6.48,-1.0687022900763288,4.580152671755722,209361749,1369539390.17,2023-05-15,2.481,54683246098.08,65810919826.08,1.7722,107.5744
21,SHSE.600028,中国石化,6.34,6.33,6.39,6.19,6.38,0.6309148264984188,3.1545741324921024,191403076,1202573362.88,2023-05-15,0.2012,606836705273.48,764939080781.48,0.9479,12.0266
22,SHSE.600029,南方航空,6.82,6.78,6.95,6.72,6.92,1.4662756598240456,3.372434017595314,37446290,255768709.87,2023-05-15,0.3664,70721711702.2,125396653797.76,3.2022,-4.1682
23,SHSE.600030,中信证券,21.5,21.47,21.9,21.08,21.82,1.4883720930232602,3.8139534883720945,112291816,2414280250.19,2023-05-15,0.9879,248021030587.9,323384331808.78,1.3216,15.0372
24,SHSE.600031,三一重工,15.71,15.72,16.14,15.52,16.12,2.6098026734564073,3.9465308720560213,48908873,776193915.45,2023-05-15,0.5778,136443159292.44,136804025642.44,2.0593,32.614
25,SHSE.600032,浙江新能,11.3,11.31,11.5,11.31,11.42,1.0619469026548645,1.6814159292035353,4546756,51870335.72,2023-05-15,2.1859,2375360000.0,27461392200.08,3.1357,39.6937
26,SHSE.600033,福建高速,3.35,3.36,3.39,3.26,3.38,0.8955223880596996,3.8805970149253834,22300616,74106111.0,2023-05-15,0.8126,9276072000.0,9276072000.0,0.8437,10.9497
27,SHSE.600035,楚天高速,4.37,4.4,4.42,4.3,4.39,0.4576659038901587,2.7459954233409634,33246132,145150085.65,2023-05-15,2.0648,7068408805.39,7068408805.39,0.9009,8.5237
28,SHSE.600036,招商银行,34.04,34.09,34.85,33.71,34.7,1.9388954171563055,3.3490011750881337,52809453,1811811262.51,2023-05-15,0.256,715824371686.3,875128642354.7,1.0168,6.2141
29,SHSE.600037,歌华有线,10.0,10.0,10.03,9.01,9.27,-7.300000000000006,10.199999999999996,71133645,667728442.56,2023-05-15,5.111,12901780984.68,12901780984.68,0.9892,72.3998
30,SHSE.600038,中直股份,40.93,40.71,41.3,40.3,41.25,0.7818226239921788,2.4431956999755684,4255542,173537945.23,2023-05-15,0.7219,24315914535.0,24315914535.0,2.49,62.3691
31,SHSE.600039,四川路桥,14.53,14.53,14.63,14.26,14.6,0.4817618719889838,2.5464556090846595,14862517,214486595.27,2023-05-15,0.3134,69238398899.4,90891029435.0,2.0344,7.6478
32,SHSE.600048,保利发展,14.15,14.16,14.23,13.93,14.08,-0.4946996466431153,2.1201413427561886,52401006,735200643.6,2023-05-15,0.4378,168543843325.44,168543843325.44,0.8873,9.0923
33,SHSE.600050,中国联通,5.26,5.25,5.26,5.0,5.16,-1.9011406844106404,4.942965779467677,367265224,1872989255.97,2023-05-15,1.186,159782765929.92,164110890982.92,1.0467,21.7818
34,SHSE.600051,宁波联合,7.47,7.52,7.52,7.37,7.5,0.40160642570281624,2.008032128514049,2226900,16562754.0,2023-05-15,0.7163,2331600000.0,2331600000.0,0.7139,13.9839
35,SHSE.600052,东望时代,5.05,5.05,5.05,4.92,4.98,-1.3861386138613763,2.5742574257425725,6260758,31088391.1,2023-05-15,0.7416,4204089810.18,4204089810.18,1.4472,-20.9865
36,SHSE.600053,九鼎投资,13.6,13.7,13.84,13.45,13.81,1.5441176470588402,2.867647058823534,1673323,22880868.62,2023-05-15,0.386,5987198448.0,5987198448.0,2.0667,55.3479
37,SHSE.600054,黄山旅游,13.1,13.02,13.31,13.01,13.3,1.526717557251911,2.290076335877868,5608602,74102997.9,2023-05-15,1.0927,6826890000.0,9700746552.0,2.3363,610.823
38,SHSE.600055,万东医疗,22.29,22.29,22.46,22.06,22.37,0.35890533871691943,1.7945266935845767,3991575,88902926.25,2023-05-15,0.7381,12098058371.63,15727475867.46,3.3926,86.8083
39,SHSE.600056,中国医药,14.84,14.85,14.9,14.41,14.75,-0.60646900269542,3.3018867924528315,40108105,585564397.16,2023-05-15,2.6822,22056434300.5,22064226283.0,1.9905,29.0895
40,SHSE.600057,厦门象屿,10.1,10.1,10.16,9.7,9.92,-1.7821782178217838,4.554455445544563,15808703,155668211.94,2023-05-15,0.7348,21340863948.48,22456507185.6,1.4611,8.2982
41,SHSE.600058,五矿发展,10.02,9.98,10.39,9.9,10.36,3.3932135728542923,4.890219560878246,13679800,138869221.96,2023-05-15,1.2762,11104994965.96,11104994965.96,2.2924,45.948
42,SHSE.600059,古越龙山,10.09,10.09,10.19,10.04,10.15,0.5946481665014991,1.4866204162537202,6627465,66965607.63,2023-05-15,0.7271,9252155491.95,9252155491.95,1.6664,48.2561
43,SHSE.600060,海信视像,22.6,22.59,22.59,21.25,21.53,-4.734513274336283,5.929203539823008,17461153,376723833.38,2023-05-15,1.3545,27753918709.66,28153752339.66,1.5473,14.0681
44,SHSE.600061,国投资本,7.6,7.59,7.73,7.38,7.68,1.0526315789473717,4.605263157894744,54336848,410530606.6,2023-05-15,0.8457,49346352084.48,49346352084.48,1.0065,13.1818
45,SHSE.600062,华润双鹤,18.67,18.67,18.85,18.15,18.72,0.26780931976431166,3.749330476700604,13623061,252114024.46,2023-05-15,1.3298,19177668619.2,19527333883.2,1.8761,16.2171
46,SHSE.600063,皖维高新,5.39,5.39,5.47,5.35,5.46,1.2987012987013102,2.2263450834879426,16717950,90348198.14,2023-05-15,0.8681,10515385018.32,11789501582.04,1.4881,10.9898
47,SHSE.600064,南京高科,7.24,7.23,7.26,7.06,7.22,-0.2762430939226568,2.7624309392265216,19295020,137957986.96,2023-05-15,1.1151,12493052229.68,12493052229.68,0.7257,5.2597
48,SHSE.600066,宇通客车,13.64,13.75,13.92,13.54,13.77,0.9530791788856297,2.7859237536656947,24846726,341276569.62,2023-05-15,1.1223,30485943100.71,30485943100.71,2.0801,30.6288
49,SHSE.600067,冠城大通,3.04,3.04,3.05,2.96,3.02,-0.6578947368421018,2.960526315789469,10769062,32285192.75,2023-05-15,0.7738,4202839591.78,4202839591.78,0.5989,132.5658
50,SHSE.600070,ST富润,3.5,3.45,3.58,3.33,3.33,-4.857142857142859,7.142857142857142,22916099,78043749.64,2023-05-15,4.5224,1687380037.56,1689711037.56,1.4288,-3.2456
51,SHSE.600071,凤凰光学,18.83,18.85,18.85,18.45,18.75,-0.4248539564524645,2.124269782262359,1693059,31510085.42,2023-05-15,0.6013,5279510418.75,5279510418.75,10.5396,-1426.5983
52,SHSE.600072,中船科技,23.49,22.9,25.74,22.89,25.05,6.641123882503197,12.132822477650056,164101710,3946304159.69,2023-05-15,22.2889,18443059569.15,18443059569.15,4.5671,150.3252
53,SHSE.600073,上海梅林,8.1,8.09,8.09,7.9,8.02,-0.987654320987652,2.345679012345673,10122355,80830840.09,2023-05-15,1.0795,7520590365.44,7520590365.44,1.5403,14.9995
54,SHSE.600075,新疆天业,5.2,5.2,5.2,5.12,5.18,-0.38461538461539435,1.5384615384615397,6364732,32764673.86,2023-05-15,0.5016,6572308957.34,8844128741.98,0.8638,16.5007
