,symbol,sec_name,pre_close,open,high,low,close,pct,amp,volume,amount,trade_date,turnrate,a_mv_ex_ltd,tot_mv,pe_ttm,pb_mrq
0,SHSE.600000,浦发银行,7.88,7.87,7.90,7.86,7.87,-0.13,0.51,16195472,127636556.97,2022-07-11,0.06,231001603784.43,231001603784.43,4.30,0.40
1,SHSE.600004,白云机场,13.93,13.61,13.87,13.50,13.67,-1.87,2.66,14681806,200396972.74,2022-07-11,0.62,32353038928.61,32353038928.61,-96.92,1.82
2,SHSE.600006,东风汽车,7.37,7.23,7.46,7.08,7.34,-0.41,5.16,62424869,451813778.61,2022-07-11,3.12,14680000000.00,14680000000.00,67.56,1.83
3,SHSE.600007,中国国贸,15.10,15.07,15.16,14.83,14.90,-1.32,2.19,1809692,27048710.06,2022-07-11,0.18,15008509756.60,15008509756.60,14.24,1.75
4,SHSE.600008,首创环保,2.85,2.85,2.86,2.83,2.84,-0.35,1.05,41171071,116974634.34,2022-07-11,0.56,20847277522.68,20847277522.68,9.10,1.24
5,SHSE.600009,上海机场,51.52,50.55,51.10,49.88,50.29,-2.39,2.37,14234587,715598620.04,2022-07-11,1.30,54990928005.13,96906740349.92,-54.35,3.69
6,SHSE.600010,包钢股份,2.36,2.35,2.36,2.25,2.28,-3.39,4.66,670296509,1534914038.79,2022-07-11,2.12,72224042418.36,103933874437.44,42.20,1.89
7,SHSE.600011,华能国际,8.08,8.11,8.36,7.96,8.04,-0.50,4.95,106234376,868929507.79,2022-07-11,0.97,88421587748.76,126212670606.36,-8.76,2.36
8,SHSE.600012,皖通高速,7.36,7.37,7.40,7.33,7.37,0.14,0.95,3286833,24182246.55,2022-07-11,0.28,8590472000.00,12223955700.00,7.95,1.10
9,SHSE.600015,华夏银行,5.12,5.12,5.15,5.11,5.13,0.20,0.78,13552182,69560075.62,2022-07-11,0.11,65780382529.89,78936459032.79,3.32,0.33
10,SHSE.600016,民生银行,3.68,3.67,3.71,3.67,3.70,0.54,1.09,55765095,205856247.47,2022-07-11,0.16,131209855888.10,161994948457.40,4.86,0.33
11,SHSE.600017,日照港,3.17,3.15,3.21,3.12,3.20,0.95,2.84,45723871,145066949.78,2022-07-11,1.49,9842092441.60,9842092441.60,12.52,0.73
12,SHSE.600018,上港集团,5.75,5.75,5.75,5.66,5.70,-0.87,1.57,22931926,130474480.81,2022-07-11,0.10,132089945505.00,132719625075.00,7.71,1.25
13,SHSE.600019,宝钢股份,6.19,6.16,6.17,6.04,6.05,-2.26,2.10,63634217,386174225.88,2022-07-11,0.29,132120398743.85,134723889877.50,6.12,0.70
14,SHSE.600020,中原高速,3.09,3.08,3.09,3.06,3.08,-0.32,0.97,4043024,12434270.92,2022-07-11,0.18,6921905242.56,6921905242.56,13.16,0.64
15,SHSE.600021,上海电力,10.97,10.96,11.18,10.67,10.73,-2.19,4.65,74332775,812214751.83,2022-07-11,2.84,28082171833.81,28082171833.81,-13.63,1.94
16,SHSE.600022,山东钢铁,1.71,1.71,1.72,1.69,1.70,-0.58,1.75,68328171,116438924.32,2022-07-11,0.62,18609134347.20,18609134347.20,15.49,0.83
17,SHSE.600023,浙能电力,3.77,3.80,3.94,3.78,3.81,1.06,4.24,90046069,346549788.24,2022-07-11,0.66,51818628854.28,51818628854.28,-40.45,0.81
18,SHSE.600025,华能水电,7.35,7.38,7.53,7.29,7.33,-0.27,3.27,39891851,295318016.22,2022-07-11,0.22,131940000000.00,131940000000.00,22.07,2.54
19,SHSE.600026,中远海能,8.88,8.85,9.06,8.58,9.05,1.91,5.41,44356999,391001989.84,2022-07-11,1.54,26001167641.90,43175526374.75,-8.16,1.47
20,SHSE.600027,华电国际,4.76,4.79,5.10,4.77,4.89,2.73,6.93,101876197,502664024.23,2022-07-11,1.25,39832683529.17,48263606671.35,-8.64,1.27
21,SHSE.600028,中国石化,4.08,4.08,4.09,4.07,4.08,0.00,0.49,68286697,278438339.57,2022-07-11,0.07,389875705867.68,493970535355.68,6.53,0.63
22,SHSE.600029,南方航空,6.69,6.66,6.66,6.45,6.62,-1.05,3.14,35586666,233847872.75,2022-07-11,0.35,67655630160.20,112198825165.92,-8.91,2.00
23,SHSE.600030,中信证券,20.67,20.52,20.58,20.15,20.20,-2.27,2.08,101975391,2072625942.65,2022-07-11,0.90,229607003569.00,299375045945.80,12.92,1.31
24,SHSE.600031,三一重工,19.01,19.01,19.30,18.65,18.85,-0.84,3.42,62879774,1191460682.13,2022-07-11,0.74,160098441495.85,160098441495.85,19.80,2.55
25,SHSE.600032,浙江新能,14.80,14.83,15.45,14.81,15.32,3.51,4.32,37803231,575875566.16,2022-07-11,18.17,3186560000.00,31865600000.00,51.02,3.70
26,SHSE.600033,福建高速,2.73,2.73,2.76,2.71,2.75,0.73,1.83,6185000,16944086.00,2022-07-11,0.23,7547100000.00,7547100000.00,9.17,0.72
27,SHSE.600035,楚天高速,3.19,3.20,3.22,3.16,3.22,0.94,1.88,10680976,34133438.24,2022-07-11,0.66,5184573201.22,5184573201.22,7.03,0.72
28,SHSE.600036,招商银行,39.81,39.58,39.69,39.20,39.44,-0.93,1.23,40375487,1589869329.68,2022-07-11,0.20,813605568279.76,994670710503.44,8.03,1.31
29,SHSE.600037,歌华有线,8.97,8.92,9.09,8.81,9.01,0.45,3.12,13436057,120619561.44,2022-07-11,0.97,12539918734.84,12539918734.84,39.79,0.98
30,SHSE.600038,中直股份,45.51,45.35,45.35,43.28,43.83,-3.69,4.55,11982224,523703383.06,2022-07-11,2.03,25836764462.28,25836764462.28,33.97,2.75
31,SHSE.600039,四川路桥,10.72,10.80,10.88,10.56,10.69,-0.28,2.99,15586185,166162832.43,2022-07-11,0.33,50369375993.41,51364850173.41,8.63,1.79
32,SHSE.600048,保利发展,16.22,16.02,16.35,15.72,15.89,-2.03,3.88,71485543,1145872741.99,2022-07-11,0.60,190207807865.88,190207807865.88,6.94,1.05
33,SHSE.600050,中国联通,3.42,3.43,3.45,3.42,3.43,0.29,0.88,70336733,241704097.28,2022-07-11,0.23,106201072943.91,106289291429.16,16.00,0.69
34,SHSE.600051,宁波联合,6.68,6.67,6.68,6.60,6.67,-0.15,1.20,3453400,22924360.00,2022-07-11,1.11,2073569600.00,2073569600.00,9.58,0.65
35,SHSE.600052,东望时代,4.62,4.61,4.63,4.47,4.50,-2.60,3.46,5654579,25636646.89,2022-07-11,0.67,3798876334.50,3798876334.50,-60.50,1.17
36,SHSE.600053,九鼎投资,16.40,17.06,17.08,16.35,16.69,1.77,4.45,3904298,65344941.52,2022-07-11,0.90,7235795952.00,7235795952.00,85.61,2.53
37,SHSE.600054,黄山旅游,10.60,10.43,10.73,10.33,10.57,-0.28,3.77,9601440,101057445.56,2022-07-11,1.87,5425581000.00,7709540680.80,-926.68,1.91
38,SHSE.600055,万东医疗,23.77,23.70,24.34,23.07,24.08,1.30,5.34,5546046,132614602.20,2022-07-11,1.03,13022854071.92,16929710276.64,106.59,3.78
39,SHSE.600056,中国医药,14.65,14.73,16.12,14.66,16.12,10.03,9.97,125270442,1953099788.89,2022-07-11,8.38,24105065825.36,24113581537.76,35.46,2.26
40,SHSE.600057,厦门象屿,8.33,8.35,8.46,8.24,8.39,0.72,2.64,14580600,122082081.47,2022-07-11,0.68,17920636164.13,18911848550.93,8.32,1.45
41,SHSE.600058,五矿发展,10.11,10.00,10.01,9.80,9.89,-2.18,2.08,12126278,119971187.64,2022-07-11,1.13,10601196931.79,10601196931.79,20.51,2.14
42,SHSE.600059,古越龙山,10.75,10.70,10.70,10.29,10.43,-2.98,3.81,16372618,170353578.09,2022-07-11,1.80,9507387367.59,9507387367.59,45.69,1.77
43,SHSE.600060,海信视像,12.99,13.02,13.06,12.32,12.83,-1.23,5.70,25938476,329575459.39,2022-07-11,2.01,16538912078.26,16784991478.26,13.61,1.01
44,SHSE.600061,国投资本,6.13,6.12,6.14,6.08,6.09,-0.65,0.98,14069826,85851631.38,2022-07-11,0.22,39130102693.71,39130102693.71,10.35,0.83
45,SHSE.600062,华润双鹤,31.14,30.66,32.45,28.04,30.00,-3.66,14.16,87652920,2660031373.82,2022-07-11,8.55,30768942300.00,31297131300.00,31.89,3.16
46,SHSE.600063,皖维高新,7.63,7.68,7.93,7.44,7.62,-0.13,6.42,77550561,590594456.24,2022-07-11,4.03,14675317553.04,14675317553.04,11.57,2.11
47,SHSE.600064,南京高科,10.62,10.67,10.68,10.53,10.58,-0.38,1.41,11929312,126433554.21,2022-07-11,0.97,13076423875.04,13076423875.04,5.30,0.83
48,SHSE.600066,宇通客车,8.45,8.41,8.41,8.13,8.17,-3.31,3.31,34057185,279645145.65,2022-07-11,1.54,18087883451.91,18087883451.91,29.71,1.33
49,SHSE.600067,冠城大通,3.50,3.50,3.52,3.42,3.44,-1.71,2.86,12557248,43337750.12,2022-07-11,0.90,4787340462.16,4787340462.16,-4.95,0.68
50,SHSE.600070,ST富润,5.74,5.74,5.78,5.44,5.51,-4.01,5.92,8979235,49834042.04,2022-07-11,1.77,2792031233.32,2843578561.64,-4.39,1.78
51,SHSE.600071,凤凰光学,19.35,19.35,20.34,18.90,20.12,3.98,7.44,17752899,351917447.51,2022-07-11,6.30,5665266646.68,5665266646.68,-943.91,11.01
52,SHSE.600072,中船科技,12.06,12.00,12.04,11.70,11.80,-2.16,2.82,6772913,79988914.31,2022-07-11,0.92,8687748619.40,8687748619.40,107.39,2.20
53,SHSE.600073,上海梅林,7.94,7.94,8.08,7.88,7.98,0.50,2.52,14051958,111958802.26,2022-07-11,1.50,7483081186.56,7483081186.56,22.57,1.63
54,SHSE.600075,新疆天业,6.20,6.19,6.19,6.04,6.09,-1.77,2.42,14925384,90802486.50,2022-07-11,1.18,7726864183.08,10397787443.40,7.43,1.02
55,SHSE.600076,康欣新材,3.20,3.21,3.23,3.17,3.20,0.00,1.88,4289445,13714553.38,2022-07-11,0.41,3309645212.80,4302538774.40,-88.29,0.91
56,SHSE.600077,*ST宋都,3.59,3.61,3.61,3.46,3.52,-1.95,4.18,22766326,80079398.60,2022-07-11,1.70,4717230587.52,4717230587.52,-10.65,1.09
57,SHSE.600078,ST澄星,11.79,11.87,12.38,11.87,12.38,5.00,4.33,18635397,229249096.53,2022-07-11,2.81,8202652019.18,8202652019.18,3.92,3.99
58,SHSE.600079,人福医药,16.30,16.34,16.54,16.07,16.32,0.12,2.88,28309553,460497093.14,2022-07-11,2.04,22627524388.80,26651733538.56,16.35,1.87
59,SHSE.600080,金花股份,7.81,7.81,8.07,7.77,7.95,1.79,3.84,7574186,59930452.76,2022-07-11,2.03,2967498765.75,2967498765.75,-180.61,1.77
60,SHSE.600081,东风科技,12.26,12.15,12.30,11.90,12.04,-1.79,3.26,5533127,66394176.42,2022-07-11,1.76,3775262400.00,5663843616.20,23.66,1.77
61,SHSE.600082,海泰发展,3.28,3.27,3.29,3.23,3.26,-0.61,1.83,8092900,26382656.00,2022-07-11,1.28,2067933443.12,2106337592.76,164.64,1.22
62,SHSE.600083,博信股份,9.75,9.80,9.80,9.57,9.71,-0.41,2.36,1013600,9816060.00,2022-07-11,0.44,2213815195.46,2233300000.00,37.65,31.37
63,SHSE.600084,中信尼雅,6.16,6.12,6.26,6.07,6.22,0.97,3.08,5295200,32577435.00,2022-07-11,0.47,6989580882.60,6989580882.60,4656.89,3.24
64,SHSE.600085,同仁堂,50.06,49.68,50.72,49.30,49.82,-0.48,2.84,8588002,429386188.17,2022-07-11,0.63,68326648452.84,68326648452.84,52.20,6.19
65,SHSE.600088,中视传媒,8.82,8.89,8.90,8.73,8.87,0.57,1.93,2899817,25586660.17,2022-07-11,0.73,3527655768.00,3527655768.00,-178.84,3.43
66,SHSE.600089,特变电工,28.43,28.60,28.60,26.61,27.32,-3.90,7.00,167406537,4571610904.87,2022-07-11,4.42,103564472655.48,103564472655.48,12.54,2.30
67,SHSE.600094,大名城,3.52,3.51,3.55,3.47,3.52,0.00,2.27,6618697,23234362.01,2022-07-11,0.29,8013649466.24,8713144200.64,-12.38,0.71
68,SHSE.600095,湘财股份,7.32,7.33,7.59,7.33,7.51,2.60,3.55,18798523,141278472.09,2022-07-11,1.66,8483375989.01,21440737719.18,71.68,1.77
69,SHSE.600096,云天化,31.44,30.96,31.27,29.81,30.41,-3.28,4.64,89302666,2713710487.07,2022-07-11,5.21,52139712337.97,55829513458.81,11.85,4.03
70,SHSE.600097,开创国际,9.84,9.83,10.04,9.74,9.94,1.02,3.05,3201598,31611081.28,2022-07-11,1.33,2394909396.46,2394909396.46,12.48,1.21
71,SHSE.600098,广州发展,6.16,6.17,6.30,6.04,6.09,-1.14,4.22,50110264,309022901.94,2022-07-11,1.56,19529384832.51,21583298147.25,81.85,0.91
72,SHSE.600099,林海股份,8.19,8.17,8.30,8.05,8.22,0.37,3.05,3817500,31198011.00,2022-07-11,1.74,1801166400.00,1801166400.00,182.18,3.59
