,symbol,sec_name,pre_close,open,high,low,close,pct,amp,volume,amount,trade_date,turnrate,a_mv_ex_ltd,tot_mv,pe_ttm,pb_mrq
0,SHSE.600000,浦发银行,6.82,6.82,6.89,6.82,6.85,0.4398826979472137,1.026392961876824,31711200,217508581.9,2023-11-30,0.108,201062408312.6,201062408312.6,5.1961,0.3334
1,SHSE.600004,白云机场,10.96,10.96,11.07,10.95,11.03,0.6386861313868453,1.0948905109489142,7811994,86137247.46,2023-11-30,0.3301,26104902661.49,26104902661.49,-153.605,1.4947
2,SHSE.600006,东风汽车,7.24,7.08,7.28,6.76,6.85,-5.386740331491724,7.182320441988957,87987765,613306011.45,2023-11-30,4.3994,13700000000.0,13700000000.0,61.0651,1.6814
3,SHSE.600007,中国国贸,20.11,20.11,20.62,20.04,20.37,1.2928891098955786,2.8841372451516754,2797295,56835823.79,2023-11-30,0.2777,20518345217.58,20518345217.58,16.4258,2.1728
4,SHSE.600008,首创环保,2.69,2.69,2.71,2.68,2.7,0.3717472118959231,1.1152416356877253,30199445,81486790.05,2023-11-30,0.4114,19819594827.9,19819594827.9,16.8097,1.0422
5,SHSE.600009,上海机场,36.06,36.0,36.26,35.85,35.88,-0.4991680532445919,1.1369938990571176,6432701,231828269.8,2023-11-30,0.3338,69139269114.24,89286710479.2,-225.7137,2.2264
6,SHSE.600010,包钢股份,1.55,1.55,1.55,1.53,1.53,-1.2903225806451646,1.2903225806451624,134317896,206537569.94,2023-11-30,0.4264,48190595416.11,69469561639.44,141.4823,1.3109
7,SHSE.600011,华能国际,7.37,7.4,7.72,7.38,7.71,4.613297150610585,4.613297150610581,106614957,812410118.96,2023-11-30,0.9694,84792343475.49,121032299797.89,13.2728,2.095
8,SHSE.600012,皖通高速,10.57,10.62,10.7,10.58,10.65,0.7568590350047311,1.1352885525070882,4063140,43287219.93,2023-11-30,0.3486,12413640000.0,17664196500.0,10.8871,1.4306
9,SHSE.600015,华夏银行,5.75,5.75,5.82,5.73,5.8,0.8695652173912993,1.5652173913043455,35414137,205170894.05,2023-11-30,0.2762,74371582587.4,92306585114.4,3.562,0.3421
10,SHSE.600016,民生银行,3.79,3.79,3.86,3.78,3.85,1.58311345646438,2.110817941952509,80872987,310333768.94,2023-11-30,0.2281,136529174370.05,168562311232.7,4.8067,0.3204
11,SHSE.600017,日照港,2.82,2.82,2.84,2.82,2.83,0.35460992907803135,0.7092198581560291,18685342,52863939.44,2023-11-30,0.6075,8704100503.04,8704100503.04,15.9521,0.6516
12,SHSE.600018,上港集团,5.0,4.99,5.06,4.99,5.03,0.6000000000000005,1.399999999999988,20406315,102834461.45,2023-11-30,0.0881,116563583489.5,117119248092.5,8.9855,0.9714
13,SHSE.600019,宝钢股份,6.17,6.16,6.25,6.15,6.22,0.8103727714748654,1.6207455429497513,53562869,332324483.31,2023-11-30,0.2451,135956256080.48,137585516660.48,12.4247,0.693
14,SHSE.600020,中原高速,3.46,3.47,3.5,3.46,3.48,0.5780346820809301,1.1560693641618507,7337119,25526950.28,2023-11-30,0.3265,7820853975.36,7820853975.36,12.0553,0.703
15,SHSE.600021,上海电力,8.68,8.66,8.83,8.66,8.8,1.382488479262678,1.958525345622119,17607654,154473984.25,2023-11-30,0.6728,23031044933.6,24787344076.0,15.9428,1.3468
16,SHSE.600022,山东钢铁,1.41,1.41,1.42,1.41,1.42,0.7092198581560183,0.7092198581560291,23845359,33771354.19,2023-11-30,0.2229,15192366366.68,15192366366.68,-119.8969,0.7165
17,SHSE.600023,浙能电力,4.55,4.57,4.65,4.55,4.64,1.978021978021971,2.19780219780221,37278756,171830970.34,2023-11-30,0.278,62216519955.36,62216519955.36,16.8727,0.9241
18,SHSE.600025,华能水电,8.23,8.24,8.36,8.21,8.34,1.3365735115431265,1.8226002430133483,24767971,205426387.43,2023-11-30,0.1376,150120000000.0,150120000000.0,21.0448,2.8052
19,SHSE.600026,中远海能,13.34,13.34,13.5,13.13,13.18,-1.199400299850073,2.7736131934032926,16326756,216530063.53,2023-11-30,0.4699,45797552886.1,62878832886.1,13.8762,1.8037
