,symbol,sec_name,pre_close,open,high,low,close,pct,amp,volume,amount,trade_date,turnrate,tot_mv,a_mv_ex_ltd,pe_ttm,pb_mrq
0,SHSE.600000,浦发银行,7.99,7.98,8.06,7.86,8.03,0.50,2.50,44512846,354246099.70,2022-04-29,0.15,235697940043.83,235697940043.83,4.39,0.41
1,SHSE.600004,白云机场,11.64,11.56,12.01,11.27,11.96,2.75,6.36,21448870,250418813.53,2022-04-29,1.04,28305950664.68,24749073347.44,-69.75,1.55
2,SHSE.600006,东风汽车,4.33,4.42,4.65,4.42,4.64,7.16,5.31,20376515,92656809.68,2022-04-29,1.02,9280000000.00,9280000000.00,24.96,1.14
3,SHSE.600007,中国国贸,14.13,14.06,14.50,13.78,14.26,0.92,5.10,10313794,145981661.91,2022-04-29,1.02,14363848934.84,14363848934.84,13.63,1.61
4,SHSE.600008,首创环保,2.85,2.87,2.92,2.84,2.92,2.46,2.81,56514259,163180166.43,2022-04-29,0.77,21434524776.84,21434524776.84,9.37,1.25
5,SHSE.600009,上海机场,48.12,47.80,50.00,46.81,49.40,2.66,6.63,16179570,784583029.35,2022-04-29,1.48,95191747331.20,54017734011.80,-55.64,3.53
6,SHSE.600010,包钢股份,1.82,1.83,1.89,1.83,1.88,3.30,3.30,480222384,893014949.70,2022-04-29,1.52,85699861378.24,59553157783.56,34.79,1.54
7,SHSE.600011,华能国际,7.32,7.39,7.42,7.11,7.30,-0.27,4.23,129158713,937763215.83,2022-04-29,1.17,114596081520.70,80283282408.70,-7.95,2.05
8,SHSE.600012,皖通高速,7.25,7.27,7.29,7.09,7.22,-0.41,2.76,7570099,54443841.74,2022-04-29,0.65,11975164200.00,8415632000.00,7.91,1.02
9,SHSE.600015,华夏银行,5.39,5.37,5.47,5.34,5.45,1.11,2.41,33251136,179769195.45,2022-04-29,0.26,83860370707.35,69883642258.85,3.56,0.35
10,SHSE.600016,民生银行,3.64,3.65,3.70,3.62,3.70,1.65,2.20,74580710,272698829.65,2022-04-29,0.21,161994948457.40,131209855888.10,4.71,0.33
11,SHSE.600017,日照港,2.79,2.81,2.87,2.76,2.82,1.08,3.94,34637200,97663452.00,2022-04-29,1.13,8673343964.16,8673343964.16,11.04,0.65
12,SHSE.600018,上港集团,5.82,5.83,5.93,5.73,5.93,1.89,3.44,42971821,250923797.66,2022-04-29,0.19,138042570917.50,137419890674.50,9.40,1.31
13,SHSE.600019,宝钢股份,6.32,6.23,6.49,6.20,6.46,2.22,4.59,129783860,823059654.50,2022-04-29,0.58,143853938613.00,143491803203.02,6.54,0.74
14,SHSE.600020,中原高速,2.99,3.00,3.08,2.99,3.06,2.34,3.01,10462001,31770218.05,2022-04-29,0.47,6876957805.92,6876957805.92,9.25,0.64
15,SHSE.600021,上海电力,8.50,8.65,9.03,8.32,8.92,4.94,8.35,74855519,654924490.99,2022-04-29,2.86,23345104637.24,23345104637.24,-11.33,1.61
16,SHSE.600022,山东钢铁,1.54,1.55,1.62,1.55,1.62,5.19,4.55,133544567,211754258.78,2022-04-29,1.22,17733410377.92,17733410377.92,14.76,0.79
17,SHSE.600023,浙能电力,3.41,3.43,3.52,3.41,3.43,0.59,3.23,35579205,122715176.79,2022-04-29,0.26,46650366658.84,46650366658.84,-36.41,0.72
18,SHSE.600025,华能水电,6.20,6.22,6.22,6.06,6.14,-0.97,2.58,40525414,248322729.15,2022-04-29,0.23,110520000000.00,110520000000.00,18.49,2.13
19,SHSE.600026,中远海能,7.81,7.82,8.06,7.52,7.89,1.02,6.91,41709782,323863142.48,2022-04-29,1.46,37577638972.65,22604634508.32,-7.55,1.31
20,SHSE.600027,华电国际,3.76,3.85,3.94,3.71,3.75,-0.27,6.12,130023583,494318219.67,2022-04-29,1.60,37011968306.25,30546536448.75,-6.62,0.93
21,SHSE.600028,中国石化,4.32,4.32,4.36,4.27,4.34,0.46,2.08,177722587,767396599.23,2022-04-29,0.19,525449049863.64,414720726339.64,6.95,0.66
22,SHSE.600029,南方航空,6.31,6.26,6.53,6.18,6.50,3.01,5.55,32486503,206544298.04,2022-04-29,0.32,110164907534.50,66429142045.50,-8.75,1.75
23,SHSE.600030,中信证券,18.77,19.28,19.88,18.93,19.69,4.90,5.06,157135792,3059354435.05,2022-04-29,1.38,291816567063.01,223809995063.05,12.60,1.27
24,SHSE.600031,三一重工,15.78,15.53,16.80,15.31,16.50,4.56,9.44,148353563,2401381890.06,2022-04-29,1.75,140139219346.50,140139219346.50,17.33,2.15
25,SHSE.600032,浙江新能,11.53,12.00,12.17,11.70,11.99,3.99,4.08,13910859,166730374.00,2022-04-29,6.69,24939200000.00,2493920000.00,39.93,3.07
26,SHSE.600033,福建高速,2.74,2.75,2.80,2.73,2.78,1.46,2.55,12109625,33566832.00,2022-04-29,0.44,7629432000.00,7629432000.00,9.20,0.71
27,SHSE.600035,楚天高速,3.10,3.13,3.24,3.12,3.21,3.55,3.87,20533857,65522662.83,2022-04-29,1.28,5168472042.21,5168472042.21,7.00,0.71
