,symbol,sec_name,pre_close,open,high,low,close,pct,amp,volume,amount,trade_date,turnrate,tot_mv,a_mv_ex_ltd,pe_ttm,pb_mrq
0,SHSE.600000,浦发银行,6.82,6.83,6.87,6.81,6.82,0.00,0.88,21293652,145765770.23,2022-10-27,0.07,200181824333.92,200181824333.92,3.75,0.35
1,SHSE.600004,白云机场,14.12,14.10,14.40,13.89,14.19,0.50,3.61,14432920,205030728.71,2022-10-27,0.61,33583732435.77,33583732435.77,-65.46,1.90
2,SHSE.600006,东风汽车,5.70,5.72,5.86,5.71,5.78,1.40,2.63,19809517,114878011.68,2022-10-27,0.99,11560000000.00,11560000000.00,-363.11,1.44
3,SHSE.600007,中国国贸,13.42,13.52,13.62,13.45,13.60,1.34,1.27,1236782,16733273.81,2022-10-27,0.12,13699042462.40,13699042462.40,12.64,1.54
4,SHSE.600008,首创环保,2.69,2.70,2.71,2.69,2.70,0.37,0.74,21351543,57640757.36,2022-10-27,0.29,19819594827.90,19819594827.90,11.78,1.04
5,SHSE.600009,上海机场,57.35,57.56,58.25,56.60,56.76,-1.03,2.88,8922718,510815272.34,2022-10-27,0.82,141246200858.40,62065720293.72,-63.40,3.48
6,SHSE.600010,包钢股份,1.89,1.88,1.90,1.86,1.86,-1.59,2.12,250395339,470738210.55,2022-10-27,0.79,84788160725.28,58919613551.82,162.65,1.58
7,SHSE.600011,华能国际,8.00,7.89,8.06,7.20,7.23,-9.62,10.75,152579032,1139867687.35,2022-10-27,1.39,113497214985.57,79513442714.37,-7.44,2.21
8,SHSE.600012,皖通高速,6.38,6.40,6.50,6.38,6.48,1.57,1.88,2895791,18727882.68,2022-10-27,0.25,10747792800.00,7553088000.00,7.60,0.92
9,SHSE.600015,华夏银行,4.85,4.86,4.88,4.85,4.85,0.00,0.62,16525049,80392225.58,2022-10-27,0.13,77187403069.80,62190030267.05,3.20,0.31
10,SHSE.600016,民生银行,3.31,3.31,3.33,3.31,3.32,0.30,0.60,31895058,105993185.56,2022-10-27,0.09,145357629426.64,117734249067.16,4.48,0.29
11,SHSE.600017,日照港,2.76,2.76,2.79,2.76,2.78,0.72,1.09,18403542,51064460.92,2022-10-27,0.60,8550317808.64,8550317808.64,10.28,0.63
12,SHSE.600018,上港集团,5.24,5.23,5.31,5.22,5.27,0.57,1.72,15403320,81230706.22,2022-10-27,0.07,122707442832.50,122125265405.50,7.31,1.11
13,SHSE.600019,宝钢股份,5.07,5.08,5.11,5.07,5.07,0.00,0.79,36815865,187172291.86,2022-10-27,0.17,112900846558.50,110986917852.33,9.81,0.58
14,SHSE.600020,中原高速,2.79,2.79,2.81,2.78,2.80,0.36,1.08,4027364,11278087.07,2022-10-27,0.18,6292641129.60,6292641129.60,14.48,0.59
15,SHSE.600021,上海电力,10.29,10.09,10.24,9.83,9.83,-4.47,3.98,53015032,529327207.43,2022-10-27,2.03,27688590030.35,25726724056.51,-10.38,1.73
16,SHSE.600022,山东钢铁,1.51,1.51,1.52,1.51,1.51,0.00,0.66,28013647,42426510.97,2022-10-27,0.26,16529289920.16,16529289920.16,73.80,0.76
17,SHSE.600023,浙能电力,3.39,3.40,3.40,3.32,3.34,-1.47,2.36,16402386,54882020.24,2022-10-27,0.12,44785167381.66,44785167381.66,-15.23,0.71
