,symbol,sec_name,pre_close,open,high,low,close,pct,amp,volume,amount,trade_date,turnrate,a_mv_ex_ltd,tot_mv,pb_mrq,pe_ttm
0,SHSE.600000,浦发银行,7.24,7.23,7.30,7.22,7.28,0.55,1.10,20352397,147932730.71,2022-12-30,0.07,213683824215.68,213683824215.68,0.37,4.11
1,SHSE.600004,白云机场,14.97,14.99,15.14,14.82,15.01,0.27,2.14,15328324,229638363.44,2022-12-30,0.65,35524441427.83,35524441427.83,2.01,-65.44
2,SHSE.600006,东风汽车,5.57,5.64,5.69,5.56,5.58,0.18,2.33,14392391,80733078.60,2022-12-30,0.72,11160000000.00,11160000000.00,1.39,-252.46
3,SHSE.600007,中国国贸,15.70,15.66,15.91,15.56,15.83,0.83,2.23,3389700,53359538.00,2022-12-30,0.34,15945282513.22,15945282513.22,1.79,14.27
4,SHSE.600008,首创环保,2.83,2.83,2.84,2.81,2.83,0.00,1.06,23618690,66765134.77,2022-12-30,0.32,20773871615.91,20773871615.91,1.09,5.80
5,SHSE.600009,上海机场,57.41,57.47,57.95,57.10,57.71,0.52,1.48,10167427,585486062.98,2022-12-30,0.93,63104522870.87,143610258131.40,3.54,-52.35
6,SHSE.600010,包钢股份,1.93,1.93,1.94,1.91,1.92,-0.52,1.55,148757956,285577033.44,2022-12-30,0.47,60820246247.04,87523262684.16,1.63,-52.80
7,SHSE.600011,华能国际,7.46,7.48,7.68,7.43,7.61,2.01,3.35,81143930,614833163.37,2022-12-30,0.74,83692572483.59,119462490461.99,2.33,-7.83
8,SHSE.600012,皖通高速,7.18,7.21,7.33,7.15,7.31,1.81,2.51,4010900,29109028.62,2022-12-30,0.34,8520536000.00,12124439100.00,1.04,8.36
9,SHSE.600015,华夏银行,5.18,5.19,5.21,5.17,5.19,0.19,0.77,12639305,65654052.36,2022-12-30,0.10,66549743729.07,82598478748.92,0.33,3.38
10,SHSE.600016,民生银行,3.43,3.43,3.47,3.42,3.45,0.58,1.46,45990318,158862838.45,2022-12-30,0.13,122344325084.85,151049343831.90,0.30,4.62
11,SHSE.600017,日照港,2.75,2.76,2.82,2.75,2.82,2.55,2.55,26613999,74184513.78,2022-12-30,0.87,8673343964.16,8673343964.16,0.64,10.59
12,SHSE.600018,上港集团,5.27,5.29,5.36,5.26,5.34,1.33,1.90,18148685,96571205.10,2022-12-30,0.08,123747422631.00,124337332965.00,1.12,6.73
13,SHSE.600019,宝钢股份,5.60,5.65,5.65,5.57,5.59,-0.18,1.43,22629375,126690768.23,2022-12-30,0.10,122370191478.21,124479182010.56,0.64,10.82
14,SHSE.600020,中原高速,2.88,2.88,2.97,2.87,2.96,2.78,3.47,8838578,25812294.98,2022-12-30,0.39,6652220622.72,6652220622.72,0.62,17.65
15,SHSE.600021,上海电力,9.81,9.88,10.20,9.79,10.01,2.04,4.18,42942082,429216437.40,2022-12-30,1.64,26197813611.97,28195603886.45,1.76,-13.28
16,SHSE.600022,山东钢铁,1.47,1.48,1.48,1.47,1.48,0.68,0.68,21313688,31466284.36,2022-12-30,0.20,15834297339.92,15834297339.92,0.73,-12.34
17,SHSE.600023,浙能电力,3.39,3.39,3.52,3.38,3.49,2.95,4.13,43864327,151840775.92,2022-12-30,0.33,46796477294.01,46796477294.01,0.74,-17.60
18,SHSE.600025,华能水电,6.54,6.57,6.64,6.56,6.60,0.92,1.22,17746011,117095804.68,2022-12-30,0.10,118800000000.00,118800000000.00,2.20,17.12
19,SHSE.600026,中远海能,12.01,12.02,12.34,11.92,12.05,0.33,3.50,43632817,528660306.34,2022-12-30,1.52,34620339235.90,57487855559.75,1.89,-12.03
20,SHSE.600027,华电国际,5.75,5.79,5.99,5.70,5.88,2.26,5.04,75393786,442464939.38,2022-12-30,0.92,47937432736.20,58034766304.20,1.50,-13.71
21,SHSE.600028,中国石化,4.34,4.37,4.38,4.35,4.36,0.46,0.69,61672395,269283118.26,2022-12-30,0.06,414703453760.56,522748337336.56,0.67,7.71
22,SHSE.600029,南方航空,7.45,7.46,7.65,7.40,7.60,2.01,3.36,50502215,382290331.79,2022-12-30,0.49,77671139398.80,137718763665.60,2.67,-5.84
23,SHSE.600030,中信证券,19.78,19.85,20.15,19.85,19.91,0.66,1.52,44871281,897017211.55,2022-12-30,0.39,226310665398.95,295077087365.39,1.26,13.40
24,SHSE.600031,三一重工,15.66,15.70,16.13,15.70,15.80,0.89,2.75,43257633,688032662.60,2022-12-30,0.51,133840216381.80,134193919131.80,2.08,43.80
25,SHSE.600032,浙江新能,11.37,11.35,11.52,11.35,11.49,1.06,1.50,2944607,33660558.52,2022-12-30,1.42,2389920000.00,23899200000.00,2.75,31.43
