,symbol,sec_name,pre_close,open,high,low,close,pct,amp,volume,amount,trade_date,turnrate,tot_mv,a_mv_ex_ltd,pe_ttm,pb_mrq
0,SHSE.600000,浦发银行,9.73,9.73,9.74,9.61,9.66,-0.72,1.34,52360924,506059207.02,2021-01-28,0.18,283541681026.38,283541681026.38,4.86,0.54
1,SHSE.600004,白云机场,13.67,13.55,13.67,13.30,13.32,-2.56,2.71,23631379,318113075.67,2021-01-28,1.14,31524687529.56,27563349246.48,578.79,1.64
2,SHSE.600006,东风汽车,6.99,6.85,7.13,6.80,7.00,0.14,4.72,76746477,534979213.26,2021-01-28,3.84,14000000000.00,14000000000.00,23.31,1.79
3,SHSE.600007,中国国贸,11.84,11.82,11.96,11.73,11.94,0.84,1.94,1300196,15435417.02,2021-01-28,0.13,12026953455.96,12026953455.96,14.22,1.50
4,SHSE.600008,首创环保,2.85,2.84,2.85,2.82,2.84,-0.35,1.05,23021511,65163555.56,2021-01-28,0.31,20847277522.68,20847277522.68,15.78,1.31
5,SHSE.600009,上海机场,76.50,75.01,77.48,75.01,75.80,-0.92,3.23,25698793,1954227388.93,2021-01-28,2.35,146063450358.40,82885510892.60,489.72,5.00
6,SHSE.600010,包钢股份,1.17,1.16,1.17,1.15,1.15,-1.71,1.71,277397648,320678160.35,2021-01-28,0.88,52422787545.20,36428793325.05,-148.19,0.99
7,SHSE.600011,华能国际,4.25,4.23,4.26,4.16,4.20,-1.18,2.35,34769509,146066754.55,2021-01-28,0.32,65931992107.80,46190381659.80,12.15,0.90
8,SHSE.600012,皖通高速,5.61,5.58,5.64,5.55,5.58,-0.53,1.60,3490485,19499534.75,2021-01-28,0.30,9255043800.00,6504048000.00,12.62,0.82
9,SHSE.600015,华夏银行,6.09,6.07,6.08,6.04,6.07,-0.33,0.66,28885947,175144145.26,2021-01-28,0.23,93400449576.81,77833707983.71,4.49,0.42
10,SHSE.600016,民生银行,5.14,5.13,5.14,5.08,5.12,-0.39,1.17,116330319,593851383.90,2021-01-28,0.33,224165982730.24,181566070850.56,4.91,0.49
11,SHSE.600017,日照港,2.75,2.75,2.75,2.71,2.71,-1.45,1.45,9735000,26547405.00,2021-01-28,0.32,8335022036.48,8335022036.48,12.00,0.67
