,symbol,sec_name,pre_close,open,high,low,close,pct,amp,volume,amount,trade_date,turnrate,tot_mv,a_mv_ex_ltd,pe_ttm,pb_mrq
0,SHSE.600000,浦发银行,8.53,8.54,8.58,8.52,8.57,0.47,0.70,37707647,322145532.40,2022-01-04,0.13,251548079811.42,251548079811.42,4.56,0.45
1,SHSE.600004,白云机场,12.06,12.04,12.50,11.98,12.46,3.32,4.31,27874372,343540160.29,2022-01-04,1.35,29489309806.18,25783733604.44,-66.87,1.61
2,SHSE.600006,东风汽车,6.81,6.81,6.89,6.81,6.87,0.88,1.17,14328567,98118002.41,2022-01-04,0.72,13740000000.00,13740000000.00,23.80,1.71
3,SHSE.600007,中国国贸,14.40,14.40,14.60,14.33,14.55,1.04,1.87,2560937,37068054.33,2022-01-04,0.25,14655960869.70,14655960869.70,14.82,1.70
4,SHSE.600008,首创环保,3.41,3.41,3.52,3.40,3.49,2.35,3.52,152214235,529276170.87,2022-01-04,2.07,25618661462.73,25618661462.73,10.43,1.47
5,SHSE.600009,上海机场,46.69,46.40,48.70,46.30,48.52,3.92,5.14,20690755,991329162.59,2022-01-04,1.89,93496023896.96,53055474782.44,-52.52,3.40
6,SHSE.600010,包钢股份,2.79,2.80,2.83,2.77,2.79,0.00,2.15,548999616,1533193774.39,2022-01-04,1.73,127182241087.92,88379420327.73,31.66,2.30
7,SHSE.600011,华能国际,9.69,9.92,10.12,8.92,9.00,-7.12,12.38,147920679,1402066409.91,2022-01-04,1.34,141282840231.00,98979389271.00,-37.38,2.49
8,SHSE.600012,皖通高速,7.08,7.09,7.27,7.05,7.23,2.12,3.11,5230919,37624194.23,2022-01-04,0.45,11991750300.00,8427288000.00,7.86,1.05
9,SHSE.600015,华夏银行,5.60,5.60,5.64,5.58,5.63,0.54,1.07,26740105,150128761.15,2022-01-04,0.21,86630071024.29,72191725856.39,3.71,0.36
