,symbol,sec_name,pre_close,open,high,low,close,pct,amp,volume,amount,trade_date,turnrate,a_mv_ex_ltd,tot_mv,pe_ttm,pb_mrq
0,SHSE.600000,浦发银行,7.24,7.24,7.29,7.20,7.21,-0.41,1.24,20451392,148015692.83,2022-08-15,0.07,211629169413.69,211629169413.69,3.97,0.37
1,SHSE.600004,白云机场,13.21,13.12,13.24,12.86,13.02,-1.44,2.88,14795071,192491160.92,2022-08-15,0.63,30814672044.66,30814672044.66,-92.31,1.73
2,SHSE.600006,东风汽车,6.86,6.81,6.86,6.73,6.76,-1.46,1.90,25629804,173903897.40,2022-08-15,1.28,13520000000.00,13520000000.00,62.22,1.69
3,SHSE.600007,中国国贸,14.47,14.46,14.57,14.23,14.28,-1.31,2.35,1506834,21653267.48,2022-08-15,0.15,14383994585.52,14383994585.52,13.65,1.67
4,SHSE.600008,首创环保,2.86,2.86,2.87,2.83,2.85,-0.35,1.40,31282802,89217397.39,2022-08-15,0.43,20920683429.45,20920683429.45,9.13,1.24
5,SHSE.600009,上海机场,58.00,57.58,57.58,56.62,56.77,-2.12,1.66,9774293,556607372.81,2022-08-15,0.89,62076655057.69,134028166573.21,-75.17,5.11
6,SHSE.600010,包钢股份,2.19,2.19,2.24,2.18,2.22,1.37,2.74,330651957,733127092.53,2022-08-15,1.04,70323409723.14,101198772478.56,41.09,1.84
7,SHSE.600011,华能国际,6.87,6.98,7.20,6.87,7.07,2.91,4.80,124792732,879191382.84,2022-08-15,1.13,77753809127.33,110985520048.13,-6.26,2.07
8,SHSE.600012,皖通高速,6.68,6.69,6.73,6.65,6.71,0.45,1.20,3195067,21360041.55,2022-08-15,0.27,7821176000.00,11129273100.00,7.23,1.00
9,SHSE.600015,华夏银行,5.16,5.15,5.15,5.10,5.11,-0.97,0.97,19269725,98686800.22,2022-08-15,0.15,65523928796.83,78628714553.13,3.30,0.33
10,SHSE.600016,民生银行,3.64,3.64,3.66,3.62,3.62,-0.55,1.10,29238404,106467181.33,2022-08-15,0.08,128372886031.06,158492354977.24,4.75,0.32
