,symbol,sec_name,pre_close,open,high,low,close,pct,amp,volume,amount,trade_date,turnrate,a_mv_ex_ltd,tot_mv,pb_mrq,pe_ttm
0,SHSE.600000,浦发银行,7.79,7.76,7.80,7.65,7.67,-1.54,1.93,47127632,364457390.78,2022-07-15,0.16,225131169126.63,225131169126.63,0.39,4.19
1,SHSE.600004,白云机场,14.16,14.16,14.38,13.91,13.92,-1.69,3.32,14789706,208826310.60,2022-07-15,0.62,32944718499.36,32944718499.36,1.85,-98.69
2,SHSE.600006,东风汽车,7.07,7.01,7.25,7.00,7.01,-0.85,3.54,46807646,333279718.64,2022-07-15,2.34,14020000000.00,14020000000.00,1.75,64.53
3,SHSE.600007,中国国贸,14.73,14.73,14.78,14.28,14.30,-2.92,3.39,2187246,31592185.32,2022-07-15,0.22,14404140236.20,14404140236.20,1.67,13.67
4,SHSE.600008,首创环保,2.88,2.87,2.89,2.84,2.85,-1.04,1.74,52866214,151179341.46,2022-07-15,0.72,20920683429.45,20920683429.45,1.24,9.13
5,SHSE.600009,上海机场,52.31,52.18,52.90,51.61,51.80,-0.97,2.47,12730493,665804913.32,2022-07-15,1.16,56642077364.60,99816447606.40,3.80,-55.98
6,SHSE.600010,包钢股份,2.22,2.15,2.21,2.11,2.13,-4.05,4.50,658961616,1420035785.76,2022-07-15,2.08,67472460680.31,97096119540.24,1.77,39.42
7,SHSE.600011,华能国际,7.35,7.39,7.45,7.15,7.24,-1.50,4.08,117629454,859406681.21,2022-07-15,1.07,79623419813.56,113654195919.16,2.12,-7.89
8,SHSE.600012,皖通高速,7.43,7.41,7.79,7.40,7.65,2.96,5.25,28190400,215880075.00,2022-07-15,2.42,8916840000.00,12688366500.00,1.14,8.25
9,SHSE.600015,华夏银行,5.07,5.08,5.10,5.02,5.02,-0.99,1.58,19253817,97522483.52,2022-07-15,0.15,64369886998.06,77243864394.66,0.32,3.24
10,SHSE.600016,民生银行,3.68,3.67,3.67,3.62,3.62,-1.63,1.36,62275299,227136992.92,2022-07-15,0.18,128372886031.06,158492354977.24,0.32,4.75
11,SHSE.600017,日照港,3.18,3.17,3.18,3.02,3.03,-4.72,5.03,54042795,166934957.04,2022-07-15,1.76,9319231280.64,9319231280.64,0.70,11.86
12,SHSE.600018,上港集团,5.64,5.65,5.66,5.50,5.50,-2.48,2.84,31679516,176106904.78,2022-07-15,0.14,127455210575.00,128062796125.00,1.21,7.44
13,SHSE.600019,宝钢股份,5.93,5.90,5.91,5.73,5.74,-3.20,3.04,77894059,452978934.57,2022-07-15,0.36,125350593188.38,127820682297.00,0.66,5.81
14,SHSE.600020,中原高速,3.18,3.14,3.17,3.06,3.09,-2.83,3.46,34808572,107893657.30,2022-07-15,1.55,6944378960.88,6944378960.88,0.64,13.20
15,SHSE.600021,上海电力,10.19,10.03,10.24,9.85,9.98,-2.06,3.83,59948095,601468177.19,2022-07-15,2.29,26119298686.06,26119298686.06,1.80,-12.68
16,SHSE.600022,山东钢铁,1.69,1.69,1.69,1.64,1.64,-2.96,2.96,77329578,128639318.99,2022-07-15,0.71,17952341370.24,17952341370.24,0.80,14.94
17,SHSE.600023,浙能电力,3.70,3.67,3.72,3.61,3.61,-2.43,2.97,48099351,175589691.15,2022-07-15,0.35,49098490856.68,49098490856.68,0.77,-38.32
18,SHSE.600025,华能水电,7.22,7.21,7.27,7.09,7.09,-1.80,2.49,44790807,319981253.76,2022-07-15,0.25,127620000000.00,127620000000.00,2.46,21.35
19,SHSE.600026,中远海能,9.04,9.04,9.22,8.84,8.85,-2.10,4.20,30875594,277371995.45,2022-07-15,1.07,25426556202.30,42221371095.75,1.43,-7.98
