,symbol,sec_name,pre_close,open,high,low,close,pct,amp,volume,amount,trade_date,turnrate,tot_mv,a_mv_ex_ltd,pb_mrq,pe_ttm
0,SHSE.600000,浦发银行,9.83,9.83,9.94,9.68,9.69,-1.42,2.64,75984056,745359164.72,2021-01-11,0.26,284422245253.17,284422245253.17,0.54,5.14
1,SHSE.600004,白云机场,13.18,13.01,13.18,12.86,12.88,-2.28,2.43,17800044,231104463.91,2021-01-11,0.86,30483331485.04,26652848220.32,1.58,559.67
2,SHSE.600006,东风汽车,8.20,8.19,8.32,7.90,7.95,-3.05,5.12,113914010,924186131.30,2021-01-11,5.70,15900000000.00,15900000000.00,2.03,26.47
3,SHSE.600007,中国国贸,12.40,12.38,12.44,12.28,12.43,0.24,1.29,960642,11881176.96,2021-01-11,0.10,12520521897.62,12520521897.62,1.56,14.80
4,SHSE.600008,首创环保,2.89,2.87,2.89,2.83,2.83,-2.08,2.08,45521185,130044664.53,2021-01-11,0.62,20773871615.91,20773871615.91,1.30,15.73
5,SHSE.600009,上海机场,75.98,76.09,76.59,73.13,73.41,-3.38,4.55,22425639,1683468353.09,2021-01-11,2.05,141458019667.68,80272102303.77,4.84,474.28
6,SHSE.600010,包钢股份,1.17,1.17,1.18,1.15,1.16,-0.85,2.56,378516400,439896424.20,2021-01-11,1.19,52878637871.68,36745565440.92,1.00,-149.48
7,SHSE.600011,华能国际,4.47,4.47,4.49,4.32,4.35,-2.68,3.80,51545147,225874469.36,2021-01-11,0.47,68286706111.65,47840038147.65,0.93,12.58
8,SHSE.600012,皖通高速,6.09,6.10,6.13,5.81,5.83,-4.27,5.25,10066752,59362042.36,2021-01-11,0.86,9669696300.00,6795448000.00,0.86,13.18
9,SHSE.600015,华夏银行,6.25,6.23,6.30,6.13,6.17,-1.28,2.72,37000271,230183171.10,2021-01-11,0.29,94939171975.11,79115976649.01,0.43,4.57
10,SHSE.600016,民生银行,5.21,5.21,5.23,5.15,5.15,-1.15,1.54,114780525,595381322.55,2021-01-11,0.32,225479455285.30,182629934546.95,0.49,4.94
11,SHSE.600017,日照港,2.86,2.85,2.89,2.79,2.79,-2.45,3.50,19484546,55295630.50,2021-01-11,0.63,8581074347.52,8581074347.52,0.69,12.36
12,SHSE.600018,上港集团,4.79,4.85,4.85,4.64,4.67,-2.51,4.38,68838828,325888155.71,2021-01-11,0.30,108221060615.50,108221060615.50,1.24,13.03
13,SHSE.600019,宝钢股份,6.56,6.58,6.65,6.26,6.29,-4.12,5.95,182730525,1178488340.20,2021-01-11,0.82,140074825718.50,139361130711.25,0.76,12.44
14,SHSE.600020,中原高速,3.30,3.28,3.30,3.23,3.25,-1.52,2.12,8449381,27578910.91,2021-01-11,0.38,7303958454.00,7303958454.00,0.72,28.08
15,SHSE.600021,上海电力,7.18,7.19,7.21,7.03,7.05,-1.81,2.51,7157746,50778825.20,2021-01-11,0.30,18451007588.85,16548086450.25,1.12,14.67
16,SHSE.600022,山东钢铁,1.39,1.39,1.39,1.36,1.37,-1.44,2.16,70289740,96654548.64,2021-01-11,0.64,14996772973.92,14996772973.92,0.71,22.14
17,SHSE.600023,浙能电力,3.58,3.58,3.59,3.51,3.53,-1.40,2.23,24534255,86888040.22,2021-01-11,0.18,48010435657.64,48010435657.64,0.71,8.17
18,SHSE.600025,华能水电,4.37,4.38,4.41,4.31,4.32,-1.14,2.29,29588012,128450911.40,2021-01-11,0.16,77760000000.00,77760000000.00,1.60,15.47
19,SHSE.600026,中远海能,6.99,7.01,7.05,6.66,6.70,-4.15,5.58,37647394,257594494.53,2021-01-11,1.38,31910035629.50,18331420168.70,0.92,10.06
20,SHSE.600027,华电国际,3.33,3.33,3.33,3.26,3.26,-2.10,2.10,35091222,115210196.72,2021-01-11,0.43,32153303888.78,26555122352.78,0.68,7.10
21,SHSE.600028,中国石化,4.19,4.19,4.19,4.05,4.06,-3.10,3.34,247239526,1017312382.59,2021-01-11,0.26,491549111162.76,387964550446.76,0.66,13.00
22,SHSE.600029,南方航空,5.71,5.64,5.66,5.58,5.64,-1.23,1.40,66387292,372403103.23,2021-01-11,0.82,86457265507.80,45748975230.84,1.25,-9.73
