,symbol,sec_name,pre_close,open,high,low,close,pct,amp,volume,amount,trade_date,turnrate,tot_mv,a_mv_ex_ltd,pb_mrq,pe_ttm
0,SHSE.600000,浦发银行,10.30,10.33,10.34,10.24,10.27,-0.29,0.97,25042540,257631071.94,2021-04-27,0.09,301446523111.24,301446523111.24,0.56,5.17
1,SHSE.600004,白云机场,12.68,12.71,12.74,12.04,12.11,-4.50,5.52,32461665,397634535.53,2021-04-27,1.57,28660958407.13,25059471424.54,1.53,526.21
2,SHSE.600006,东风汽车,6.66,6.55,6.58,6.28,6.39,-4.05,4.50,57360779,367261076.12,2021-04-27,2.87,12780000000.00,12780000000.00,1.58,23.09
3,SHSE.600007,中国国贸,12.46,12.40,12.50,12.37,12.40,-0.48,1.04,564597,7009164.80,2021-04-27,0.06,12490303421.60,12490303421.60,1.51,15.13
4,SHSE.600008,首创环保,2.94,2.93,2.99,2.93,2.96,0.68,2.04,37437148,110787911.02,2021-04-27,0.51,21728148403.92,21728148403.92,1.35,14.78
5,SHSE.600009,上海机场,53.25,52.91,52.95,48.88,49.60,-6.85,7.64,54248953,2731127010.79,2021-04-27,4.96,95577139020.80,54236429291.20,3.32,-75.46
6,SHSE.600010,包钢股份,1.55,1.55,1.56,1.48,1.49,-3.87,5.16,742519920,1122510456.94,2021-04-27,2.34,67921698645.52,47199045264.63,1.27,-192.01
7,SHSE.600011,华能国际,4.04,4.04,4.05,3.97,3.98,-1.49,1.98,25061644,99978767.89,2021-04-27,0.23,62478411568.82,43770885477.62,0.83,13.69
8,SHSE.600012,皖通高速,7.11,7.13,7.25,7.02,7.16,0.70,3.23,6256765,44526839.80,2021-04-27,0.54,11875647600.00,8345696000.00,1.02,12.93
9,SHSE.600015,华夏银行,6.19,6.20,6.20,6.15,6.18,-0.16,0.81,18576705,114642453.01,2021-04-27,0.14,95093044214.94,79244203515.54,0.42,4.47
10,SHSE.600016,民生银行,4.82,4.82,4.82,4.74,4.74,-1.66,1.66,84237194,401995242.34,2021-04-27,0.24,207528663699.48,168090464029.62,0.44,6.05
11,SHSE.600017,日照港,2.74,2.74,2.75,2.73,2.75,0.36,0.73,8438946,23133169.50,2021-04-27,0.27,8458048192.00,8458048192.00,0.67,13.22
12,SHSE.600018,上港集团,4.50,4.51,4.53,4.43,4.45,-1.11,2.22,21792528,97196970.40,2021-04-27,0.09,103122852192.50,103122852192.50,1.14,12.41
13,SHSE.600019,宝钢股份,8.66,8.50,8.70,8.25,8.54,-1.39,5.20,186088275,1569273594.59,2021-04-27,0.84,190173753903.00,189693498351.98,1.00,11.53
14,SHSE.600020,中原高速,3.28,3.28,3.28,3.24,3.28,0.00,1.22,4500953,14681415.66,2021-04-27,0.20,7371379608.96,7371379608.96,0.71,28.34
15,SHSE.600021,上海电力,7.02,7.02,7.05,6.88,6.93,-1.28,2.42,11797918,81986333.46,2021-04-27,0.50,18136947885.21,16266416893.65,1.09,20.40
16,SHSE.600022,山东钢铁,1.75,1.74,1.77,1.70,1.73,-1.14,4.00,125771072,216963721.03,2021-04-27,1.15,18937530835.68,18937530835.68,0.87,26.21
17,SHSE.600023,浙能电力,3.68,3.68,3.69,3.63,3.66,-0.54,1.63,25216721,92140333.98,2021-04-27,0.19,49778525356.08,49778525356.08,0.71,8.47
18,SHSE.600025,华能水电,5.53,5.51,5.68,5.51,5.63,1.81,3.07,49281340,276532732.22,2021-04-27,0.27,101340000000.00,101340000000.00,2.06,18.46
19,SHSE.600026,中远海能,6.24,6.23,6.30,6.17,6.29,0.80,2.08,12492662,77855752.60,2021-04-27,0.44,29957331956.65,18020678207.52,0.85,12.63
20,SHSE.600027,华电国际,3.40,3.40,3.41,3.35,3.37,-0.88,1.76,23194459,78196238.60,2021-04-27,0.28,33238231320.61,27451154088.61,0.69,7.95
21,SHSE.600028,中国石化,4.21,4.21,4.22,4.17,4.20,-0.24,1.19,77235304,324050853.50,2021-04-27,0.08,508499080513.20,401342638393.20,0.67,15.44
22,SHSE.600029,南方航空,6.55,6.53,6.58,6.37,6.40,-2.29,3.21,46300980,298042382.51,2021-04-27,0.57,98107535328.00,51913730758.40,1.50,-9.05
23,SHSE.600030,中信证券,23.05,23.06,23.09,22.69,22.75,-1.30,1.74,70618507,1611466438.81,2021-04-27,0.72,294084154659.75,223283553675.00,1.58,19.73
24,SHSE.600031,三一重工,31.85,31.55,31.65,30.82,31.36,-1.54,2.61,99598220,3110576228.49,2021-04-27,1.17,266096542821.76,266096542821.76,4.28,17.24
25,SHSE.600033,福建高速,2.65,2.65,2.66,2.63,2.65,0.00,1.13,3246231,8576535.89,2021-04-27,0.12,7272660000.00,7272660000.00,0.72,17.66
26,SHSE.600035,楚天高速,2.83,2.82,2.83,2.77,2.80,-1.06,2.12,4559107,12751512.53,2021-04-27,0.28,4508324522.80,4508324522.80,0.68,11.66
27,SHSE.600036,招商银行,52.07,51.95,52.43,51.58,52.07,0.00,1.63,36329922,1890139552.87,2021-04-27,0.18,1313197360444.07,1074149136418.03,1.96,12.93
28,SHSE.600037,歌华有线,9.25,9.25,9.47,9.24,9.25,0.00,2.49,10787386,100825344.39,2021-04-27,0.78,12873945427.00,12873945427.00,1.02,78.54
29,SHSE.600038,中直股份,51.90,51.86,51.88,50.30,50.94,-1.85,3.04,5125530,260557785.36,2021-04-27,0.87,30027943913.04,30027943913.04,3.32,39.63
30,SHSE.600039,四川路桥,6.66,6.61,6.70,6.61,6.65,-0.15,1.35,17194328,114537725.78,2021-04-27,0.48,31770842421.85,24009994641.50,1.33,12.32
31,SHSE.600048,保利发展,14.00,14.00,14.18,13.91,14.12,0.86,1.93,44975962,632324208.24,2021-04-27,0.38,169009245226.56,169009245226.56,1.04,5.84
32,SHSE.600050,中国联通,4.20,4.19,4.23,4.17,4.22,0.48,1.43,78450831,329586740.73,2021-04-27,0.26,130870020871.14,129788818574.64,0.88,22.49
