,symbol,sec_name,pre_close,open,high,low,close,pct,amp,volume,amount,trade_date,turnrate,a_mv_ex_ltd,tot_mv,pb_mrq,pe_ttm
0,SHSE.600000,浦发银行,7.88,7.89,7.92,7.84,7.90,0.25,1.02,23401589,184331253.01,2022-05-26,0.08,231882157701.90,231882157701.90,0.40,4.32
1,SHSE.600004,白云机场,11.63,11.63,11.85,11.60,11.78,1.29,2.15,18130126,212943850.67,2022-05-26,0.77,27879941373.74,27879941373.74,1.53,-83.52
2,SHSE.600007,中国国贸,15.56,15.59,15.65,14.92,15.19,-2.38,4.69,7593071,115060818.01,2022-05-26,0.75,15300621691.46,15300621691.46,1.72,14.52
3,SHSE.600008,首创环保,2.97,2.97,3.01,2.96,3.00,1.01,1.68,56346497,168520905.93,2022-05-26,0.77,22021772031.00,22021772031.00,1.29,9.61
4,SHSE.600009,上海机场,49.20,48.84,49.90,48.80,49.35,0.30,2.24,13427875,662719416.24,2022-05-26,1.23,53963060191.95,95095399408.80,3.52,-53.33
5,SHSE.600010,包钢股份,2.03,2.03,2.04,1.96,2.01,-0.99,3.94,669083968,1338191649.14,2022-05-26,2.11,63671195289.87,91625915622.48,1.65,37.20
6,SHSE.600011,华能国际,7.31,7.26,7.52,7.10,7.18,-1.78,5.75,80857614,585687934.47,2022-05-26,0.74,78963557218.42,112712310317.62,2.01,-7.82
7,SHSE.600012,皖通高速,7.32,7.35,7.51,7.34,7.50,2.46,2.32,7279959,54104209.92,2022-05-26,0.62,8742000000.00,12439575000.00,1.05,8.09
8,SHSE.600015,华夏银行,5.28,5.29,5.33,5.27,5.32,0.76,1.14,16722627,88639535.27,2022-05-26,0.13,68216692993.96,81860031589.56,0.34,3.44
9,SHSE.600016,民生银行,3.82,3.82,3.84,3.81,3.84,0.52,0.79,51712924,197915858.73,2022-05-26,0.15,136174553137.92,168124487047.68,0.34,5.04
10,SHSE.600017,日照港,3.11,3.15,3.29,3.10,3.22,3.54,6.11,224937479,716558418.29,2022-05-26,7.31,9903605519.36,9903605519.36,0.74,12.60
11,SHSE.600018,上港集团,6.23,6.23,6.33,6.19,6.30,1.12,2.25,50029633,313579775.07,2022-05-26,0.22,145994150295.00,146655682425.00,1.39,8.52
12,SHSE.600019,宝钢股份,6.33,6.34,6.41,6.25,6.39,0.95,2.53,63082280,399548840.94,2022-05-26,0.28,141936938462.43,142295149804.50,0.73,6.47
13,SHSE.600020,中原高速,3.06,3.06,3.10,3.05,3.09,0.98,1.63,13476609,41484250.55,2022-05-26,0.60,6944378960.88,6944378960.88,0.65,13.20
14,SHSE.600021,上海电力,9.38,9.38,9.48,9.16,9.24,-1.49,3.41,41134342,381615253.27,2022-05-26,1.57,24182597180.28,24182597180.28,1.67,-11.74
