,symbol,sec_name,pre_close,open,high,low,close,pct,amp,volume,amount,trade_date,turnrate,tot_mv,a_mv_ex_ltd,pb_mrq,pe_ttm
0,SHSE.600000,浦发银行,11.11,11.10,11.12,10.89,10.92,-1.71,2.07,57821851,634262121.48,2021-03-17,0.20,320525378551.56,320525378551.56,0.61,5.50
1,SHSE.600004,白云机场,14.41,14.30,14.46,14.20,14.40,-0.07,1.80,18544279,265547096.09,2021-03-17,0.90,34080743275.20,29798215401.60,1.77,625.72
2,SHSE.600006,东风汽车,6.52,6.45,6.46,6.33,6.42,-1.53,1.99,37477074,239822824.59,2021-03-17,1.87,12840000000.00,12840000000.00,1.64,21.38
3,SHSE.600007,中国国贸,12.43,12.44,12.51,12.33,12.42,-0.08,1.45,997686,12400054.40,2021-03-17,0.10,12510449072.28,12510449072.28,1.56,14.79
4,SHSE.600008,首创环保,3.06,3.06,3.06,2.99,3.01,-1.63,2.29,47370305,143040815.57,2021-03-17,0.65,22095177937.77,22095177937.77,1.39,16.73
5,SHSE.600009,上海机场,62.30,61.51,62.59,61.10,61.85,-0.72,2.39,16881182,1041671411.60,2021-03-17,1.54,119182380008.80,67631515154.45,4.08,-94.09
6,SHSE.600010,包钢股份,1.85,1.82,1.84,1.77,1.80,-2.70,3.78,1118424640,2011721707.83,2021-03-17,3.53,82053058766.40,57018980856.60,1.55,-231.96
7,SHSE.600011,华能国际,4.48,4.49,4.49,4.32,4.34,-3.13,3.79,63297375,276338992.60,2021-03-17,0.58,68129725178.06,47730061048.46,0.93,12.56
8,SHSE.600012,皖通高速,6.57,6.61,6.64,6.42,6.46,-1.67,3.35,7015069,45680440.13,2021-03-17,0.60,10714620600.00,7529776000.00,0.95,14.61
9,SHSE.600015,华夏银行,6.61,6.57,6.62,6.52,6.55,-0.91,1.51,43719193,286638460.04,2021-03-17,0.34,100786317088.65,83988597577.15,0.46,4.74
10,SHSE.600016,民生银行,5.29,5.28,5.29,5.24,5.24,-0.95,0.95,90504464,475718304.40,2021-03-17,0.26,229419872950.48,185821525636.12,0.50,5.03
11,SHSE.600017,日照港,2.88,2.88,2.88,2.85,2.86,-0.69,1.04,14450733,41378623.05,2021-03-17,0.47,8796370119.68,8796370119.68,0.71,12.67
12,SHSE.600018,上港集团,4.96,4.96,5.00,4.88,4.95,-0.20,2.42,40388091,199546269.67,2021-03-17,0.17,114709689517.50,114709689517.50,1.31,13.81
13,SHSE.600019,宝钢股份,8.95,8.76,8.83,8.38,8.68,-3.02,5.03,228372851,1960645693.29,2021-03-17,1.03,193298067802.00,192803227833.16,1.05,17.16
14,SHSE.600020,中原高速,3.36,3.37,3.38,3.33,3.34,-0.60,1.49,5967594,19977690.80,2021-03-17,0.27,7506221918.88,7506221918.88,0.74,28.85
15,SHSE.600021,上海电力,8.03,7.98,7.98,7.69,7.71,-3.99,3.61,25196812,195475715.11,2021-03-17,1.07,20178335958.87,18097269011.55,1.23,16.04
16,SHSE.600022,山东钢铁,1.65,1.65,1.66,1.60,1.61,-2.42,3.64,157864048,255184375.44,2021-03-17,1.44,17623944881.76,17623944881.76,0.83,26.01
17,SHSE.600023,浙能电力,3.70,3.70,3.71,3.63,3.64,-1.62,2.16,34044976,124544840.64,2021-03-17,0.25,49506511556.32,49506511556.32,0.73,8.43
18,SHSE.600025,华能水电,5.53,5.42,5.47,5.14,5.43,-1.81,5.97,138400763,735563640.14,2021-03-17,0.77,97740000000.00,97740000000.00,2.01,19.44
19,SHSE.600026,中远海能,6.61,6.62,6.79,6.55,6.69,1.21,3.63,25197727,168596306.42,2021-03-17,0.92,31862408710.65,18304059840.09,0.92,10.04
20,SHSE.600027,华电国际,3.46,3.46,3.46,3.35,3.36,-2.89,3.18,43223407,146458441.87,2021-03-17,0.53,33139601554.08,27369696658.08,0.70,7.93
21,SHSE.600028,中国石化,4.55,4.52,4.52,4.44,4.46,-1.98,1.76,150215513,671687730.43,2021-03-17,0.16,539977595021.16,426187658865.16,0.73,14.28
22,SHSE.600029,南方航空,7.13,7.05,7.12,6.92,7.02,-1.54,2.81,89842552,629432870.82,2021-03-17,1.11,107611702812.90,56942873425.62,1.55,-12.10
23,SHSE.600030,中信证券,23.40,23.41,23.75,23.32,23.64,1.03,1.84,75368773,1774038246.67,2021-03-17,0.77,305588985325.56,232018602588.00,1.68,20.51
24,SHSE.600031,三一重工,35.20,35.70,36.68,35.07,36.33,3.21,4.57,112318592,4059041952.78,2021-03-17,1.32,308225840800.08,308225840800.08,5.45,21.39
