,symbol,sec_name,pre_close,open,high,low,close,pct,amp,volume,amount,trade_date,turnrate,tot_mv,a_mv_ex_ltd,pb_mrq,pe_ttm
0,SHSE.600000,浦发银行,6.99,6.99,7.09,6.97,7.05,0.8583690987124415,1.716738197424894,24703830,174021380.63,2023-08-25,0.0842,206932838276.1,206932838276.1,0.3447,4.6886
1,SHSE.600004,白云机场,11.88,11.84,11.96,11.74,11.8,-0.6734006734006703,1.851851851851857,15818248,187268825.97,2023-08-25,0.6684,27927275739.4,27927275739.4,1.6098,-29.591
2,SHSE.600006,东风汽车,5.52,5.51,5.54,5.41,5.43,-1.6304347826086918,2.3550724637681144,14517800,79418924.0,2023-08-25,0.7259,10860000000.0,10860000000.0,1.3251,41.4416
3,SHSE.600007,中国国贸,19.32,19.32,19.67,19.3,19.53,1.0869565217391353,1.915113871635616,1277200,24936331.0,2023-08-25,0.1268,19672227889.02,19672227889.02,2.1631,16.8451
4,SHSE.600008,首创环保,2.95,2.95,3.08,2.94,3.01,2.033898305084736,4.74576271186441,160894446,487190486.93,2023-08-25,2.1918,22095177937.77,22095177937.77,1.1914,6.9833
5,SHSE.600009,上海机场,39.27,39.06,39.58,38.71,39.1,-0.43290043290044045,2.2154316271963266,11371493,445391083.72,2023-08-25,0.5901,97299620394.0,75344075316.8,2.4484,-37.5683
6,SHSE.600010,包钢股份,1.77,1.77,1.79,1.76,1.77,0.0,1.6949152542372896,204134527,362411399.43,2023-08-25,0.6481,80366747778.96,55749904500.99,1.5179,-108.6654
7,SHSE.600011,华能国际,8.53,8.52,8.64,8.41,8.55,0.23446658851116187,2.6963657678780826,23583260,201580582.1,2023-08-25,0.2144,134218698219.45,94030419807.45,2.5775,69.5487
8,SHSE.600012,皖通高速,10.9,10.9,11.05,10.76,10.86,-0.3669724770642313,2.660550458715605,4656100,50736682.0,2023-08-25,0.3995,18012504600.0,12658416000.0,1.5218,12.0209
9,SHSE.600015,华夏银行,5.51,5.51,5.6,5.5,5.58,1.2704174228675091,1.81488203266787,22339287,124407904.2,2023-08-25,0.1742,88805300851.44,71550591523.74,0.3356,3.5152
10,SHSE.600016,民生银行,3.96,3.95,4.02,3.95,4.0,1.0101010101010166,1.7676767676767524,91175346,364849213.76,2023-08-25,0.2571,175129674008.0,141848492852.0,0.3378,4.895
11,SHSE.600017,日照港,2.91,2.91,2.98,2.89,2.92,0.3436426116838476,3.092783505154634,24755293,72766685.49,2023-08-25,0.8049,8980909352.96,8980909352.96,0.6724,14.896
12,SHSE.600018,上港集团,5.07,5.06,5.13,5.04,5.08,0.19723865877712132,1.7751479289940801,18521206,94187619.48,2023-08-25,0.0799,118283455330.0,117722267222.0,1.0181,7.7408
13,SHSE.600019,宝钢股份,6.07,6.08,6.22,6.04,6.17,1.6474464579901094,2.9654036243822026,56347509,345867405.19,2023-08-25,0.2578,137357775443.78,134863360131.28,0.6965,13.336
14,SHSE.600020,中原高速,3.54,3.56,3.67,3.55,3.59,1.412429378531077,3.3898305084745792,14363422,51870378.2,2023-08-25,0.6391,8068064876.88,8068064876.88,0.7422,18.8175
15,SHSE.600021,上海电力,9.17,9.15,9.33,9.07,9.2,0.32715376226826187,2.8353326063249704,23851032,219959609.12,2023-08-25,0.9113,25914041534.0,24077910612.4,1.4516,46.7369
16,SHSE.600022,山东钢铁,1.46,1.46,1.49,1.45,1.47,0.6849315068493178,2.739726027397263,55021402,81014641.67,2023-08-25,0.5143,15727308844.38,15727308844.38,0.7389,-45.6757
17,SHSE.600023,浙能电力,4.47,4.45,4.66,4.44,4.56,2.0134228187919323,4.921700223713641,38882122,177850452.86,2023-08-25,0.29,61143821335.44,61143821335.44,0.9568,-42.4953
18,SHSE.600025,华能水电,7.19,7.17,7.3,7.15,7.25,0.8344923504867818,2.0862308762169604,16123012,116861179.65,2023-08-25,0.0896,130500000000.0,130500000000.0,2.3869,19.0165
19,SHSE.600026,中远海能,13.07,13.09,13.19,12.77,12.96,-0.8416220351950998,3.2134659525631206,10947416,142200502.13,2023-08-25,0.3151,61829262079.2,45033102079.2,1.8019,24.4563
20,SHSE.600027,华电国际,5.27,5.26,5.41,5.21,5.3,0.569259962049351,3.795066413662243,50483481,269094166.41,2023-08-25,0.5932,54206074004.9,45104735924.9,1.427,88.6052
21,SHSE.600028,中国石化,6.14,6.16,6.22,6.13,6.16,0.32573289902280145,1.4657980456026036,83287783,514735679.08,2023-08-25,0.0876,738561871099.36,585911301643.36,0.9272,11.6119
22,SHSE.600029,南方航空,6.48,6.43,6.47,6.32,6.36,-1.851851851851849,2.3148148148148064,27737819,177045638.71,2023-08-25,0.2189,115248962134.56,80602424973.6,3.022,-3.8309
23,SHSE.600030,中信证券,23.07,22.99,23.64,22.83,23.43,1.5604681404421283,3.511053315994808,134360545,3140901213.37,2023-08-25,1.1821,347245412203.47,266321390773.35,1.4226,16.1468
24,SHSE.600031,三一重工,15.12,15.1,15.35,15.03,15.17,0.3306878306878369,2.1164021164021185,34143009,517748036.21,2023-08-25,0.4034,128741753659.79,128402154247.29,1.9282,30.692
25,SHSE.600032,浙江新能,10.35,10.3,10.39,10.15,10.15,-1.9323671497584516,2.3188405797101472,2509800,25727984.0,2023-08-25,1.2066,24407454538.6,2111200000.0,2.0718,35.2794
26,SHSE.600033,福建高速,3.17,3.17,3.26,3.16,3.2,0.9463722397476504,3.1545741324921024,13368221,43028843.75,2023-08-25,0.4871,8782080000.0,8782080000.0,0.8129,10.3666
27,SHSE.600035,楚天高速,3.96,3.96,4.09,3.94,4.01,1.262626262626254,3.787878787878786,15383592,61902430.44,2023-08-25,0.9554,6456564763.01,6456564763.01,0.8227,7.7859
28,SHSE.600036,招商银行,31.06,31.0,31.85,30.9,31.56,1.6097875080489432,3.058596265292991,64747134,2028793535.49,2023-08-25,0.3139,795938327167.56,651049486179.24,0.9291,5.6518
29,SHSE.600037,歌华有线,8.16,8.16,8.2,8.02,8.06,-1.225490196078427,2.2058823529411726,11262811,91241800.32,2023-08-25,0.8092,11217729745.04,11217729745.04,0.8701,62.9496
30,SHSE.600038,中直股份,37.67,37.52,37.85,37.1,37.19,-1.2742235200424834,1.9909742500663659,3505858,131104068.55,2023-08-25,0.5947,21922639068.04,21922639068.04,2.2451,44.2135
31,SHSE.600039,四川路桥,9.1,9.05,9.29,9.04,9.26,1.758241758241752,2.7472527472527473,15928780,146921182.79,2023-08-25,0.2399,80706253807.9,61479904341.5,1.9096,6.7909
32,SHSE.600048,保利发展,13.57,13.63,14.34,13.57,13.98,3.0213706705969123,5.674281503316135,85067263,1187881013.82,2023-08-25,0.7106,167346798983.64,167346798983.64,0.8613,8.4862
33,SHSE.600050,中国联通,5.26,5.17,5.2,5.1,5.12,-2.6615969581748944,1.9011406844106566,389893592,2005485631.24,2023-08-25,1.2591,162836440637.44,158544139837.44,1.025,20.4644
34,SHSE.600051,宁波联合,7.16,7.16,7.26,7.09,7.11,-0.6983240223463638,2.3743016759776525,2675600,19147015.0,2023-08-25,0.8607,2210356800.0,2210356800.0,0.6775,20.2281
35,SHSE.600052,东望时代,4.79,4.79,4.88,4.72,4.72,-1.4613778705636848,3.340292275574116,5553829,26590063.2,2023-08-25,0.6579,3984599177.52,3984599177.52,1.342,-19.8908
36,SHSE.600053,九鼎投资,13.17,13.11,13.6,13.0,13.27,0.7593014426727329,4.555808656036444,2673962,35713947.17,2023-08-25,0.6168,5753086416.0,5753086416.0,1.9663,53.1837
37,SHSE.600054,黄山旅游,12.78,12.74,12.77,12.44,12.49,-2.2691705790297223,2.5821596244131464,5723500,71968933.0,2023-08-25,1.115,9109949205.6,6411117000.0,2.1325,573.6225
38,SHSE.600055,万东医疗,17.45,17.44,17.5,17.14,17.22,-1.318051575931234,2.0630372492836644,2940020,50927459.4,2023-08-25,0.5436,12106711418.76,9312854946.78,2.6298,66.8234
39,SHSE.600056,中国医药,12.31,12.31,12.34,12.13,12.16,-1.2185215272136452,1.7059301380990988,10433035,127356812.84,2023-08-25,0.6977,18189897735.68,18183473972.48,1.6328,27.4261
40,SHSE.600057,厦门象屿,7.67,7.63,7.75,7.6,7.67,0.0,1.9556714471968755,7841959,60174123.53,2023-08-25,0.3645,17397139958.64,16500446218.23,1.2011,6.4287
41,SHSE.600058,五矿发展,9.3,9.26,9.36,9.12,9.18,-1.2903225806451757,2.5806451612903247,3964876,36570054.94,2023-08-25,0.3699,9840140326.98,9840140326.98,1.9854,40.7146
42,SHSE.600059,古越龙山,10.25,10.2,10.29,10.06,10.11,-1.3658536585365866,2.243902439024377,7885081,80184006.54,2023-08-25,0.865,9215693795.43,9215693795.43,1.6724,45.631
43,SHSE.600060,海信视像,21.33,21.38,21.5,20.51,20.79,-2.5316455696202445,4.641350210970457,6290610,130696680.94,2023-08-25,0.488,27186089695.38,26799998605.38,1.5188,13.5846
44,SHSE.600061,国投资本,7.59,7.51,7.64,7.5,7.57,-0.26350461133068936,1.8445322793148837,21965164,166219318.77,2023-08-25,0.3419,48639573051.32,48639573051.32,0.984,12.993
45,SHSE.600062,华润双鹤,15.7,15.63,15.87,15.57,15.72,0.1273885350318471,1.9108280254777004,7667793,120593584.3,2023-08-25,0.7485,16397953453.2,16104324289.2,1.557,13.6217
46,SHSE.600063,皖维高新,5.02,5.03,5.09,4.96,5.0,-0.3984063745019806,2.5896414342629464,13698701,68728966.01,2023-08-25,0.7113,10796246870.0,9629473460.0,1.3852,14.4657
47,SHSE.600064,南京高科,6.44,6.44,6.56,6.44,6.49,0.7763975155279379,1.8633540372670687,14300110,92991760.4,2023-08-25,0.8264,11229904289.56,11229904289.56,0.6568,4.7279
48,SHSE.600066,宇通客车,12.92,12.85,12.94,12.7,12.74,-1.393188854489158,1.8575851393188871,7587180,96868503.44,2023-08-25,0.3427,28205585701.02,28205585701.02,2.2022,21.7841
49,SHSE.600067,冠城大通,2.77,2.74,2.81,2.72,2.77,0.0,3.2490974729241824,16520371,45833039.22,2023-08-25,1.1871,3854922407.03,3854922407.03,0.5537,-42.1103
50,SHSE.600070,ST富润,2.87,2.83,2.84,2.75,2.76,-3.832752613240431,3.1358885017421554,5932000,16548444.0,2023-08-25,1.1707,1400481220.32,1398549220.32,1.2465,-2.69
51,SHSE.600071,凤凰光学,17.42,17.42,17.43,16.9,17.01,-2.3536165327210146,3.042479908151556,2296460,39403676.0,2023-08-25,0.8156,4789571851.89,4789571851.89,9.5346,-513.1099
52,SHSE.600072,中船科技,21.03,20.96,21.1,20.43,20.53,-2.3775558725630086,3.1859248692344346,19328100,399475123.56,2023-08-25,2.6252,30928891075.84,15115210097.99,7.6526,252.0944
53,SHSE.600073,上海梅林,7.59,7.62,7.69,7.52,7.54,-0.6587615283267456,2.239789196310946,10108516,76758545.6,2023-08-25,1.078,7070480218.88,7070480218.88,1.4077,14.1018
54,SHSE.600075,新疆天业,4.6,4.58,4.66,4.56,4.58,-0.43478260869563856,2.1739130434782727,6181313,28448363.88,2023-08-25,0.4872,7819714263.94,5811039628.1,0.8522,14.5894
55,SHSE.600076,康欣新材,2.62,2.64,2.69,2.61,2.63,0.3816793893129722,3.0534351145038197,7027401,18589734.65,2023-08-25,0.6795,3536149055.21,2720114659.27,0.7767,-18.4583
56,SHSE.600078,ST澄星,8.35,8.34,8.38,8.05,8.05,-3.592814371257469,3.9520958083832345,5670600,46386192.0,2023-08-25,0.8558,5333711531.05,5333711531.05,2.9444,11.2584
57,SHSE.600079,人福医药,22.33,22.29,23.33,22.07,22.78,2.0152261531571902,5.642633228840117,25148648,573544185.53,2023-08-25,1.725,37191942565.46,33211225792.4,2.2951,16.1354
58,SHSE.600080,金花股份,7.13,7.14,7.21,7.0,7.02,-1.5427769985974837,2.945301542776998,2857800,20314684.0,2023-08-25,0.7656,2620357400.7,2620357400.7,1.5534,174.3265
