,symbol,sec_name,pre_close,open,high,low,close,pct,amp,volume,amount,trade_date,turnrate,tot_mv,a_mv_ex_ltd,pe_ttm,pb_mrq
0,SHSE.600000,浦发银行,10.58,10.61,10.70,10.36,10.47,-1.04,3.21,74763149,786616693.31,2021-03-02,0.25,307316915149.71,307316915149.71,5.27,0.58
1,SHSE.600004,白云机场,13.49,13.54,13.55,13.24,13.34,-1.11,2.30,12780550,171060615.39,2021-03-02,0.62,31572021895.22,27604735656.76,579.66,1.64
2,SHSE.600006,东风汽车,7.09,7.11,7.15,6.77,6.83,-3.67,5.36,47314890,327618856.52,2021-03-02,2.37,13660000000.00,13660000000.00,22.74,1.75
3,SHSE.600007,中国国贸,12.14,12.15,12.26,11.99,12.03,-0.91,2.22,786024,9488016.76,2021-03-02,0.08,12117608884.02,12117608884.02,14.32,1.51
4,SHSE.600008,首创环保,2.94,2.94,2.99,2.92,2.96,0.68,2.38,58014072,171575466.51,2021-03-02,0.79,21728148403.92,21728148403.92,16.45,1.36
5,SHSE.600009,上海机场,61.18,61.10,61.12,58.91,59.71,-2.40,3.61,28229059,1690449243.91,2021-03-02,2.58,115058688930.08,65291475664.87,-90.84,3.94
6,SHSE.600010,包钢股份,1.69,1.80,1.86,1.73,1.76,4.14,7.69,3113115488,5650219554.25,2021-03-02,9.83,80229657460.48,55751892393.12,-226.80,1.52
7,SHSE.600011,华能国际,4.05,4.07,4.16,4.05,4.08,0.74,2.72,50173911,205327915.19,2021-03-02,0.46,64048220904.72,44870656469.52,11.80,0.87
8,SHSE.600012,皖通高速,6.26,6.29,6.43,6.16,6.24,-0.32,4.31,6271250,39350735.51,2021-03-02,0.54,10349726400.00,7273344000.00,14.11,0.92
9,SHSE.600015,华夏银行,6.25,6.26,6.28,6.19,6.21,-0.64,1.44,48177444,300172072.04,2021-03-02,0.38,95554660934.43,79628884115.13,4.49,0.43
10,SHSE.600016,民生银行,5.17,5.18,5.19,5.13,5.14,-0.58,1.16,83427355,430508066.64,2021-03-02,0.24,225041631100.28,182275313314.82,4.93,0.49
11,SHSE.600017,日照港,2.76,2.76,2.78,2.73,2.75,-0.36,1.81,8429126,23192132.96,2021-03-02,0.27,8458048192.00,8458048192.00,12.18,0.68
12,SHSE.600018,上港集团,4.83,4.84,4.86,4.72,4.76,-1.45,2.90,41736822,200009241.79,2021-03-02,0.18,110306691334.00,110306691334.00,13.28,1.26
13,SHSE.600019,宝钢股份,8.04,8.19,8.36,7.85,7.99,-0.62,6.34,239525084,1948856486.85,2021-03-02,1.08,177932886723.50,177476703961.63,15.80,0.97
14,SHSE.600020,中原高速,3.26,3.26,3.27,3.21,3.24,-0.61,1.84,4247014,13739924.08,2021-03-02,0.19,7281484735.68,7281484735.68,27.99,0.72
15,SHSE.600021,上海电力,6.79,6.80,7.47,6.80,7.46,9.87,9.87,42578610,308735675.54,2021-03-02,1.81,19524044909.62,17510457435.30,15.52,1.19
16,SHSE.600022,山东钢铁,1.57,1.57,1.60,1.50,1.51,-3.82,6.37,387663920,595506723.33,2021-03-02,3.54,16529289920.16,16529289920.16,24.40,0.78
17,SHSE.600023,浙能电力,3.50,3.51,3.53,3.48,3.51,0.29,1.43,22894542,80353163.16,2021-03-02,0.17,47738421857.88,47738421857.88,8.13,0.70
18,SHSE.600025,华能水电,4.43,4.44,4.52,4.43,4.51,1.81,2.03,23649127,105941327.23,2021-03-02,0.13,81180000000.00,81180000000.00,16.15,1.67
19,SHSE.600026,中远海能,6.33,6.36,6.36,6.20,6.25,-1.26,2.53,15732802,98486541.29,2021-03-02,0.57,29766824281.25,17100205381.25,9.38,0.86
