,symbol,sec_name,pre_close,open,high,low,close,pct,amp,volume,amount,trade_date,turnrate,tot_mv,a_mv_ex_ltd,pb_mrq,pe_ttm
0,SHSE.600000,浦发银行,8.69,8.68,8.68,8.56,8.56,-1.50,1.38,43312412,372488758.88,2022-01-25,0.15,251254558131.36,251254558131.36,0.45,4.56
1,SHSE.600004,白云机场,13.13,13.08,13.96,13.02,13.52,2.97,7.16,34861739,476307425.60,2022-01-25,1.68,31998031186.16,27977213349.28,1.75,-72.56
2,SHSE.600006,东风汽车,6.45,6.43,6.48,6.18,6.18,-4.19,4.65,14606062,92071612.16,2022-01-25,0.73,12360000000.00,12360000000.00,1.54,21.41
3,SHSE.600007,中国国贸,14.02,14.07,14.09,13.75,13.76,-1.85,2.43,3075751,42704820.98,2022-01-25,0.31,13860207667.84,13860207667.84,1.61,14.02
4,SHSE.600008,首创环保,3.30,3.29,3.29,3.15,3.16,-4.24,4.24,94754874,304838724.34,2022-01-25,1.29,23196266539.32,23196266539.32,1.33,9.44
5,SHSE.600009,上海机场,52.33,52.01,53.58,51.90,52.00,-0.63,3.21,24570422,1295057435.28,2022-01-25,2.25,100201839296.00,56860772644.00,3.64,-56.28
6,SHSE.600010,包钢股份,2.51,2.49,2.53,2.41,2.41,-3.98,4.78,520276000,1277060702.71,2022-01-25,1.64,109859928681.68,76342079924.67,1.99,27.35
7,SHSE.600011,华能国际,8.51,8.37,8.46,7.81,7.85,-7.76,7.64,110452307,892864343.74,2022-01-25,1.00,123230032868.15,86332022864.15,2.17,-32.60
8,SHSE.600012,皖通高速,7.16,7.14,7.21,7.03,7.04,-1.68,2.51,5495985,38993460.41,2022-01-25,0.47,11676614400.00,8205824000.00,1.03,7.65
9,SHSE.600015,华夏银行,5.73,5.73,5.73,5.63,5.63,-1.75,1.75,30067131,170826911.75,2022-01-25,0.23,86630071024.29,72191725856.39,0.36,3.71
10,SHSE.600016,民生银行,3.96,3.95,3.96,3.90,3.90,-1.52,1.52,103061949,404498563.12,2022-01-25,0.29,170751432157.80,138302280530.70,0.35,5.26
11,SHSE.600017,日照港,2.83,2.83,2.83,2.71,2.71,-4.24,4.24,18060700,49820389.00,2022-01-25,0.59,8335022036.48,8335022036.48,0.64,13.71
12,SHSE.600018,上港集团,5.78,5.74,5.84,5.68,5.69,-1.56,2.77,33504531,193054875.30,2022-01-25,0.14,132455687777.50,131858208758.50,1.33,9.02
13,SHSE.600019,宝钢股份,7.56,7.53,7.54,7.21,7.23,-4.37,4.37,105180856,770954747.40,2022-01-25,0.47,161000615506.50,160595315349.51,0.84,6.10
14,SHSE.600020,中原高速,3.20,3.20,3.21,3.12,3.13,-2.19,2.81,8007236,25288549.76,2022-01-25,0.36,7034273834.16,7034273834.16,0.66,7.92
15,SHSE.600021,上海电力,12.97,12.88,12.99,12.10,12.12,-6.55,6.86,64381481,800750162.26,2022-01-25,2.46,31720030067.64,31720030067.64,2.20,455.15
16,SHSE.600022,山东钢铁,1.78,1.76,1.78,1.69,1.70,-4.49,5.06,186334338,322578645.95,2022-01-25,1.70,18609134347.20,18609134347.20,0.85,6.23
17,SHSE.600023,浙能电力,3.65,3.65,3.67,3.59,3.60,-1.37,2.19,23843465,86236332.73,2022-01-25,0.18,48962483956.80,48962483956.80,0.77,15.60
18,SHSE.600025,华能水电,6.19,6.16,6.17,6.01,6.03,-2.58,2.58,21898348,133224087.74,2022-01-25,0.12,108540000000.00,108540000000.00,2.11,20.29
19,SHSE.600026,中远海能,5.10,5.10,5.10,4.85,4.91,-3.73,4.90,26298783,129513712.78,2022-01-25,0.92,23384817155.35,14067015898.08,0.82,-46.04
20,SHSE.600027,华电国际,4.59,4.56,4.61,4.30,4.30,-6.32,6.75,76843352,339656677.01,2022-01-25,0.94,42440390324.50,35026695127.90,1.08,21.36
21,SHSE.600028,中国石化,4.28,4.26,4.27,4.18,4.19,-2.10,2.10,178430360,753116614.97,2022-01-25,0.19,507288368416.74,400387060682.74,0.65,7.32
