date,inflow,purchase,inflow_mean,inflow_bias,inflow_Q60,inflow_Q120,inflow_Q200,purchase_mean,purchase_bias,purchase_Q60,purchase_Q120,purchase_Q200
2015-02-09,1185.1012,879.7868,998.9124163914234,18.639149994869882,,,,786.6193550688915,11.844031593012218,,,
2015-02-10,1203.3412,896.0772999999999,1018.381824354145,18.16208530264724,,,,797.0439212528066,12.425084252763767,,,
2015-02-11,1221.0112,909.893,1037.6798601299406,17.6674277794215,,,,807.7914525620631,12.639592448533918,,,
2015-02-12,1235.1112,921.4911999999999,1056.4828448794701,16.907833003280714,,,,818.6199999371047,12.566416661063613,,,
2015-02-13,1256.6812,940.6352,1075.5493548909492,16.840867811911437,12.466608999895124,,,830.24049518119,13.29671407978212,12.360713445331527,,
2015-02-16,1259.9612,941.873,1093.1123877584778,15.263646639634217,8.641883385491418,,,840.872162306791,12.011437911814113,9.49878622334073,,
2015-02-17,1263.9912,944.0858999999999,1109.3865603529084,13.936047647621592,5.422485903605004,,,850.7020420870966,10.977269748147904,7.19600173742608,,
2015-02-25,1275.7212,954.2007000000001,1125.2279546050124,13.37446734940167,4.060666401749696,,,860.5590571264207,10.881489433888206,6.982727504586272,,
2015-02-26,1272.9812,949.6739,1139.2996922616778,11.733656091220794,0.08173626951880673,,,869.0461850191425,9.27772497834296,3.4116217240732403,,
2015-02-27,1281.1012,956.3986,1152.8045977605657,11.129084884694507,0.0,,,877.365462636367,9.0080064385198,2.811038868315564,,
2015-03-02,1292.3712,963.8542,1166.0966551167023,10.828823179383889,0.0,,,885.6024852424273,8.835986355227064,2.4280013769389552,,
2015-03-03,1298.7812,964.7927999999999,1178.7332784389212,10.18448564717427,0.0,,,893.1444199812437,8.02203746850492,0.6155796311113347,,
2015-03-04,1305.0012,967.8465,1190.7587947780714,9.594084521812874,0.0,,,900.2589037925538,7.507573201744222,0.0,,
2015-03-05,1313.1912,974.2655,1202.4190238468266,9.212443745175179,0.0,,,907.3071510504059,7.379898733529771,0.0,,
2015-03-06,1317.8412,978.1625,1213.4116120518906,8.606278933783898,0.0,,,914.0552795217958,7.013494907194556,0.0,,
2015-03-09,1324.4912,984.0496,1223.9906204279011,8.210894584875518,0.0,,,920.7214052816248,6.878106054133156,0.0,,
2015-03-10,1325.5212,984.5791,1233.6601994347677,7.446215789997979,0.0,,,926.8030904928986,6.2339034148423735,0.0,,
2015-03-11,1335.1212,993.3372999999999,1243.3231518695518,7.383281489805299,0.0,,,933.1396818745274,6.451083293826414,0.4678468882023842,,
2015-03-12,1352.3112,1009.1560000000001,1253.7029659772136,7.865358597594536,1.0582502922779977,,,940.3793312198105,7.313715486597957,2.326121185707733,,
