date,inflow,purchase,inflow_mean,inflow_bias,inflow_Q60,inflow_Q120,inflow_Q200,purchase_mean,purchase_bias,purchase_Q60,purchase_Q120,purchase_Q200
2017-10-30,4778.0232,3268.5603,4735.059123159928,0.9073609372674412,0.0,0.0,20.344897608108706,3239.2778953171573,0.9039793938388101,0.0,0.0,20.813400174856437
2017-10-31,4774.5232,3263.4106,4738.817606668506,0.7534705130083097,0.0,0.0,17.296136976531315,3241.5762481440947,0.6735720582974523,0.0,0.0,18.268417806108474
2017-11-01,4801.2829,3288.9005,4744.766682223887,1.1911274370528986,12.771129164017061,12.771129164017061,25.966664766600907,3246.083319749419,1.3190413194288197,12.036104576376609,12.036104576376609,25.397999359093536
2017-11-02,4817.9976,3304.0756,4751.741055345422,1.39436353713009,18.701697932106452,18.701697932106452,29.993024586022205,3251.606394058998,1.6136395240478265,17.52949521839125,17.52949521839125,28.652007027115882
2017-11-03,4821.4476,3305.9793,4758.379773883953,1.3254054765067451,16.689454435574604,16.689454435574604,28.626879671739758,3256.784766053379,1.510524565804701,15.606704319522446,15.606704319522446,27.513042635785425
2017-11-06,4827.7746,3310.8219,4764.9888049426245,1.317648322536428,16.463095363302745,16.463095363302745,28.473200807368286,3261.931159762581,1.498828081981273,15.388599274166884,15.388599274166884,27.383848202643655
2017-11-07,4844.1407,3326.0591999999997,4772.527080662375,1.5005387738457046,21.799964148447753,21.799964148447753,32.0964880296079,3268.0385921661446,1.7753954305477606,20.545767446548624,20.545767446548624,30.438694630251167
2017-11-08,4864.0913,3344.7571000000003,4781.247482504054,1.7326820625599453,29.03392435426258,28.57406450388329,36.695535195304984,3275.34511672175,2.1192265487956803,27.95719907030747,26.957207223852308,34.23650832273572
2017-11-09,4895.6631,3374.5953,4792.144207979858,2.1601789830899065,41.709339853630716,41.04871779818702,45.16478068414493,3284.797515129202,2.7337388212577878,40.02880857218838,38.4160549493917,41.02415201958575
2017-11-10,4899.5631,3376.9037999999996,4802.374578648443,2.0237596997048257,37.66446604053208,37.06790956037192,42.46214507458877,3293.569542259754,2.530210966277906,36.074285233315024,34.620858656930444,38.7760690700743
2017-11-13,4906.9025,3382.6517999999996,4812.329618777163,1.965220355102531,35.928756424250125,35.35969134190124,41.01643413961244,3302.053566806444,2.4408517779287706,34.338046250673735,32.95457243604187,37.4295226827434
2017-11-14,4911.2598,3385.9456,4821.751540798386,1.8563432488019345,32.70051665349788,32.18258271828063,37.12300236159986,3310.043284253449,2.293091335319815,31.467077464032066,30.19927447440722,33.9892249853206
2017-11-15,4891.811,3364.3707999999997,4828.423870246158,1.3127913260566828,16.584034556421233,16.321364875369962,15.957660704551015,3315.2173333721685,1.482661970092721,15.720526017225694,15.087148802392342,13.819557843903791
2017-11-16,4897.9242,3368.637,4835.042949270333,1.3005313787162152,16.22052333779502,15.963611204795775,13.104534052706324,3320.304920670057,1.4556518297177803,15.195722026590081,14.583489071787085,10.56938269179614
2017-11-17,4884.1842,3353.1428,4839.723068387444,0.9186709855977284,4.898244946810331,4.820663075311425,3.9572840140371444,3323.432337749099,0.8939692231262057,4.282292132558338,4.109759339377589,2.97854779574653
2017-11-20,4876.8979,3343.7714,4843.263528541021,0.6944567699191708,0.0,0.0,0.0,3325.3693912968038,0.5533823926856911,0.0,0.0,0.0
2017-11-21,4871.5214,3336.7631,4845.954754394256,0.5275873775453732,0.0,0.0,0.0,3326.454506411394,0.3098973266803142,0.0,0.0,0.0
2017-11-22,4876.8982,3340.7928,4848.901749213851,0.5773771512422883,1.3836144965720716,1.3630549946612216,1.131463514700892,3327.8200581817373,0.38982702163743,1.4505283449168627,1.3957983121902398,1.0296027515467092
2017-11-23,4897.1343,3359.6618,4853.495325479198,0.899124684260272,10.324698535834662,10.171281048664394,8.443117445303617,3330.852605021572,0.8649195384687829,10.07229479218664,9.692256011462115,7.149437974629401
2017-11-24,4906.9943,3367.7345,4858.5904659097505,0.9962526051511276,13.023798961246309,12.830274811063106,10.650331710139024,3334.365166448089,1.0007702182019074,12.537652150735859,12.06459272040524,8.899378766068185
2017-11-27,4894.2198,3353.403,4861.983735823108,0.6630228714953574,3.7636345551658503,3.7077096916866226,3.077746866911251,3336.178293453033,0.5163005400751217,3.745713175456558,3.6043832901112087,2.6587530022902617
2017-11-28,4928.927,3386.3576,4868.3592847923355,1.244109394244262,19.911523507869738,19.6156527963224,16.2828319789075,3340.9572750289344,1.3589016929488338,19.03686193260739,18.318580156015482,13.512597320358308
2017-11-29,4943.3127,3399.3017,4875.497705288303,1.3909348093455094,23.99167406320124,23.63517529134757,19.61941272396455,3346.5138869309408,1.5773971019576578,23.002018864227676,22.13412734757501,16.327114183415365
2017-11-30,4936.6367,3389.4992,4881.320466689417,1.1332227352837378,16.830079720875165,16.579997015729795,13.76295290404664,3350.6077262708513,1.1607289455048715,15.44051157105847,14.857924056266913,10.959863869300518
2017-12-01,4970.0567,3421.9300999999996,4889.77153652852,1.641900094344237,30.99038995600949,30.505652094203324,25.32255299451704,3357.400333292675,1.9220158545715833,29.4540344164661,28.152144475073133,20.766270570991495
2017-12-04,4969.8211,3420.4672,4897.395304478185,1.4788635799031624,27.895148007462062,26.042331238924316,21.617577977418083,3363.4067015505157,1.6965090312503577,26.712632248866015,24.2141581791411,17.861437193250435
2017-12-05,4938.5005,3388.1590000000006,4901.310085004072,0.7587851890806832,7.191132912642504,6.329318419606987,5.253928046013679,3365.7640633076094,0.6653745262935331,7.3111776104995325,6.207636292224731,4.579027894830038
2017-12-06,4899.9678,3348.8107,4901.182248337018,-0.02477868145854245,0.0,0.0,0.0,3364.149457278313,-0.455947557416863,0.0,0.0,0.0
2017-12-07,4885.2167,3333.3074000000006,4899.661719923968,-0.29481667816430956,0.0,0.0,0.0,3361.2121184899024,-0.8301980805197928,0.0,0.0,0.0
2017-12-08,4925.1067,3369.6849,4902.085051359781,0.46962972692270455,18.933918664870912,17.081794074532404,14.63649334876217,3362.0190500622925,0.22801328081605732,17.630387639261656,15.411116811774194,11.885669619328102
2017-12-11,4941.7411,3384.9588999999996,4905.861817896945,0.73135533439131,25.416376207150076,22.930134652838518,19.647629626496304,3364.2037976754077,0.6169395070219252,24.11011407352397,21.07519085427435,16.254030043222567
2017-12-12,4935.1492,3377.6035,4908.65109238295,0.5398246303993375,20.672516144394347,18.65032115280814,15.980481927969098,3365.4799598015593,0.3602321316201085,19.833226956683518,17.336668009681887,13.370731711385368
2017-12-13,4965.3266,3406.4140000000007,4914.04875977505,1.043494737876756,33.147489910303726,29.90498727482039,25.624014985364322,3369.3784398204584,1.0991807789188357,32.144520875261904,28.09824583572919,21.67049091672488
2017-12-14,4972.4194,3412.6063999999997,4919.6078683679025,1.0734906733454324,33.89043356032453,30.575255836931774,26.198332958548075,3373.495388408986,1.1593616438722734,33.14716743185885,28.97468165329615,22.346433270376238
2017-12-15,4947.1794,3385.9764,4922.233728523341,0.5067957527515148,19.85445214564395,17.91228054886441,15.348093646995482,3374.684056179559,0.3346192897602691,19.40650281911422,16.96365888106584,13.083052153708108
2017-12-18,4967.0463,3404.685,4926.501592473499,0.8229918688840598,27.68604309193171,24.977781684065995,21.40215096204249,3377.5412889243626,0.803652975750353,27.220863921265014,23.79436698679379,18.35116742415503
2017-12-19,4984.1481,3420.5362999999998,4931.991736047451,1.0575111789288485,33.49465114107839,30.21818903509606,26.11160735580393,3381.636051883947,1.1503381061477995,32.99683029338857,28.84326859253316,22.53521623377664
2017-12-20,4976.1585,3411.1973,4936.198094519123,0.8095381245993138,27.352818815736235,24.67715355909327,21.803553772049774,3384.4514088473807,0.7902577972519254,26.997692825155955,23.59928813194835,18.944886540375876
2017-12-21,4989.7933,3423.7222,4941.302399803016,0.9813384462953962,31.607993928008526,28.51608549418015,25.233337219586282,3388.1914841952494,1.0486631576311254,31.302869312580288,27.362539349139325,22.05614810031073
2017-12-27,4999.0764,3432.0461000000005,4946.804685536062,1.0566763352669852,33.47397361301832,30.19953419229547,27.77838027347083,3392.3681142718924,1.1696250050570995,33.31816071617004,29.124150713901507,24.559482583662582
2017-12-28,5029.6394,3459.9030000000002,4954.693705961198,1.5126201231900893,44.766855022155916,40.38774077294938,39.57277566602448,3398.80000815076,1.7977813258416973,43.7835930845247,38.27221960577703,34.59199092868109
2017-12-29,5046.0494,3475.1595,4963.394248250608,1.6652949093964224,48.54832611675571,43.799306634198985,43.799306634198985,3406.0723407078303,2.0283526708012545,47.625039452111714,41.63011393620075,40.88506645583108
2018-01-02,5081.1806,3508.7301,4974.611996036265,2.1422495673762683,60.36160778166694,54.45700767940619,54.45700767940619,3415.8492701642276,2.719113827622351,59.13350307843979,51.68991981786111,51.68991981786111
2018-01-03,5127.4779,3553.0384000000004,4989.170653556621,2.772149041339844,75.96304867759707,68.53230848571627,68.53230848571627,3428.914901577158,3.6199060631615794,74.14120085532403,64.8084846644054,64.8084846644054
2018-01-04,5172.6736,3596.4480999999996,5006.647124646466,3.316120973180375,89.43622383402804,80.68753148132686,80.68753148132686,3444.8704442840954,4.400097425068907,87.13962125204489,76.17069513879758,76.17069513879758
2018-01-05,5198.7336,3620.5626,5024.941074680136,3.4585982748250643,92.9651221622552,83.87123135981945,83.87123135981945,3461.603030542753,4.59207968258346,90.33815204042102,78.96660255809611,78.96660255809611
2018-01-08,5217.9884,3637.6707,5043.326534234408,3.463227387320188,93.68952915262123,83.97467032671543,83.97467032671543,3478.3713800148716,4.57970994415345,90.9606526799573,78.78645755980831,78.78645755980831
2018-01-09,5248.7494,3666.0959,5062.890616688274,3.671001358376145,100.0,88.6174447109075,88.6174447109075,3496.249905727741,4.857947768379162,100.0,82.83853615891103,82.83853615891103
2018-01-10,5266.0212,3681.5887,5082.2363865274865,3.6162193076990405,98.61864437116502,87.39332265026366,87.39332265026366,3513.9012194679563,4.7721170874983585,98.49106047628125,81.58855274593917,81.58855274593917
2018-01-11,5268.3766,3682.3188,5099.9640259058215,3.3022306282693137,90.70126953105178,80.37714737877101,80.37714737877101,3529.9409890424367,4.316724031097706,90.48505872284868,74.95649808853888,74.95649808853888
2018-01-12,5291.2266,3703.5161,5118.179509152886,3.3810281670983358,92.68818718846806,82.13790303528314,82.13790303528314,3546.4719519907762,4.428179614421282,92.44449482530287,76.57966627278115,76.57966627278115
2018-01-15,5274.8246,3685.9249,5133.098089233563,2.761032583104182,77.05470178188594,68.28390774871743,68.28390774871743,3559.753185134512,3.5443950269467877,76.90718950733942,63.7087899888396,63.7087899888396
2018-01-16,5300.1899,3708.8514,5149.011595020843,2.9360645667480867,81.46821702719437,72.19505218103612,72.19505218103612,3573.9530151217014,3.774486802359519,80.95229983898238,67.0597001735855,67.0597001735855
2018-01-17,5293.7482,3700.5712999999996,5162.796033590286,2.536458259394905,71.39195271876497,63.26572422858878,63.26572422858878,3586.011899395825,3.194618529388464,70.75797134645086,58.614867679141604,58.614867679141604
2018-01-18,5313.6856,3718.6402000000003,5177.166468486449,2.6369469157413903,73.92582228667246,65.51117469197571,65.51117469197571,3598.643166120032,3.3345077113979613,73.21728209068179,60.652124699261314,60.652124699261314
2018-01-19,5325.8556,3729.1027999999997,5191.327338154406,2.591403952836103,72.77743467822293,64.49350293799102,64.49350293799102,3611.0678931562197,3.268698078689752,72.06032102715794,59.69371509030958,59.69371509030958
2018-01-22,5349.6974,3750.8133000000003,5206.410201187319,2.752130417614879,76.83022941811937,68.08498607586533,68.08498607586533,3624.3769795222943,3.4884980561368195,75.92449721542522,62.89474207927142,62.89474207927142
2018-01-23,5378.2765,3777.4742,5222.77842012186,2.977305705312915,82.50813207586374,73.1165983243311,73.1165983243311,3638.9576671868376,3.8064892609823886,81.5149165417356,67.5257636143318,67.5257636143318
2018-01-24,5382.576,3778.6998000000003,5237.997237253112,2.760191657197339,77.03349743264211,68.26511699624997,68.26511699624997,3652.266441740472,3.4617780568954544,75.45474837369083,62.50560901515521,62.50560901515521
2018-01-25,5407.3195,3800.9388,5254.12316703853,2.9157354727148146,80.95560919077921,71.74079221501712,71.74079221501712,3666.4257139556653,3.6687798018743933,79.09392624426192,65.52025069135533,65.52025069135533
2018-01-26,5439.1295,3830.9734,5271.742817796765,3.1751678332667836,87.4973203374228,77.53788947354128,77.53788947354128,3682.0969221503638,4.043252554109628,85.67731496499455,70.9738335372611,70.9738335372611
2018-01-29,5431.9976,3822.7236999999996,5287.005178006597,2.742430111408936,76.58563155415875,67.86822969900597,67.86822969900597,3695.489948612234,3.4429467582653075,75.12368621160172,62.231361966304554,62.231361966304554
2018-01-30,5437.3154,3826.7907000000005,5301.320437244064,2.5653035760772553,72.11930118550181,63.91028185395493,63.91028185395493,3707.9947820777356,3.2037779151269206,70.91899720587445,58.74825914392541,58.74825914392541
2018-01-31,5438.7916,3826.2384,5314.412928935106,2.340402838998372,66.44832145303094,58.884804524965794,58.884804524965794,3719.256079022713,2.87644407118637,65.16433034894229,53.98117735882079,53.98117735882079
2018-02-01,5443.0821,3828.9507,5326.667135703191,2.1855122787100925,62.54268183817365,55.423726498662326,55.423726498662326,3729.7031857824545,2.6610030148209773,61.376785829367506,50.843630922437974,50.843630922437974
2018-02-02,5443.2421,3827.4356,5337.769513255268,1.975967423898922,57.258908027059384,50.74138116294874,50.74138116294874,3739.011034755554,2.3649185418953067,56.17149607782249,46.531645089428274,46.531645089428274
2018-02-05,5410.5814,3792.8054,5344.703978659528,1.232573807707766,38.51388217510052,34.13001824254376,34.13001824254376,3744.1343076359776,1.2999291255327137,37.4485335404125,31.021816997856533,31.021816997856533
2018-02-06,5313.9396,3694.8769,5341.774037834811,-0.5210710456426,0.0,0.0,0.0,3739.4431259563607,-1.1917877730781754,0.0,0.0,0.0
2018-02-07,5331.9645,3712.0423,5340.839796136257,-0.16617791349364097,8.4658159007163,7.636728915700849,7.5485634815615406,3736.833523484326,-0.6634286309123496,8.7335907254972,7.5349952557188615,7.309757243545414
2018-02-08,5362.5733,3740.7964,5342.90965364709,0.3680325445796626,21.209165885825833,19.13207802977122,18.911199695067733,3737.210940295343,0.09593945222621869,21.28567796856439,18.3644376693369,17.815483184968087
2018-02-09,5337.8933,3714.709,5342.4319056807,-0.08495392661671985,10.403377542043284,9.384538363225289,9.276194606608543,3735.067898362453,-0.5450743846284354,10.689944775568677,9.222859840758224,8.94716774718855
2018-02-12,5326.7655,3702.1264,5340.9398670444425,-0.26539087496384184,6.09913536878918,5.501825692626406,5.438307548129758,3731.930612804124,-0.7986271958505,6.498806014468624,5.60691175324918,5.439308508008212
2018-02-13,5318.7536,3693.3398,5338.826889230686,-0.3759868908875319,3.460917197326617,3.1219774615503093,3.085934477530696,3728.2552972989693,-0.9365103651636844,4.2196457376547825,3.6405427748313715,3.5317187357965656
2018-02-14,5331.2843,3704.889,5338.1085473991925,-0.12784017669548575,9.380345353055974,8.46169529754144,8.364005691468282,3726.0299356514483,-0.5673850188149885,10.3211578420959,8.904685119566413,8.63850398642776
2018-02-22,5356.5493,3728.5986,5339.86480955165,0.3124515515543749,19.883306318801065,17.93606453120223,17.72899407818498,3726.2745703513106,0.06236871719494275,20.730765529810267,17.885681253474093,17.35103787876953
2018-02-23,5375.8093,3746.3898,5343.288094356255,0.608636574885324,26.94866671303019,24.309489450339893,24.028838308371537,3728.1903065083284,0.4881589188164668,27.768927755310692,23.957928127065287,23.241771590266023
2018-02-26,5409.7469,3778.4856,5349.617504417564,1.1239942955320288,39.24229313400171,35.399158003126836,34.990477510737605,3732.9803344599163,1.2190063022838586,39.849577867354036,34.38063330541723,33.352918590255456
2018-02-27,5436.6957,3804.4882,5357.910665901606,1.470443219589157,47.506676252122574,42.85418115372989,42.359433005954834,3739.790607368496,1.729979012836452,48.29577699541549,41.66767850356243,40.422137562988965
2018-02-28,5433.1522,3799.9424000000004,5365.076526291929,1.2688667789632007,42.69816100718753,38.51658063852417,38.07190974722469,3745.5193495238773,1.4530174696078149,43.71770013022546,37.717895585659626,36.59042256984959
2018-03-01,5446.9959,3812.1189999999997,5372.878371406984,1.3794752732064381,45.33667684334537,40.896697382949995,40.42454823120799,3751.862173378746,1.6060511777006354,46.24729348259795,39.900328276646476,38.70761742267761
2018-03-02,5437.4959,3801.5256,5379.032421749176,1.0868772237630822,38.35688209641172,34.60045836775298,34.20099879977745,3756.592023533151,1.1961260681320454,39.47137564685992,34.054335448476685,33.03637451260469
2018-03-05,5424.609,3787.7604,5383.373048249255,0.7659872607965781,30.702196488909284,27.69542291635994,27.375681439079997,3759.5604403395178,0.7500866153899608,32.09850042470374,27.693311493259078,26.865495918125493
2018-03-06,5435.9937,3797.5563,5388.384538892183,0.8835516612480916,33.50664233623792,30.225219565138907,29.876271784704063,3763.179093640516,0.9135150229118665,34.79991450143438,30.023984281997844,29.12649963765498
2018-03-07,5411.3317,3771.8883,5390.569982807213,0.3851488295116212,21.617467157424816,19.50039292861913,19.275262427403604,3764.008541865229,0.2093448526252928,23.160229337329767,19.98172614943617,19.3844272627146
2018-03-08,5441.1928,3800.1511,5395.3912034922405,0.8489022348947373,32.680095869145944,29.49775770617441,29.1392797982877,3767.4506902590165,0.8679718045290628,34.04710112520153,29.53051021285597,28.496417097389998
2018-03-09,5456.6028,3814.1749,5401.220879350122,1.0253593009242223,36.88939974138642,34.682318676071304,32.89251491058225,3771.900614996253,1.1207687932092796,38.22574640560861,34.55428745706537,31.993819662578744
2018-03-12,5481.9549,3837.8544,5408.9098336977295,1.350458198567054,44.64448759080368,43.89450157041445,39.80735615245944,3778.1819278537528,1.5793964739052342,45.806700606880604,43.54612270012193,38.33885421107818
2018-03-13,5497.0214,3851.4615000000003,5417.301411440802,1.4715811896830502,47.53382201641811,46.735297855165854,42.383637586758795,3785.160934724824,1.7515917134972767,48.65302733326444,46.25198213181235,40.72114553427236
2018-03-14,5504.3905,3857.3633,5425.595610351203,1.4522809163747752,47.07342268529557,46.28263280616349,41.973121504362894,3792.037350465317,1.7227137682772877,48.175685059009716,45.79819687836126,40.32162416253035
2018-03-15,5519.8526,3871.1383000000005,5434.572466508231,1.5692151317758203,49.8628357519436,49.02518631818404,44.460307837827614,3799.570774230525,1.8835686982030069,50.83456045651131,48.32585577476621,42.547024265128535
2018-03-16,5500.9026,3849.2872,5440.889622078876,1.1029993638833417,38.741468491074265,38.090647721353065,34.54391610961519,3804.3056719228557,1.1823846966116491,39.24423561030411,37.30751781982959,32.84626501701477
2018-03-19,5511.1207,3858.1336,5447.578296166602,1.166433970818062,40.25467248234857,39.57843128782924,35.89316779694753,3809.4321412635363,1.27844405492705,40.83206300634696,38.81698533656034,34.175229606097155
2018-03-20,5503.9863,3849.4135000000006,5452.950487007878,0.9359302475553193,34.756109932671,34.17223949358047,30.990362331963805,3813.239889714628,0.9486319070285134,35.38038424058247,33.634348968727956,29.612335648725345
2018-03-21,5510.1869,3854.7898,5458.401573959509,0.948726936609873,35.0613691892212,34.472370677498155,31.262547423563596,3817.197024027521,0.9848267127908059,35.978671645284024,34.20311066494053,30.1130845191151
2018-03-22,5514.9337,3858.5089,5463.7855859633655,0.9361295979116449,34.7608653456771,34.17691502005481,30.994602506493763,3821.1314884058525,0.978176535080209,35.86874654748389,34.09861041206904,30.021080462004186
2018-03-23,5498.8137,3841.052,5467.121596823998,0.5796853538873705,26.25804836945866,25.81693748964973,23.413046934082445,3823.0286799862474,0.47144087901054377,27.492584439287064,26.1358150549011,23.010480404372487
2018-03-26,5539.2206,3879.4513,5473.988168555045,1.1916801687602856,40.85690916886241,40.1705509560901,36.43015347114466,3828.4022628447,1.3334292911363974,41.74094961523336,39.68101804938839,34.93594082805456
2018-03-27,5550.9276,3890.0419,5481.315733454565,1.2699846155653347,42.724826496100896,42.007089003191886,38.09568608942136,3834.2727044785383,1.454492150657984,43.742076089142394,41.58338817901557,36.610824526829475
2018-03-28,5559.0218,3897.0679,5488.716311220797,1.280909502199549,42.985434748566696,42.26331927851661,38.32805801442276,3840.2531992901063,1.479451946564268,44.15465273377819,41.97560401103331,36.95613898126568
2018-04-03,5589.2575,3926.1322,5498.291662533103,1.6544381973543523,51.89579361538203,51.023992373417315,46.272999215419034,3848.4321517386675,2.019005277934511,53.07327946833242,50.45409316118068,44.420765894118205
2018-04-04,5604.0795,3940.2464999999997,5508.366694672807,1.7375895729628326,53.87933224722358,52.974209394348726,48.04162582579911,3857.176375382604,2.153651182444463,55.29892889692739,52.56990595321781,46.283568668327504
2018-04-09,5637.9469,3972.9912000000004,5520.7076666087305,2.123626905666015,63.08807903158509,62.02825776629082,56.25262527376691,3868.206358679499,2.7088741293593444,64.4765688633371,61.29462593479161,53.96498199895916
2018-04-10,5672.8052,4006.4424000000004,5535.193145979328,2.486129217019851,71.73540847671399,70.53032009004542,63.96303570886849,3881.371695948118,3.222332563058771,72.96385612045475,69.3630623729775,61.06859052101235
2018-04-11,5683.7117,4015.8467,5549.337770171773,2.421440816785392,70.19229581071029,69.01313028685955,62.5871158855299,3894.1788391911546,3.124352163397731,71.3442745868554,67.8234077973241,59.713048657552015
2018-04-12,5712.7322,4044.1615,5564.899144441128,2.656527130532922,75.80017399340016,74.52680131278659,67.58739287658952,3908.4629021253304,3.4719172542453975,77.089403253487,73.28501220302427,64.52155150660441
2018-04-13,5736.8222,4067.1834,5581.272768780068,2.786988517924229,78.91227165817904,77.58661862071462,70.36230164603431,3923.579140018156,3.660032201648903,80.19887714890608,76.24103239196593,67.1240892307844
2018-04-16,5763.9927,4093.2609,5598.67466699149,2.952806563010114,82.86778647531156,81.9809216837927,73.88924518574154,3939.7393076354747,3.8967449462199397,84.11165553316607,80.65366622318638,70.3989690637988
2018-04-17,5771.774,4100.1371,5615.160317754206,2.78912218678083,80.00872430308948,78.96316936821275,70.40768470181551,3955.0152878606677,3.6693110285758337,81.50865775521584,80.35225289340508,67.25246019463809
2018-04-18,5845.1999,4172.3539,5637.068849396662,3.6921857114733427,100.0,100.0,89.61581167442463,3975.714203302509,4.946021938250709,100.0,100.0,84.91553456040799
2018-04-19,5898.9657,4225.0183,5662.01140659698,4.184984387826148,100.0,100.0,100.0,3999.4574506070317,5.639786200469075,100.0,100.0,94.51364299906547
2018-04-20,5888.4757,4213.4148000000005,5683.579434540125,3.605056774867691,87.6769914601069,87.6769914601069,87.6769914601069,4019.8343410254097,4.815632748816483,87.93611172412358,87.93611172412358,83.11162270219752
2018-04-23,5912.7816,4236.7483,5705.4082122029695,3.6346809918612166,88.30648291876764,88.30648291876764,88.30648291876764,4040.492813308704,4.8572165762766275,88.5448122610886,88.5448122610886,83.68692775463803
2018-04-24,5952.7738,4275.7505,5728.966839612211,3.9065850205364256,94.08423102478163,94.08423102478163,94.08423102478163,4062.898307279304,5.238924940339729,94.13222689702938,94.13222689702938,88.96779687652864
2018-04-25,5967.5243,4289.541499999999,5751.686597744381,3.752598452430675,90.81213679889085,90.81213679889085,90.81213679889085,4084.4833732527036,5.020417712803578,90.93373664599443,90.93373664599443,85.94478721930554
2018-04-26,5937.1644,4258.5421,5769.351150340154,2.9087023009502815,72.8800031168536,72.8800031168536,72.8800031168536,4101.060394847684,3.8400240423224687,73.65523428253107,73.65523428253107,69.61424517991671
2018-04-27,5963.9444,4283.5723,5787.883840783949,3.0418813517895984,75.70995386269836,75.70995386269836,75.70995386269836,4118.442481052666,4.009521067904458,76.13631735706564,76.13631735706564,71.95920717949254
2018-05-02,6011.2385,4329.2714000000005,5809.15571309024,3.4786946139933974,84.99189429836025,84.99189429836025,84.99189429836025,4138.521425714317,4.609133423847368,84.91339213170303,84.91339213170303,80.25474029775435
2018-05-03,6017.599,4333.3482,5829.007454700693,3.235397222681897,79.82201487915054,79.82201487915054,79.82201487915054,4157.076356598668,4.2402839948208,79.51420549543442,79.51420549543442,75.15177231549819
2018-05-04,6005.639,4320.008599999999,5845.829506633961,2.7337351043968,69.16208693360718,69.16208693360718,69.16208693360718,4172.59371311308,3.5329317211892004,69.16004295001574,69.16004295001574,65.36567609177824
2018-05-07,6034.1451,4347.0984,5863.764325049774,2.9056552328060974,72.81525530018926,72.81525530018926,72.81525530018926,4189.213207102311,3.768850738606801,72.6134055035226,72.6134055035226,68.62957484706311
2018-05-08,6055.0236,4366.5039,5881.979494092653,2.9419365722226303,73.58620540754468,73.58620540754468,73.58620540754468,4206.098034997329,3.813650173343447,73.26917582687875,73.26917582687875,69.24936726937376
2018-05-09,6077.8661,4388.3682,5900.635361321924,3.0035873736548098,74.89623675553366,74.89623675553366,74.89623675553366,4223.457098330917,3.9046472553078644,74.60118338936391,74.60118338936391,70.50829614170155
2018-05-10,6109.6093,4418.4549,5920.537641196027,3.193487994880442,78.93147654202424,78.93147654202424,78.93147654202424,4242.028317537496,4.159014727297233,78.32459285509337,78.32459285509337,74.02742607153449
2018-05-11,6136.0893,4443.9544000000005,5941.0663706059295,3.2826249906745346,80.82556803869817,80.82556803869817,80.82556803869817,4261.259373010115,4.2873481991506,80.20312732387453,80.20312732387453,75.8028974329727
2018-05-14,6194.5296,4500.8124,5965.205725786317,3.8443581790040326,92.76195927486035,92.76195927486035,92.76195927486035,4284.073947009152,5.059166944169107,91.50094460591069,91.50094460591069,86.4808761256031
2018-05-15,6232.613,4537.133599999999,5990.673085235239,4.038609874423841,96.88965598744727,96.88965598744727,96.88965598744727,4308.174866341614,5.314518114089722,95.23875335846712,95.23875335846712,90.01361534598209
2018-05-16,6244.6907,4548.2069,6014.86523902236,3.820957774525226,92.26471896799133,92.26471896799133,92.26471896799133,4331.035060023365,5.014317292907421,90.8444392173231,90.8444392173231,85.86038896636379
2018-05-17,6268.4665,4571.0054,6039.017740067849,3.7994384154528547,91.54684498513159,91.80744940590054,91.80744940590054,4353.889378116378,4.986714246229965,90.06930499983812,90.44038816284666,85.47850559520197
2018-05-18,6304.7565,4605.3841999999995,6064.326193394721,3.964666459847706,95.1694953878206,95.31841621729369,95.31841621729369,4377.841265914818,5.197605857864133,93.27614960499587,93.52740167467816,88.39615452510729
2018-05-23,6328.3882,4627.6954000000005,6089.4749559285565,3.9233800253804247,94.26428393297176,94.4411117517819,94.4411117517819,4401.636897732455,5.135782608147494,92.33605742545939,92.62243819252856,87.54084057031652
2018-05-24,6350.1809,4648.1842,6114.30409345917,3.857786641543754,92.82613885754016,93.0473036089755,93.0473036089755,4425.117593186506,5.040919300245392,90.89355392891925,91.23383714291063,86.22842313159936
2018-05-25,6372.0109,4668.526800000001,6138.847598844011,3.798160768804479,91.51883238495716,91.78030041315198,91.78030041315198,4448.299422406839,4.950821801334655,89.52351992860393,89.9149976008138,84.98193983505145
2018-05-28,6412.4814,4707.2489000000005,6164.907960858867,4.015849720920102,96.07833185941783,96.40602051341796,96.40602051341796,4472.961277415711,5.237863868109557,93.52487118269187,94.11669501178184,88.95311712595476
2018-05-29,6427.9654,4721.9076000000005,6189.96105030088,3.8450056109408166,91.22076451615989,92.77571669752433,92.77571669752433,4496.670450995168,5.0089761182073005,88.68992532559231,90.76625555539098,85.78649473924168
2018-05-30,6442.1023,4734.6077000000005,6213.974502653177,3.6712058803816774,86.47892784938396,89.08260825423865,89.08260825423865,4519.3311413765805,4.763460607089897,83.86271875071199,87.17242034160172,82.38983015530619
2018-05-31,6508.3948,4792.0854,6242.014530971922,4.267536829758086,100.0,100.0,100.0,4545.307737435954,5.429283930140571,96.12366183805509,96.91868563315575,91.60138053870737
2018-06-01,6531.2348,4814.0141,6269.559318498405,4.173746003638868,97.58419750645058,98.04137593723166,98.04137593723166,4570.898819584911,5.318763114453873,94.08845312098494,95.30089131350628,90.07234419097475
2018-06-04,6593.8239,4874.3355,6300.4416595937955,4.656534513885475,100.0,100.0,100.0,4599.797551053014,5.968478958038872,100.0,100.0,99.06105038506783
2018-06-05,6633.5685,4911.7019,6332.1680253467675,4.759830652736468,100.0,100.0,100.0,4629.502727143204,6.095669221712228,100.0,100.0,100.0
