date,name,code,weekday,open,high,low,close,change,pct
2008-09-09,股票基金,H11021,二,3155.64,3155.64,3155.64,3155.64,7.82,0.25
2008-09-09,主动股基,930890,二,513.77,513.77,513.77,513.77,1.30,0.25
2008-09-10,主动股基,930890,三,512.62,512.62,512.62,512.62,-1.15,-0.22
2008-09-10,股票基金,H11021,三,3155.45,3155.45,3155.45,3155.45,-0.19,-0.01
2008-09-10,偏股基金,930950,三,528.10,528.10,528.10,528.10,-0.08,-0.02
2008-09-10,主动偏股,932055,三,535.15,535.15,535.15,535.15,-0.03,-0.01
2008-09-11,偏股基金,930950,四,517.70,517.70,517.70,517.70,-10.40,-1.97
2008-09-11,主动股基,930890,四,499.48,499.48,499.48,499.48,-13.13,-2.56
2008-09-11,股票基金,H11021,四,3094.91,3094.91,3094.91,3094.91,-60.54,-1.92
2008-09-11,主动偏股,932055,四,524.74,524.74,524.74,524.74,-10.41,-1.94
2008-09-12,主动偏股,932055,五,525.36,525.36,525.36,525.36,0.62,0.12
2008-09-12,主动股基,930890,五,499.16,499.16,499.16,499.16,-0.32,-0.06
2008-09-12,偏股基金,930950,五,518.29,518.29,518.29,518.29,0.59,0.11
2008-09-12,股票基金,H11021,五,3099.11,3099.11,3099.11,3099.11,4.20,0.14
2008-09-16,偏股基金,930950,二,503.15,503.15,503.15,503.15,-15.14,-2.92
2008-09-16,主动偏股,932055,二,510.07,510.07,510.07,510.07,-15.29,-2.91
2008-09-16,主动股基,930890,二,481.64,481.64,481.64,481.64,-17.53,-3.51
2008-09-16,股票基金,H11021,二,3008.90,3008.90,3008.90,3008.90,-90.21,-2.91
2008-09-17,股票基金,H11021,三,2953.68,2953.68,2953.68,2953.68,-55.22,-1.84
2008-09-17,主动股基,930890,三,468.38,468.38,468.38,468.38,-13.26,-2.75
2008-09-17,偏股基金,930950,三,493.83,493.83,493.83,493.83,-9.32,-1.85
2008-09-17,主动偏股,932055,三,500.91,500.91,500.91,500.91,-9.16,-1.80
2008-09-18,偏股基金,930950,四,487.53,487.53,487.53,487.53,-6.30,-1.28
2008-09-18,主动偏股,932055,四,494.59,494.59,494.59,494.59,-6.32,-1.26
2008-09-18,主动股基,930890,四,462.98,462.98,462.98,462.98,-5.40,-1.15
2008-09-18,股票基金,H11021,四,2915.86,2915.86,2915.86,2915.86,-37.82,-1.28
2008-09-19,股票基金,H11021,五,3105.00,3105.00,3105.00,3105.00,189.14,6.49
2008-09-19,主动股基,930890,五,498.03,498.03,498.03,498.03,35.05,7.57
2008-09-19,偏股基金,930950,五,519.93,519.93,519.93,519.93,32.40,6.65
2008-09-19,主动偏股,932055,五,527.13,527.13,527.13,527.13,32.54,6.58
2008-09-22,偏股基金,930950,一,537.74,537.74,537.74,537.74,17.81,3.43
2008-09-22,主动股基,930890,一,518.64,518.64,518.64,518.64,20.61,4.14
2008-09-22,股票基金,H11021,一,3210.19,3210.19,3210.19,3210.19,105.19,3.39
2008-09-22,主动偏股,932055,一,544.92,544.92,544.92,544.92,17.79,3.38
2008-09-23,偏股基金,930950,二,519.98,519.98,519.98,519.98,-17.76,-3.30
2008-09-23,股票基金,H11021,二,3109.47,3109.47,3109.47,3109.47,-100.72,-3.14
2008-09-23,主动偏股,932055,二,527.08,527.08,527.08,527.08,-17.84,-3.28
2008-09-23,主动股基,930890,二,499.03,499.03,499.03,499.03,-19.61,-3.78
2008-09-24,股票基金,H11021,三,3123.31,3123.31,3123.31,3123.31,13.84,0.45
2008-09-24,偏股基金,930950,三,522.75,522.75,522.75,522.75,2.77,0.53
2008-09-24,主动股基,930890,三,500.00,500.00,500.00,500.00,0.97,0.19
2008-09-24,主动偏股,932055,三,529.83,529.83,529.83,529.83,2.75,0.52
2008-09-25,主动偏股,932055,四,544.19,544.19,544.19,544.19,14.36,2.71
2008-09-25,偏股基金,930950,四,536.87,536.87,536.87,536.87,14.12,2.70
2008-09-25,主动股基,930890,四,515.37,515.37,515.37,515.37,15.38,3.08
2008-09-25,股票基金,H11021,四,3203.45,3203.45,3203.45,3203.45,80.14,2.57
2008-09-26,股票基金,H11021,五,3230.69,3230.69,3230.69,3230.69,27.24,0.85
2008-09-26,主动偏股,932055,五,548.87,548.87,548.87,548.87,4.68,0.86
2008-09-26,主动股基,930890,五,520.15,520.15,520.15,520.15,4.77,0.93
2008-09-26,偏股基金,930950,五,541.33,541.33,541.33,541.33,4.46,0.83
2008-10-06,主动股基,930890,一,496.59,496.59,496.59,496.59,-23.55,-4.53
2008-10-06,偏股基金,930950,一,521.36,521.36,521.36,521.36,-19.97,-3.69
2008-10-06,主动偏股,932055,一,528.63,528.63,528.63,528.63,-20.24,-3.69
2008-10-06,股票基金,H11021,一,3114.70,3114.70,3114.70,3114.70,-115.99,-3.59
2008-10-07,偏股基金,930950,二,517.93,517.93,517.93,517.93,-3.43,-0.66
2008-10-07,股票基金,H11021,二,3095.75,3095.75,3095.75,3095.75,-18.95,-0.61
2008-10-07,主动股基,930890,二,491.97,491.97,491.97,491.97,-4.63,-0.93
2008-10-07,主动偏股,932055,二,525.34,525.34,525.34,525.34,-3.29,-0.62
2008-10-08,主动偏股,932055,三,513.29,513.29,513.29,513.29,-12.05,-2.29
2008-10-08,偏股基金,930950,三,505.78,505.78,505.78,505.78,-12.15,-2.35
2008-10-08,主动股基,930890,三,476.96,476.96,476.96,476.96,-15.00,-3.05
2008-10-08,股票基金,H11021,三,3026.46,3026.46,3026.46,3026.46,-69.29,-2.24
2008-10-09,主动股基,930890,四,470.75,470.75,470.75,470.75,-6.21,-1.30
2008-10-09,偏股基金,930950,四,500.32,500.32,500.32,500.32,-5.46,-1.08
2008-10-09,股票基金,H11021,四,2994.47,2994.47,2994.47,2994.47,-31.99,-1.06
2008-10-09,主动偏股,932055,四,507.84,507.84,507.84,507.84,-5.45,-1.06
2008-10-10,偏股基金,930950,五,485.22,485.22,485.22,485.22,-15.10,-3.02
2008-10-10,股票基金,H11021,五,2904.68,2904.68,2904.68,2904.68,-89.79,-3.00
2008-10-10,主动股基,930890,五,454.11,454.11,454.11,454.11,-16.64,-3.53
2008-10-10,主动偏股,932055,五,492.76,492.76,492.76,492.76,-15.08,-2.97
2008-10-13,主动偏股,932055,一,502.44,502.44,502.44,502.44,9.68,1.97
2008-10-13,偏股基金,930950,一,494.97,494.97,494.97,494.97,9.75,2.01
2008-10-13,股票基金,H11021,一,2962.00,2962.00,2962.00,2962.00,57.32,1.97
2008-10-13,主动股基,930890,一,465.55,465.55,465.55,465.55,11.45,2.52
2008-10-14,主动股基,930890,二,456.80,456.80,456.80,456.80,-8.76,-1.88
2008-10-14,主动偏股,932055,二,494.10,494.10,494.10,494.10,-8.34,-1.66
2008-10-14,股票基金,H11021,二,2913.95,2913.95,2913.95,2913.95,-48.05,-1.62
2008-10-14,偏股基金,930950,二,486.55,486.55,486.55,486.55,-8.42,-1.70
2008-10-15,主动偏股,932055,三,489.15,489.15,489.15,489.15,-4.95,-1.00
2008-10-15,股票基金,H11021,三,2887.72,2887.72,2887.72,2887.72,-26.23,-0.90
2008-10-15,偏股基金,930950,三,481.66,481.66,481.66,481.66,-4.89,-1.01
2008-10-15,主动股基,930890,三,450.95,450.95,450.95,450.95,-5.85,-1.28
2008-10-16,主动股基,930890,四,433.73,433.73,433.73,433.73,-17.22,-3.82
2008-10-16,偏股基金,930950,四,466.45,466.45,466.45,466.45,-15.21,-3.16
2008-10-16,主动偏股,932055,四,473.96,473.96,473.96,473.96,-15.19,-3.11
2008-10-16,股票基金,H11021,四,2798.52,2798.52,2798.52,2798.52,-89.20,-3.09
2008-10-17,股票基金,H11021,五,2805.39,2805.39,2805.39,2805.39,6.87,0.25
2008-10-17,主动股基,930890,五,434.97,434.97,434.97,434.97,1.24,0.29
2008-10-17,主动偏股,932055,五,474.74,474.74,474.74,474.74,0.78,0.17
2008-10-17,偏股基金,930950,五,467.28,467.28,467.28,467.28,0.83,0.18
2008-10-20,主动偏股,932055,一,484.21,484.21,484.21,484.21,9.47,2.00
2008-10-20,偏股基金,930950,一,476.83,476.83,476.83,476.83,9.55,2.04
2008-10-20,主动股基,930890,一,446.11,446.11,446.11,446.11,11.13,2.56
2008-10-20,股票基金,H11021,一,2860.95,2860.95,2860.95,2860.95,55.56,1.98
2008-10-21,主动偏股,932055,二,482.35,482.35,482.35,482.35,-1.86,-0.39
2008-10-21,股票基金,H11021,二,2850.82,2850.82,2850.82,2850.82,-10.13,-0.35
2008-10-21,主动股基,930890,二,445.38,445.38,445.38,445.38,-0.72,-0.16
2008-10-21,偏股基金,930950,二,474.99,474.99,474.99,474.99,-1.84,-0.39
2008-10-22,偏股基金,930950,三,467.60,467.60,467.60,467.60,-7.39,-1.56
2008-10-22,股票基金,H11021,三,2808.84,2808.84,2808.84,2808.84,-41.98,-1.47
2008-10-22,主动股基,930890,三,438.84,438.84,438.84,438.84,-6.54,-1.47
2008-10-22,主动偏股,932055,三,474.90,474.90,474.90,474.90,-7.45,-1.55
2008-10-23,主动偏股,932055,四,475.59,475.59,475.59,475.59,0.69,0.15
2008-10-23,主动股基,930890,四,438.56,438.56,438.56,438.56,-0.28,-0.06
2008-10-23,股票基金,H11021,四,2813.16,2813.16,2813.16,2813.16,4.32,0.15
2008-10-23,偏股基金,930950,四,468.33,468.33,468.33,468.33,0.73,0.16
2008-10-24,股票基金,H11021,五,2766.99,2766.99,2766.99,2766.99,-46.17,-1.64
2008-10-24,主动股基,930890,五,428.99,428.99,428.99,428.99,-9.57,-2.18
2008-10-24,偏股基金,930950,五,460.27,460.27,460.27,460.27,-8.06,-1.72
2008-10-24,主动偏股,932055,五,467.64,467.64,467.64,467.64,-7.95,-1.67
2008-10-27,主动偏股,932055,一,446.52,446.52,446.52,446.52,-21.12,-4.52
2008-10-27,股票基金,H11021,一,2644.96,2644.96,2644.96,2644.96,-122.03,-4.41
2008-10-27,偏股基金,930950,一,439.17,439.17,439.17,439.17,-21.10,-4.58
2008-10-27,主动股基,930890,一,405.58,405.58,405.58,405.58,-23.41,-5.46
2008-10-28,偏股基金,930950,二,446.94,446.94,446.94,446.94,7.77,1.77
2008-10-28,主动偏股,932055,二,454.34,454.34,454.34,454.34,7.82,1.75
2008-10-28,股票基金,H11021,二,2691.16,2691.16,2691.16,2691.16,46.20,1.75
2008-10-28,主动股基,930890,二,414.77,414.77,414.77,414.77,9.19,2.27
2008-10-29,主动偏股,932055,三,446.82,446.82,446.82,446.82,-7.52,-1.66
2008-10-29,偏股基金,930950,三,439.38,439.38,439.38,439.38,-7.56,-1.69
2008-10-29,股票基金,H11021,三,2647.44,2647.44,2647.44,2647.44,-43.72,-1.62
2008-10-29,主动股基,930890,三,407.57,407.57,407.57,407.57,-7.20,-1.73
2008-10-30,主动偏股,932055,四,452.64,452.64,452.64,452.64,5.82,1.30
2008-10-30,股票基金,H11021,四,2681.74,2681.74,2681.74,2681.74,34.30,1.30
2008-10-30,主动股基,930890,四,413.97,413.97,413.97,413.97,6.40,1.57
2008-10-30,偏股基金,930950,四,445.13,445.13,445.13,445.13,5.75,1.31
2008-10-31,偏股基金,930950,五,439.54,439.54,439.54,439.54,-5.59,-1.26
2008-10-31,主动股基,930890,五,407.51,407.51,407.51,407.51,-6.46,-1.56
2008-10-31,股票基金,H11021,五,2649.59,2649.59,2649.59,2649.59,-32.15,-1.20
2008-10-31,主动偏股,932055,五,447.08,447.08,447.08,447.08,-5.56,-1.23
2008-11-03,主动股基,930890,一,405.43,405.43,405.43,405.43,-2.08,-0.51
2008-11-03,股票基金,H11021,一,2640.56,2640.56,2640.56,2640.56,-9.03,-0.34
2008-11-03,主动偏股,932055,一,445.45,445.45,445.45,445.45,-1.63,-0.36
2008-11-03,偏股基金,930950,一,437.90,437.90,437.90,437.90,-1.64,-0.37
2008-11-04,主动股基,930890,二,400.14,400.14,400.14,400.14,-5.29,-1.31
2008-11-04,偏股基金,930950,二,433.33,433.33,433.33,433.33,-4.57,-1.04
2008-11-04,股票基金,H11021,二,2613.84,2613.84,2613.84,2613.84,-26.72,-1.01
2008-11-04,主动偏股,932055,二,440.77,440.77,440.77,440.77,-4.68,-1.05
2008-11-05,主动股基,930890,三,412.64,412.64,412.64,412.64,12.50,3.12
2008-11-05,偏股基金,930950,三,444.01,444.01,444.01,444.01,10.68,2.46
2008-11-05,股票基金,H11021,三,2675.09,2675.09,2675.09,2675.09,61.25,2.34
2008-11-05,主动偏股,932055,三,451.44,451.44,451.44,451.44,10.67,2.42
2008-11-06,偏股基金,930950,四,435.92,435.92,435.92,435.92,-8.09,-1.82
2008-11-06,主动股基,930890,四,404.49,404.49,404.49,404.49,-8.16,-1.98
2008-11-06,股票基金,H11021,四,2629.97,2629.97,2629.97,2629.97,-45.12,-1.69
2008-11-06,主动偏股,932055,四,443.35,443.35,443.35,443.35,-8.09,-1.79
2008-11-07,主动偏股,932055,五,446.26,446.26,446.26,446.26,2.91,0.66
2008-11-07,偏股基金,930950,五,438.86,438.86,438.86,438.86,2.94,0.67
2008-11-07,主动股基,930890,五,408.38,408.38,408.38,408.38,3.89,0.96
2008-11-07,股票基金,H11021,五,2648.89,2648.89,2648.89,2648.89,18.92,0.72
2008-11-10,主动偏股,932055,一,468.10,468.10,468.10,468.10,21.84,4.90
2008-11-10,偏股基金,930950,一,460.58,460.58,460.58,460.58,21.72,4.95
2008-11-10,主动股基,930890,一,432.80,432.80,432.80,432.80,24.42,5.98
2008-11-10,股票基金,H11021,一,2774.89,2774.89,2774.89,2774.89,126.00,4.76
2008-11-11,偏股基金,930950,二,457.31,457.31,457.31,457.31,-3.27,-0.71
2008-11-11,主动股基,930890,二,430.66,430.66,430.66,430.66,-2.14,-0.49
2008-11-11,股票基金,H11021,二,2757.32,2757.32,2757.32,2757.32,-17.57,-0.63
2008-11-11,主动偏股,932055,二,464.86,464.86,464.86,464.86,-3.24,-0.69
2008-11-12,主动股基,930890,三,434.01,434.01,434.01,434.01,3.35,0.78
2008-11-12,偏股基金,930950,三,460.04,460.04,460.04,460.04,2.73,0.60
2008-11-12,股票基金,H11021,三,2773.56,2773.56,2773.56,2773.56,16.24,0.59
2008-11-12,主动偏股,932055,三,467.48,467.48,467.48,467.48,2.62,0.57
2008-11-13,主动股基,930890,四,449.30,449.30,449.30,449.30,15.29,3.52
2008-11-13,偏股基金,930950,四,474.04,474.04,474.04,474.04,14.00,3.04
2008-11-13,股票基金,H11021,四,2853.57,2853.57,2853.57,2853.57,80.01,2.88
2008-11-13,主动偏股,932055,四,481.72,481.72,481.72,481.72,14.24,3.05
2008-11-14,股票基金,H11021,五,2932.16,2932.16,2932.16,2932.16,78.59,2.75
2008-11-14,主动偏股,932055,五,495.37,495.37,495.37,495.37,13.65,2.83
2008-11-14,偏股基金,930950,五,487.63,487.63,487.63,487.63,13.59,2.87
2008-11-14,主动股基,930890,五,463.64,463.64,463.64,463.64,14.34,3.19
2008-11-17,股票基金,H11021,一,2986.75,2986.75,2986.75,2986.75,54.59,1.86
2008-11-17,主动偏股,932055,一,504.51,504.51,504.51,504.51,9.14,1.85
2008-11-17,偏股基金,930950,一,496.66,496.66,496.66,496.66,9.03,1.85
2008-11-17,主动股基,930890,一,473.25,473.25,473.25,473.25,9.61,2.07
2008-11-18,股票基金,H11021,二,2840.48,2840.48,2840.48,2840.48,-146.27,-4.90
2008-11-18,主动偏股,932055,二,479.25,479.25,479.25,479.25,-25.26,-5.01
2008-11-18,偏股基金,930950,二,471.48,471.48,471.48,471.48,-25.18,-5.07
2008-11-18,主动股基,930890,二,445.29,445.29,445.29,445.29,-27.96,-5.91
2008-11-19,主动股基,930890,三,466.99,466.99,466.99,466.99,21.70,4.87
2008-11-19,主动偏股,932055,三,499.80,499.80,499.80,499.80,20.55,4.29
2008-11-19,股票基金,H11021,三,2960.77,2960.77,2960.77,2960.77,120.29,4.23
2008-11-19,偏股基金,930950,三,491.85,491.85,491.85,491.85,20.37,4.32
2008-11-20,主动偏股,932055,四,496.06,496.06,496.06,496.06,-3.74,-0.75
2008-11-20,偏股基金,930950,四,488.15,488.15,488.15,488.15,-3.70,-0.75
2008-11-20,主动股基,930890,四,462.93,462.93,462.93,462.93,-4.06,-0.87
2008-11-20,股票基金,H11021,四,2940.69,2940.69,2940.69,2940.69,-20.08,-0.68
2008-11-21,主动偏股,932055,五,494.36,494.36,494.36,494.36,-1.70,-0.34
2008-11-21,主动股基,930890,五,460.40,460.40,460.40,460.40,-2.53,-0.55
2008-11-21,偏股基金,930950,五,486.34,486.34,486.34,486.34,-1.81,-0.37
2008-11-21,股票基金,H11021,五,2929.19,2929.19,2929.19,2929.19,-11.50,-0.39
2008-11-24,股票基金,H11021,一,2853.77,2853.77,2853.77,2853.77,-75.42,-2.57
2008-11-24,偏股基金,930950,一,473.66,473.66,473.66,473.66,-12.68,-2.61
2008-11-24,主动股基,930890,一,445.96,445.96,445.96,445.96,-14.44,-3.14
2008-11-24,主动偏股,932055,一,481.48,481.48,481.48,481.48,-12.88,-2.61
2008-11-25,主动偏股,932055,二,480.11,480.11,480.11,480.11,-1.37,-0.29
2008-11-25,主动股基,930890,二,444.01,444.01,444.01,444.01,-1.95,-0.44
2008-11-25,股票基金,H11021,二,2846.28,2846.28,2846.28,2846.28,-7.49,-0.26
2008-11-25,偏股基金,930950,二,472.35,472.35,472.35,472.35,-1.31,-0.28
2008-11-26,股票基金,H11021,三,2855.41,2855.41,2855.41,2855.41,9.13,0.32
2008-11-26,偏股基金,930950,三,473.76,473.76,473.76,473.76,1.41,0.30
2008-11-26,主动股基,930890,三,444.98,444.98,444.98,444.98,0.97,0.22
2008-11-26,主动偏股,932055,三,481.60,481.60,481.60,481.60,1.49,0.31
2008-11-27,主动偏股,932055,四,487.51,487.51,487.51,487.51,5.91,1.23
2008-11-27,偏股基金,930950,四,479.58,479.58,479.58,479.58,5.82,1.23
2008-11-27,主动股基,930890,四,449.87,449.87,449.87,449.87,4.90,1.10
2008-11-27,股票基金,H11021,四,2888.12,2888.12,2888.12,2888.12,32.71,1.15
2008-11-28,主动偏股,932055,五,483.02,483.02,483.02,483.02,-4.49,-0.92
2008-11-28,偏股基金,930950,五,474.88,474.88,474.88,474.88,-4.70,-0.98
2008-11-28,股票基金,H11021,五,2860.95,2860.95,2860.95,2860.95,-27.17,-0.94
2008-11-28,主动股基,930890,五,443.78,443.78,443.78,443.78,-6.09,-1.35
2008-12-01,主动偏股,932055,一,489.79,489.79,489.79,489.79,6.77,1.40
2008-12-01,股票基金,H11021,一,2902.18,2902.18,2902.18,2902.18,41.23,1.44
2008-12-01,偏股基金,930950,一,481.59,481.59,481.59,481.59,6.71,1.41
2008-12-01,主动股基,930890,一,450.30,450.30,450.30,450.30,6.52,1.47
2008-12-02,主动股基,930890,二,451.97,451.97,451.97,451.97,1.67,0.37
2008-12-02,股票基金,H11021,二,2914.26,2914.26,2914.26,2914.26,12.08,0.42
2008-12-02,偏股基金,930950,二,483.31,483.31,483.31,483.31,1.72,0.36
2008-12-02,主动偏股,932055,二,491.54,491.54,491.54,491.54,1.75,0.36
2008-12-03,主动偏股,932055,三,506.50,506.50,506.50,506.50,14.96,3.04
2008-12-03,偏股基金,930950,三,498.21,498.21,498.21,498.21,14.90,3.08
2008-12-03,主动股基,930890,三,468.50,468.50,468.50,468.50,16.53,3.66
2008-12-03,股票基金,H11021,三,2999.79,2999.79,2999.79,2999.79,85.53,2.93
2008-12-04,股票基金,H11021,四,3024.37,3024.37,3024.37,3024.37,24.58,0.82
2008-12-04,主动偏股,932055,四,510.74,510.74,510.74,510.74,4.24,0.84
2008-12-04,主动股基,930890,四,473.86,473.86,473.86,473.86,5.36,1.14
2008-12-04,偏股基金,930950,四,502.52,502.52,502.52,502.52,4.31,0.87
2008-12-05,主动偏股,932055,五,516.59,516.59,516.59,516.59,5.85,1.15
2008-12-05,主动股基,930890,五,479.18,479.18,479.18,479.18,5.32,1.12
2008-12-05,偏股基金,930950,五,508.36,508.36,508.36,508.36,5.84,1.16
2008-12-05,股票基金,H11021,五,3057.64,3057.64,3057.64,3057.64,33.27,1.10
2008-12-08,主动股基,930890,一,494.89,494.89,494.89,494.89,15.71,3.28
2008-12-08,主动偏股,932055,一,531.03,531.03,531.03,531.03,14.44,2.80
2008-12-08,偏股基金,930950,一,522.73,522.73,522.73,522.73,14.37,2.83
2008-12-08,股票基金,H11021,一,3140.59,3140.59,3140.59,3140.59,82.95,2.71
2008-12-09,主动股基,930890,二,484.44,484.44,484.44,484.44,-10.45,-2.11
2008-12-09,股票基金,H11021,二,3085.68,3085.68,3085.68,3085.68,-54.91,-1.75
2008-12-09,主动偏股,932055,二,521.31,521.31,521.31,521.31,-9.72,-1.83
2008-12-09,偏股基金,930950,二,513.10,513.10,513.10,513.10,-9.63,-1.84
2008-12-10,主动偏股,932055,三,530.79,530.79,530.79,530.79,9.48,1.82
2008-12-10,主动股基,930890,三,494.88,494.88,494.88,494.88,10.44,2.16
2008-12-10,偏股基金,930950,三,522.60,522.60,522.60,522.60,9.50,1.85
2008-12-10,股票基金,H11021,三,3141.64,3141.64,3141.64,3141.64,55.96,1.81
2008-12-11,偏股基金,930950,四,513.86,513.86,513.86,513.86,-8.74,-1.67
2008-12-11,股票基金,H11021,四,3090.28,3090.28,3090.28,3090.28,-51.36,-1.63
2008-12-11,主动股基,930890,四,484.05,484.05,484.05,484.05,-10.83,-2.19
2008-12-11,主动偏股,932055,四,522.01,522.01,522.01,522.01,-8.78,-1.65
2008-12-12,主动股基,930890,五,469.50,469.50,469.50,469.50,-14.54,-3.00
2008-12-12,股票基金,H11021,五,3002.44,3002.44,3002.44,3002.44,-87.84,-2.84
2008-12-12,主动偏股,932055,五,506.80,506.80,506.80,506.80,-15.21,-2.91
2008-12-12,偏股基金,930950,五,498.69,498.69,498.69,498.69,-15.17,-2.95
2008-12-15,股票基金,H11021,一,3022.94,3022.94,3022.94,3022.94,20.50,0.68
2008-12-15,主动股基,930890,一,472.44,472.44,472.44,472.44,2.94,0.63
2008-12-15,偏股基金,930950,一,502.07,502.07,502.07,502.07,3.38,0.68
2008-12-15,主动偏股,932055,一,510.29,510.29,510.29,510.29,3.49,0.69
2008-12-16,主动偏股,932055,二,515.94,515.94,515.94,515.94,5.65,1.11
2008-12-16,主动股基,930890,二,475.74,475.74,475.74,475.74,3.29,0.70
2008-12-16,股票基金,H11021,二,3054.33,3054.33,3054.33,3054.33,31.39,1.04
2008-12-16,偏股基金,930950,二,507.61,507.61,507.61,507.61,5.54,1.10
2008-12-17,偏股基金,930950,三,510.41,510.41,510.41,510.41,2.80,0.55
2008-12-17,股票基金,H11021,三,3070.82,3070.82,3070.82,3070.82,16.49,0.54
2008-12-17,主动股基,930890,三,477.82,477.82,477.82,477.82,2.08,0.44
2008-12-17,主动偏股,932055,三,518.84,518.84,518.84,518.84,2.90,0.56
2008-12-18,主动股基,930890,四,486.39,486.39,486.39,486.39,8.58,1.79
2008-12-18,股票基金,H11021,四,3115.71,3115.71,3115.71,3115.71,44.89,1.46
2008-12-18,偏股基金,930950,四,518.14,518.14,518.14,518.14,7.73,1.51
2008-12-18,主动偏股,932055,四,526.48,526.48,526.48,526.48,7.64,1.47
2008-12-19,股票基金,H11021,五,3130.97,3130.97,3130.97,3130.97,15.26,0.49
2008-12-19,偏股基金,930950,五,520.78,520.78,520.78,520.78,2.64,0.51
2008-12-19,主动股基,930890,五,489.62,489.62,489.62,489.62,3.23,0.66
2008-12-19,主动偏股,932055,五,529.19,529.19,529.19,529.19,2.71,0.51
2008-12-22,主动偏股,932055,一,524.33,524.33,524.33,524.33,-4.86,-0.92
2008-12-22,偏股基金,930950,一,515.96,515.96,515.96,515.96,-4.82,-0.93
2008-12-22,主动股基,930890,一,484.73,484.73,484.73,484.73,-4.90,-1.00
2008-12-22,股票基金,H11021,一,3105.30,3105.30,3105.30,3105.30,-25.67,-0.82
2008-12-23,主动股基,930890,二,467.05,467.05,467.05,467.05,-17.67,-3.65
2008-12-23,偏股基金,930950,二,497.42,497.42,497.42,497.42,-18.54,-3.59
2008-12-23,主动偏股,932055,二,505.75,505.75,505.75,505.75,-18.58,-3.55
2008-12-23,股票基金,H11021,二,2997.07,2997.07,2997.07,2997.07,-108.23,-3.49
2008-12-24,股票基金,H11021,三,2966.09,2966.09,2966.09,2966.09,-30.98,-1.03
2008-12-24,偏股基金,930950,三,492.10,492.10,492.10,492.10,-5.32,-1.07
2008-12-24,主动股基,930890,三,461.57,461.57,461.57,461.57,-5.48,-1.17
2008-12-24,主动偏股,932055,三,500.38,500.38,500.38,500.38,-5.37,-1.06
2008-12-25,股票基金,H11021,四,2951.80,2951.80,2951.80,2951.80,-14.29,-0.48
2008-12-25,偏股基金,930950,四,489.56,489.56,489.56,489.56,-2.54,-0.52
2008-12-25,主动股基,930890,四,458.08,458.08,458.08,458.08,-3.49,-0.76
2008-12-25,主动偏股,932055,四,497.89,497.89,497.89,497.89,-2.49,-0.50
2008-12-26,股票基金,H11021,五,2942.98,2942.98,2942.98,2942.98,-8.82,-0.30
2008-12-26,主动股基,930890,五,456.72,456.72,456.72,456.72,-1.36,-0.30
2008-12-26,偏股基金,930950,五,487.78,487.78,487.78,487.78,-1.78,-0.36
2008-12-26,主动偏股,932055,五,496.04,496.04,496.04,496.04,-1.85,-0.37
2008-12-29,主动偏股,932055,一,496.39,496.39,496.39,496.39,0.35,0.07
2008-12-29,偏股基金,930950,一,488.13,488.13,488.13,488.13,0.35,0.07
2008-12-29,主动股基,930890,一,456.75,456.75,456.75,456.75,0.02,0.01
2008-12-29,股票基金,H11021,一,2944.09,2944.09,2944.09,2944.09,1.11,0.04
2008-12-30,股票基金,H11021,二,2936.45,2936.45,2936.45,2936.45,-7.64,-0.26
2008-12-30,偏股基金,930950,二,486.67,486.67,486.67,486.67,-1.46,-0.30
2008-12-30,主动偏股,932055,二,494.96,494.96,494.96,494.96,-1.43,-0.29
2008-12-30,主动股基,930890,二,454.32,454.32,454.32,454.32,-2.43,-0.53
2008-12-31,主动偏股,932055,三,493.58,493.58,493.58,493.58,-1.38,-0.28
2008-12-31,股票基金,H11021,三,2927.14,2927.14,2927.14,2927.14,-9.31,-0.32
2008-12-31,偏股基金,930950,三,485.30,485.30,485.30,485.30,-1.37,-0.28
2008-12-31,主动股基,930890,三,452.56,452.56,452.56,452.56,-1.75,-0.39
2009-01-05,股票基金,H11021,一,2990.25,2990.25,2990.25,2990.25,63.11,2.16
2009-01-05,主动偏股,932055,一,503.44,503.44,503.44,503.44,9.86,2.00
2009-01-05,偏股基金,930950,一,495.41,495.41,495.41,495.41,10.11,2.08
2009-01-05,主动股基,930890,一,462.58,462.58,462.58,462.58,10.02,2.21
2009-01-06,主动偏股,932055,二,512.37,512.37,512.37,512.37,8.93,1.78
2009-01-06,偏股基金,930950,二,504.48,504.48,504.48,504.48,9.07,1.83
2009-01-06,主动股基,930890,二,472.08,472.08,472.08,472.08,9.50,2.05
2009-01-06,股票基金,H11021,二,3046.78,3046.78,3046.78,3046.78,56.53,1.89
2009-01-07,主动偏股,932055,三,509.98,509.98,509.98,509.98,-2.39,-0.47
2009-01-07,股票基金,H11021,三,3036.50,3036.50,3036.50,3036.50,-10.28,-0.34
2009-01-07,主动股基,930890,三,469.20,469.20,469.20,469.20,-2.88,-0.61
2009-01-07,偏股基金,930950,三,502.18,502.18,502.18,502.18,-2.30,-0.46
2009-01-08,主动股基,930890,四,459.76,459.76,459.76,459.76,-9.44,-2.01
2009-01-08,股票基金,H11021,四,2992.54,2992.54,2992.54,2992.54,-43.96,-1.45
2009-01-08,偏股基金,930950,四,494.59,494.59,494.59,494.59,-7.59,-1.51
2009-01-08,主动偏股,932055,四,502.45,502.45,502.45,502.45,-7.53,-1.48
