date,name,code,weekday,open,high,low,close,change,pct
2014-08-28,主动偏股,932055,四,772.69,772.69,772.69,772.69,-5.74,-0.74
2014-08-28,偏股基金,930950,四,732.33,732.33,732.33,732.33,-5.35,-0.73
2014-08-28,主动股基,930890,四,773.49,773.49,773.49,773.49,-5.65,-0.73
2014-08-28,股票基金,H11021,四,4525.52,4525.52,4525.52,4525.52,-32.04,-0.70
2014-08-29,股票基金,H11021,五,4574.13,4574.13,4574.13,4574.13,48.61,1.07
2014-08-29,主动偏股,932055,五,781.23,781.23,781.23,781.23,8.54,1.11
2014-08-29,偏股基金,930950,五,740.42,740.42,740.42,740.42,8.09,1.10
2014-08-29,主动股基,930890,五,782.52,782.52,782.52,782.52,9.03,1.17
2014-09-01,主动股基,930890,一,792.77,792.77,792.77,792.77,10.25,1.31
2014-09-01,偏股基金,930950,一,750.12,750.12,750.12,750.12,9.70,1.31
2014-09-01,主动偏股,932055,一,792.36,792.36,792.36,792.36,11.13,1.42
2014-09-01,股票基金,H11021,一,4632.53,4632.53,4632.53,4632.53,58.40,1.28
2014-09-02,股票基金,H11021,二,4686.06,4686.06,4686.06,4686.06,53.53,1.16
2014-09-02,主动股基,930890,二,801.12,801.12,801.12,801.12,8.35,1.05
2014-09-02,偏股基金,930950,二,758.37,758.37,758.37,758.37,8.25,1.10
2014-09-02,主动偏股,932055,二,800.91,800.91,800.91,800.91,8.55,1.08
2014-09-03,主动偏股,932055,三,806.76,806.76,806.76,806.76,5.85,0.73
2014-09-03,股票基金,H11021,三,4721.73,4721.73,4721.73,4721.73,35.67,0.76
2014-09-03,主动股基,930890,三,807.43,807.43,807.43,807.43,6.31,0.79
2014-09-03,偏股基金,930950,三,764.15,764.15,764.15,764.15,5.78,0.76
2014-09-04,股票基金,H11021,四,4752.42,4752.42,4752.42,4752.42,30.69,0.65
2014-09-04,主动偏股,932055,四,811.45,811.45,811.45,811.45,4.69,0.58
2014-09-04,主动股基,930890,四,812.86,812.86,812.86,812.86,5.43,0.67
2014-09-04,偏股基金,930950,四,768.79,768.79,768.79,768.79,4.64,0.61
2014-09-05,主动偏股,932055,五,814.64,814.64,814.64,814.64,3.19,0.39
2014-09-05,股票基金,H11021,五,4774.40,4774.40,4774.40,4774.40,21.98,0.46
2014-09-05,偏股基金,930950,五,772.33,772.33,772.33,772.33,3.54,0.46
2014-09-05,主动股基,930890,五,816.21,816.21,816.21,816.21,3.35,0.41
2014-09-09,主动偏股,932055,二,816.32,816.32,816.32,816.32,1.68,0.21
2014-09-09,主动股基,930890,二,817.35,817.35,817.35,817.35,1.14,0.14
2014-09-09,偏股基金,930950,二,773.34,773.34,773.34,773.34,1.01,0.13
2014-09-09,股票基金,H11021,二,4781.58,4781.58,4781.58,4781.58,7.18,0.15
2014-09-10,股票基金,H11021,三,4779.99,4779.99,4779.99,4779.99,-1.59,-0.03
2014-09-10,主动偏股,932055,三,817.25,817.25,817.25,817.25,0.93,0.11
2014-09-10,主动股基,930890,三,819.46,819.46,819.46,819.46,2.11,0.26
2014-09-10,偏股基金,930950,三,773.38,773.38,773.38,773.38,0.04,0.01
2014-09-11,主动偏股,932055,四,815.81,815.81,815.81,815.81,-1.44,-0.18
2014-09-11,偏股基金,930950,四,771.78,771.78,771.78,771.78,-1.60,-0.21
2014-09-11,股票基金,H11021,四,4770.22,4770.22,4770.22,4770.22,-9.77,-0.20
2014-09-11,主动股基,930890,四,817.37,817.37,817.37,817.37,-2.08,-0.25
2014-09-12,主动偏股,932055,五,821.54,821.54,821.54,821.54,5.73,0.70
2014-09-12,主动股基,930890,五,822.10,822.10,822.10,822.10,4.73,0.58
2014-09-12,股票基金,H11021,五,4804.26,4804.26,4804.26,4804.26,34.04,0.71
2014-09-12,偏股基金,930950,五,777.00,777.00,777.00,777.00,5.22,0.68
2014-09-15,主动偏股,932055,一,824.10,824.10,824.10,824.10,2.56,0.31
2014-09-15,偏股基金,930950,一,778.74,778.74,778.74,778.74,1.74,0.22
2014-09-15,主动股基,930890,一,824.72,824.72,824.72,824.72,2.62,0.32
2014-09-15,股票基金,H11021,一,4821.29,4821.29,4821.29,4821.29,17.03,0.35
2014-09-16,股票基金,H11021,二,4692.36,4692.36,4692.36,4692.36,-128.93,-2.67
2014-09-16,主动股基,930890,二,802.21,802.21,802.21,802.21,-22.51,-2.73
2014-09-16,偏股基金,930950,二,757.18,757.18,757.18,757.18,-21.56,-2.77
2014-09-16,主动偏股,932055,二,799.92,799.92,799.92,799.92,-24.18,-2.94
2014-09-17,股票基金,H11021,三,4715.04,4715.04,4715.04,4715.04,22.68,0.48
2014-09-17,主动偏股,932055,三,803.10,803.10,803.10,803.10,3.18,0.40
2014-09-17,偏股基金,930950,三,760.29,760.29,760.29,760.29,3.11,0.41
2014-09-17,主动股基,930890,三,806.58,806.58,806.58,806.58,4.37,0.54
2014-09-18,股票基金,H11021,四,4741.74,4741.74,4741.74,4741.74,26.70,0.57
2014-09-18,偏股基金,930950,四,765.05,765.05,765.05,765.05,4.76,0.63
2014-09-18,主动股基,930890,四,811.50,811.50,811.50,811.50,4.92,0.61
2014-09-18,主动偏股,932055,四,808.68,808.68,808.68,808.68,5.58,0.69
2014-09-19,股票基金,H11021,五,4780.85,4780.85,4780.85,4780.85,39.11,0.82
2014-09-19,主动股基,930890,五,817.68,817.68,817.68,817.68,6.18,0.76
2014-09-19,偏股基金,930950,五,771.61,771.61,771.61,771.61,6.56,0.86
2014-09-19,主动偏股,932055,五,815.99,815.99,815.99,815.99,7.31,0.90
2014-09-22,主动偏股,932055,一,806.94,806.94,806.94,806.94,-9.05,-1.11
2014-09-22,股票基金,H11021,一,4719.21,4719.21,4719.21,4719.21,-61.64,-1.29
2014-09-22,主动股基,930890,一,807.02,807.02,807.02,807.02,-10.66,-1.30
2014-09-22,偏股基金,930950,一,762.08,762.08,762.08,762.08,-9.53,-1.24
2014-09-23,主动偏股,932055,二,815.28,815.28,815.28,815.28,8.34,1.03
2014-09-23,主动股基,930890,二,815.84,815.84,815.84,815.84,8.82,1.09
2014-09-23,偏股基金,930950,二,769.67,769.67,769.67,769.67,7.59,1.00
2014-09-23,股票基金,H11021,二,4766.17,4766.17,4766.17,4766.17,46.96,1.00
2014-09-24,偏股基金,930950,三,778.62,778.62,778.62,778.62,8.95,1.16
2014-09-24,主动偏股,932055,三,824.12,824.12,824.12,824.12,8.84,1.09
2014-09-24,股票基金,H11021,三,4825.59,4825.59,4825.59,4825.59,59.42,1.25
2014-09-24,主动股基,930890,三,825.01,825.01,825.01,825.01,9.16,1.12
2014-09-25,主动偏股,932055,四,823.64,823.64,823.64,823.64,-0.48,-0.06
2014-09-25,主动股基,930890,四,823.97,823.97,823.97,823.97,-1.04,-0.13
2014-09-25,偏股基金,930950,四,778.00,778.00,778.00,778.00,-0.62,-0.08
2014-09-25,股票基金,H11021,四,4821.47,4821.47,4821.47,4821.47,-4.12,-0.09
2014-09-26,主动股基,930890,五,825.82,825.82,825.82,825.82,1.85,0.22
2014-09-26,股票基金,H11021,五,4828.12,4828.12,4828.12,4828.12,6.65,0.14
2014-09-26,偏股基金,930950,五,778.81,778.81,778.81,778.81,0.81,0.10
2014-09-26,主动偏股,932055,五,824.75,824.75,824.75,824.75,1.11,0.14
2014-09-29,主动偏股,932055,一,829.88,829.88,829.88,829.88,5.13,0.62
2014-09-29,主动股基,930890,一,832.47,832.47,832.47,832.47,6.65,0.81
2014-09-29,偏股基金,930950,一,783.19,783.19,783.19,783.19,4.38,0.56
2014-09-29,股票基金,H11021,一,4857.50,4857.50,4857.50,4857.50,29.38,0.61
2014-09-30,股票基金,H11021,二,4876.55,4876.55,4876.55,4876.55,19.05,0.39
2014-09-30,主动股基,930890,二,835.96,835.96,835.96,835.96,3.49,0.42
2014-09-30,主动偏股,932055,二,834.04,834.04,834.04,834.04,4.16,0.50
2014-09-30,偏股基金,930950,二,786.67,786.67,786.67,786.67,3.48,0.44
2014-10-08,股票基金,H11021,三,4934.27,4934.27,4934.27,4934.27,57.72,1.18
2014-10-08,主动股基,930890,三,845.25,845.25,845.25,845.25,9.29,1.11
2014-10-08,主动偏股,932055,三,844.62,844.62,844.62,844.62,10.58,1.27
2014-10-08,偏股基金,930950,三,796.39,796.39,796.39,796.39,9.72,1.24
2014-10-09,主动偏股,932055,四,845.02,845.02,845.02,845.02,0.40,0.05
2014-10-09,偏股基金,930950,四,796.95,796.95,796.95,796.95,0.56,0.07
2014-10-09,股票基金,H11021,四,4937.91,4937.91,4937.91,4937.91,3.64,0.07
2014-10-09,主动股基,930890,四,846.47,846.47,846.47,846.47,1.22,0.14
2014-10-10,主动股基,930890,五,842.08,842.08,842.08,842.08,-4.39,-0.52
2014-10-10,偏股基金,930950,五,792.46,792.46,792.46,792.46,-4.49,-0.56
2014-10-10,股票基金,H11021,五,4911.22,4911.22,4911.22,4911.22,-26.69,-0.54
2014-10-10,主动偏股,932055,五,840.20,840.20,840.20,840.20,-4.82,-0.57
2014-10-13,偏股基金,930950,一,789.12,789.12,789.12,789.12,-3.34,-0.42
2014-10-13,股票基金,H11021,一,4894.10,4894.10,4894.10,4894.10,-17.12,-0.35
2014-10-13,主动股基,930890,一,839.57,839.57,839.57,839.57,-2.51,-0.30
2014-10-13,主动偏股,932055,一,836.87,836.87,836.87,836.87,-3.33,-0.40
2014-10-14,主动偏股,932055,二,833.60,833.60,833.60,833.60,-3.27,-0.39
2014-10-14,偏股基金,930950,二,786.05,786.05,786.05,786.05,-3.07,-0.39
2014-10-14,股票基金,H11021,二,4875.23,4875.23,4875.23,4875.23,-18.87,-0.39
2014-10-14,主动股基,930890,二,835.94,835.94,835.94,835.94,-3.63,-0.43
2014-10-15,股票基金,H11021,三,4898.21,4898.21,4898.21,4898.21,22.98,0.47
2014-10-15,主动偏股,932055,三,837.25,837.25,837.25,837.25,3.65,0.44
2014-10-15,偏股基金,930950,三,789.76,789.76,789.76,789.76,3.71,0.47
2014-10-15,主动股基,930890,三,838.63,838.63,838.63,838.63,2.69,0.32
2014-10-16,股票基金,H11021,四,4845.35,4845.35,4845.35,4845.35,-52.86,-1.08
2014-10-16,偏股基金,930950,四,781.61,781.61,781.61,781.61,-8.15,-1.03
2014-10-16,主动股基,930890,四,828.14,828.14,828.14,828.14,-10.49,-1.25
2014-10-16,主动偏股,932055,四,828.22,828.22,828.22,828.22,-9.03,-1.08
2014-10-17,主动偏股,932055,五,823.50,823.50,823.50,823.50,-4.72,-0.57
2014-10-17,股票基金,H11021,五,4820.45,4820.45,4820.45,4820.45,-24.90,-0.51
2014-10-17,主动股基,930890,五,822.49,822.49,822.49,822.49,-5.65,-0.68
2014-10-17,偏股基金,930950,五,777.83,777.83,777.83,777.83,-3.78,-0.48
2014-10-20,主动股基,930890,一,832.81,832.81,832.81,832.81,10.32,1.25
2014-10-20,股票基金,H11021,一,4869.41,4869.41,4869.41,4869.41,48.96,1.02
2014-10-20,主动偏股,932055,一,833.03,833.03,833.03,833.03,9.53,1.16
2014-10-20,偏股基金,930950,一,785.92,785.92,785.92,785.92,8.09,1.04
2014-10-21,股票基金,H11021,二,4830.85,4830.85,4830.85,4830.85,-38.56,-0.79
2014-10-21,偏股基金,930950,二,779.82,779.82,779.82,779.82,-6.10,-0.78
2014-10-21,主动股基,930890,二,826.34,826.34,826.34,826.34,-6.47,-0.78
2014-10-21,主动偏股,932055,二,826.63,826.63,826.63,826.63,-6.40,-0.77
2014-10-22,主动偏股,932055,三,819.00,819.00,819.00,819.00,-7.63,-0.92
2014-10-22,主动股基,930890,三,817.39,817.39,817.39,817.39,-8.95,-1.08
2014-10-22,股票基金,H11021,三,4789.92,4789.92,4789.92,4789.92,-40.93,-0.85
2014-10-22,偏股基金,930950,三,773.24,773.24,773.24,773.24,-6.58,-0.84
2014-10-23,主动股基,930890,四,806.62,806.62,806.62,806.62,-10.77,-1.32
2014-10-23,主动偏股,932055,四,808.87,808.87,808.87,808.87,-10.13,-1.24
2014-10-23,股票基金,H11021,四,4733.52,4733.52,4733.52,4733.52,-56.40,-1.18
2014-10-23,偏股基金,930950,四,764.09,764.09,764.09,764.09,-9.15,-1.18
2014-10-24,股票基金,H11021,五,4737.83,4737.83,4737.83,4737.83,4.31,0.09
2014-10-24,偏股基金,930950,五,765.14,765.14,765.14,765.14,1.05,0.14
2014-10-24,主动偏股,932055,五,810.69,810.69,810.69,810.69,1.82,0.23
2014-10-24,主动股基,930890,五,807.69,807.69,807.69,807.69,1.07,0.13
2014-10-27,主动偏股,932055,一,815.49,815.49,815.49,815.49,4.80,0.59
2014-10-27,偏股基金,930950,一,767.78,767.78,767.78,767.78,2.64,0.35
2014-10-27,股票基金,H11021,一,4750.09,4750.09,4750.09,4750.09,12.26,0.26
2014-10-27,主动股基,930890,一,812.72,812.72,812.72,812.72,5.03,0.62
2014-10-28,主动股基,930890,二,830.03,830.03,830.03,830.03,17.31,2.13
2014-10-28,偏股基金,930950,二,782.49,782.49,782.49,782.49,14.71,1.92
2014-10-28,股票基金,H11021,二,4844.52,4844.52,4844.52,4844.52,94.43,1.99
2014-10-28,主动偏股,932055,二,831.17,831.17,831.17,831.17,15.68,1.92
2014-10-29,主动偏股,932055,三,838.64,838.64,838.64,838.64,7.47,0.90
2014-10-29,偏股基金,930950,三,790.15,790.15,790.15,790.15,7.66,0.98
2014-10-29,主动股基,930890,三,839.45,839.45,839.45,839.45,9.42,1.14
2014-10-29,股票基金,H11021,三,4895.93,4895.93,4895.93,4895.93,51.41,1.06
2014-10-30,股票基金,H11021,四,4900.07,4900.07,4900.07,4900.07,4.14,0.08
2014-10-30,主动偏股,932055,四,837.66,837.66,837.66,837.66,-0.98,-0.12
2014-10-30,主动股基,930890,四,839.28,839.28,839.28,839.28,-0.18,-0.02
2014-10-30,偏股基金,930950,四,790.15,790.15,790.15,790.15,0.00,0.00
2014-10-31,主动股基,930890,五,837.30,837.30,837.30,837.30,-1.97,-0.24
2014-10-31,偏股基金,930950,五,790.24,790.24,790.24,790.24,0.09,0.01
2014-10-31,主动偏股,932055,五,835.27,835.27,835.27,835.27,-2.39,-0.29
2014-10-31,股票基金,H11021,五,4910.89,4910.89,4910.89,4910.89,10.82,0.22
2014-11-03,主动偏股,932055,一,838.82,838.82,838.82,838.82,3.55,0.43
2014-11-03,主动股基,930890,一,841.73,841.73,841.73,841.73,4.43,0.53
2014-11-03,偏股基金,930950,一,793.16,793.16,793.16,793.16,2.92,0.37
2014-11-03,股票基金,H11021,一,4931.13,4931.13,4931.13,4931.13,20.24,0.41
2014-11-04,股票基金,H11021,二,4907.90,4907.90,4907.90,4907.90,-23.23,-0.47
2014-11-04,主动股基,930890,二,836.93,836.93,836.93,836.93,-4.80,-0.57
2014-11-04,主动偏股,932055,二,833.12,833.12,833.12,833.12,-5.70,-0.68
2014-11-04,偏股基金,930950,二,788.47,788.47,788.47,788.47,-4.69,-0.59
2014-11-05,股票基金,H11021,三,4897.24,4897.24,4897.24,4897.24,-10.66,-0.22
2014-11-05,主动偏股,932055,三,831.36,831.36,831.36,831.36,-1.76,-0.21
2014-11-05,主动股基,930890,三,834.63,834.63,834.63,834.63,-2.30,-0.28
2014-11-05,偏股基金,930950,三,786.65,786.65,786.65,786.65,-1.82,-0.23
2014-11-06,偏股基金,930950,四,791.61,791.61,791.61,791.61,4.96,0.63
2014-11-06,股票基金,H11021,四,4924.74,4924.74,4924.74,4924.74,27.50,0.56
2014-11-06,主动股基,930890,四,840.48,840.48,840.48,840.48,5.86,0.70
2014-11-06,主动偏股,932055,四,837.57,837.57,837.57,837.57,6.21,0.75
2014-11-07,股票基金,H11021,五,4902.70,4902.70,4902.70,4902.70,-22.04,-0.45
2014-11-07,主动股基,930890,五,835.03,835.03,835.03,835.03,-5.45,-0.65
2014-11-07,主动偏股,932055,五,833.31,833.31,833.31,833.31,-4.26,-0.51
2014-11-07,偏股基金,930950,五,788.08,788.08,788.08,788.08,-3.53,-0.45
2014-11-10,主动偏股,932055,一,839.17,839.17,839.17,839.17,5.86,0.70
2014-11-10,主动股基,930890,一,841.34,841.34,841.34,841.34,6.31,0.76
2014-11-10,股票基金,H11021,一,4961.37,4961.37,4961.37,4961.37,58.67,1.20
2014-11-10,偏股基金,930950,一,795.74,795.74,795.74,795.74,7.66,0.97
2014-11-11,主动股基,930890,二,820.35,820.35,820.35,820.35,-20.99,-2.50
2014-11-11,股票基金,H11021,二,4872.86,4872.86,4872.86,4872.86,-88.51,-1.78
2014-11-11,主动偏股,932055,二,820.04,820.04,820.04,820.04,-19.13,-2.28
2014-11-11,偏股基金,930950,二,780.13,780.13,780.13,780.13,-15.61,-1.96
2014-11-12,股票基金,H11021,三,4938.30,4938.30,4938.30,4938.30,65.44,1.34
2014-11-12,主动股基,930890,三,830.10,830.10,830.10,830.10,9.76,1.19
2014-11-12,偏股基金,930950,三,790.10,790.10,790.10,790.10,9.97,1.28
2014-11-12,主动偏股,932055,三,830.60,830.60,830.60,830.60,10.56,1.29
2014-11-13,主动股基,930890,四,819.93,819.93,819.93,819.93,-10.18,-1.23
2014-11-13,偏股基金,930950,四,780.51,780.51,780.51,780.51,-9.59,-1.21
2014-11-13,主动偏股,932055,四,819.50,819.50,819.50,819.50,-11.10,-1.34
2014-11-13,股票基金,H11021,四,4885.75,4885.75,4885.75,4885.75,-52.55,-1.06
2014-11-14,偏股基金,930950,五,780.00,780.00,780.00,780.00,-0.51,-0.07
2014-11-14,股票基金,H11021,五,4878.86,4878.86,4878.86,4878.86,-6.89,-0.14
2014-11-14,主动股基,930890,五,819.32,819.32,819.32,819.32,-0.61,-0.07
