日期,沪深300,中证500,中证500ETF,中证1000,中证1000ETF,国证2000,长周期指数,强弱指数,顶部指数,底部指数
2022-05-18,3991.91,5797.49,5.7,6127.8,2.45,7311.8,21.22,44.7,,
2022-05-19,3999.6,5838.41,5.75,6180.19,2.47,7364.12,25.38,45.5,,
2022-05-20,4077.6,5929.49,5.84,6263.44,2.5,7451.41,46.86,44.7,,
2022-05-23,4053.98,5965.73,5.86,6343.47,2.54,7567.98,48.67,43.4,,
2022-05-24,3959.15,5745.68,5.66,6081.64,2.44,7240.9,45.56,68.8,,
2022-05-25,3983.18,5844.25,5.75,6188.27,2.48,7397.47,46.42,38.0,,
2022-05-26,3993.04,5911.56,5.82,6227.1,2.49,7440.78,40.88,38.0,,
2022-05-27,4001.3,5899.92,5.82,6210.09,2.48,7441.6,45.16,38.0,,
2022-05-30,4029.02,5942.83,5.85,6282.36,2.51,7514.91,51.33,44.2,,
2022-05-31,4091.52,6026.24,5.94,6353.35,2.55,7586.2,61.13,41.4,,
2022-06-01,4083.18,6023.64,5.94,6373.32,2.56,7627.74,65.88,44.0,,
2022-06-02,4089.57,6078.43,6.01,6442.93,2.58,7680.47,60.23,45.6,,
2022-06-06,4166.09,6187.44,6.1,6604.98,2.64,7820.59,76.6,80.8,,
2022-06-07,4179.13,6186.57,6.1,6597.83,2.64,7802.39,80.89,80.8,,
2022-06-08,4219.81,6217.83,6.14,6608.89,2.64,7798.42,81.46,80.8,,
2022-06-09,4175.67,6130.69,6.07,6490.38,2.61,7666.75,79.99,73.3,,
2022-06-10,4238.99,6240.1,6.18,6627.75,2.66,7833.22,81.0,80.1,,
2022-06-13,4189.35,6233.62,6.16,6674.8,2.68,7902.22,82.14,80.1,,
2022-06-14,4222.31,6275.57,6.22,6665.25,2.68,7902.38,83.49,80.1,,
2022-06-15,4278.22,6261.06,6.2,6653.76,2.66,7861.83,85.29,80.1,,
2022-06-16,4250.06,6264.82,6.21,6696.76,2.69,7927.05,85.07,80.5,,
2022-06-17,4309.04,6316.31,6.27,6774.74,2.72,7991.31,85.62,80.3,,
2022-06-20,4330.43,6330.39,6.27,6848.75,2.75,8089.2,83.72,80.2,,
2022-06-21,4325.57,6277.0,6.22,6779.14,2.72,8023.63,82.48,79.4,,
2022-06-22,4270.62,6179.57,6.12,6691.81,2.7,7943.26,81.11,77.4,,
2022-06-23,4343.88,6300.47,6.26,6845.45,2.75,8117.0,83.58,75.5,,
2022-06-24,4394.77,6368.28,6.33,6931.65,2.78,8204.67,88.65,75.2,,
2022-06-27,4444.26,6407.74,6.36,7002.93,2.81,8286.63,93.48,75.2,,
2022-06-28,4490.52,6501.35,6.47,7079.72,2.85,8394.4,94.95,75.9,,
2022-06-29,4421.36,6374.3,6.36,6900.99,2.78,8171.02,90.57,77.9,,
2022-06-30,4485.01,6454.08,6.41,6995.53,2.81,8243.06,92.36,79.4,,
2022-07-01,4466.72,6438.54,6.4,6994.5,2.81,8252.65,86.5,77.2,,
2022-07-04,4496.03,6523.13,6.48,7076.32,2.85,8330.93,83.12,75.3,,
2022-07-05,4489.54,6511.53,6.47,7036.0,2.83,8262.9,85.16,74.4,,
2022-07-06,4423.97,6418.55,6.39,6953.98,2.79,8176.62,81.9,71.2,,
2022-07-07,4443.47,6452.99,6.41,7041.87,2.83,8276.53,78.84,54.9,,
2022-07-08,4428.78,6404.44,6.38,7000.79,2.82,8257.3,75.23,49.2,,
2022-07-11,4354.62,6319.14,6.29,6893.63,2.78,8170.08,71.52,49.0,,
2022-07-12,4313.62,6241.48,6.22,6779.56,2.73,8033.57,67.36,50.4,,
2022-07-13,4321.46,6268.49,6.24,6834.9,2.75,8130.22,63.64,45.2,,
2022-07-14,4322.07,6302.43,6.28,6920.87,2.78,8203.61,65.11,42.2,,
2022-07-15,4248.53,6196.8,6.18,6852.82,2.76,8087.43,65.14,42.2,,
2022-07-18,4292.59,6312.36,6.29,6953.93,2.79,8268.66,66.37,42.5,,
2022-07-19,4269.34,6335.71,6.31,7009.32,2.82,8352.92,59.83,42.5,,
2022-07-20,4283.8,6410.71,6.39,7110.1,2.86,8448.08,61.5,42.3,,
2022-07-21,4236.06,6347.6,6.33,7075.29,2.84,8405.27,56.79,41.9,,
2022-07-22,4238.23,6289.53,6.28,7034.6,2.82,8378.16,53.75,39.9,,
2022-07-25,4212.64,6231.24,6.21,6948.91,2.78,8278.27,46.2,39.2,,
2022-07-26,4245.98,6307.96,6.29,7027.42,2.82,8379.3,44.26,40.1,,
2022-07-27,4225.04,6332.23,6.32,7099.43,2.85,8480.83,46.17,41.4,,
2022-07-28,4225.67,6348.17,6.33,7150.2,2.87,8538.16,51.03,41.8,,
2022-07-29,4170.1,6294.11,6.28,7117.43,2.86,8517.06,55.22,41.6,,
2022-08-01,4188.68,6347.22,6.34,7180.45,2.88,8574.94,56.01,41.1,,
2022-08-02,4107.02,6170.0,6.18,6957.98,2.81,8247.98,57.52,44.0,,
2022-08-03,4066.98,6124.31,6.13,6916.67,2.77,8187.3,60.91,46.0,,
2022-08-04,4101.54,6158.73,6.15,6960.31,2.79,8277.29,46.11,46.7,,
2022-08-05,4156.91,6270.51,6.27,7090.0,2.85,8371.94,44.62,47.6,,
2022-08-08,4148.07,6323.07,6.31,7176.11,2.87,8518.19,48.22,48.9,,
2022-08-09,4156.29,6341.48,6.33,7207.4,2.88,8549.85,48.1,46.0,,
2022-08-10,4109.74,6322.06,6.32,7212.08,2.89,8594.61,45.29,43.4,,
2022-08-11,4193.54,6439.36,6.44,7294.49,2.93,8690.2,55.43,42.8,,
2022-08-12,4191.15,6420.85,6.43,7228.83,2.9,8633.04,60.83,41.8,,
2022-08-15,4185.68,6442.81,6.44,7283.5,2.92,8704.9,52.93,40.5,,
2022-08-16,4177.84,6465.19,6.45,7324.62,2.93,8790.93,55.19,39.7,,
2022-08-17,4216.96,6493.5,6.5,7328.67,2.94,8800.04,62.86,41.5,,
2022-08-18,4180.1,6468.81,6.47,7351.44,2.95,8844.62,63.77,43.4,,
2022-08-19,4151.07,6391.72,6.39,7234.41,2.9,8698.52,63.34,62.9,,
2022-08-22,4181.4,6472.68,6.47,7288.58,2.92,8757.84,65.9,49.2,,
2022-08-23,4161.08,6466.4,6.47,7306.02,2.93,8814.93,49.02,43.0,,
2022-08-24,4082.42,6284.58,6.28,7039.41,2.83,8496.51,46.82,64.9,,
2022-08-25,4116.24,6322.7,6.32,7016.31,2.82,8435.9,46.36,47.5,,
2022-08-26,4107.55,6298.37,6.3,6980.18,2.8,8392.38,34.82,39.9,,
2022-08-29,4089.52,6310.4,6.3,7021.31,2.82,8460.28,30.42,44.5,,
2022-08-30,4075.79,6285.93,6.29,6976.72,2.8,8400.45,33.0,49.5,,
2022-08-31,4078.84,6155.75,6.16,6750.74,2.71,8108.94,35.82,44.4,,
2022-09-01,4043.74,6126.77,6.14,6717.1,2.7,8075.0,30.88,44.8,,
2022-09-02,4023.61,6149.43,6.15,6776.83,2.71,8193.71,24.58,46.7,,
2022-09-05,4015.43,6182.65,6.18,6791.09,2.72,8217.59,20.88,47.3,,
2022-09-06,4052.28,6291.57,6.28,6919.65,2.77,8367.75,23.02,46.7,,
2022-09-07,4054.98,6301.56,6.3,6963.52,2.79,8420.57,27.63,47.2,,
2022-09-08,4037.68,6272.58,6.28,6897.1,2.77,8324.82,19.54,46.5,,
2022-09-09,4093.79,6316.97,6.32,6913.58,2.77,8306.24,23.69,45.9,,
2022-09-13,4111.11,6300.42,6.3,6904.08,2.76,8315.66,24.03,45.2,,
2022-09-14,4065.36,6249.96,6.25,6829.56,2.74,8225.7,18.52,45.9,,
2022-09-15,4027.12,6107.8,6.11,6619.19,2.65,7975.69,17.3,45.2,,
2022-09-16,3932.68,5954.5,5.96,6481.24,2.6,7803.69,18.67,44.2,,
2022-09-19,3928.0,5913.15,5.92,6399.8,2.57,7707.64,12.79,44.8,,
2022-09-20,3932.84,5958.29,5.95,6482.13,2.6,7837.61,11.45,45.5,,
2022-09-21,3903.73,5978.58,5.98,6480.6,2.6,7856.82,10.44,45.5,,
2022-09-22,3869.34,5965.89,5.97,6487.27,2.6,7853.85,10.77,47.7,,
2022-09-23,3856.02,5889.6,5.9,6363.68,2.55,7676.97,10.56,48.7,,
2022-09-26,3836.68,5806.32,5.81,6283.59,2.52,7560.48,11.01,47.7,,
2022-09-27,3892.3,5920.05,5.92,6409.78,2.57,7731.04,13.37,46.5,,
2022-09-28,3828.71,5769.52,5.78,6211.11,2.49,7487.21,8.99,45.8,,
2022-09-29,3827.14,5771.88,5.79,6228.78,2.5,7477.24,9.76,45.8,,
2022-09-30,3804.89,5714.06,5.71,6124.86,2.45,7364.67,8.75,46.5,,
2022-10-10,3720.94,5635.71,5.65,5984.5,2.4,7227.89,6.96,47.1,,
2022-10-11,3727.69,5684.51,5.68,6017.72,2.41,7296.41,6.18,48.4,,
2022-10-12,3784.31,5820.45,5.82,6192.65,2.48,7518.93,5.74,47.0,,
2022-10-13,3752.67,5830.34,5.83,6252.22,2.51,7590.16,10.15,44.7,,
2022-10-14,3842.47,5973.44,5.98,6406.46,2.57,7766.61,19.15,43.4,,
2022-10-17,3846.41,6015.6,6.01,6472.45,2.59,7869.28,20.51,42.5,,
2022-10-18,3838.27,6035.67,6.04,6508.5,2.6,7910.08,17.81,41.0,,
2022-10-19,3776.53,5972.72,5.98,6461.15,2.59,7855.78,15.67,41.0,,
2022-10-20,3754.93,5948.86,5.96,6429.7,2.58,7806.02,16.45,41.5,,
2022-10-21,3742.89,5956.88,5.96,6432.33,2.58,7818.7,18.68,40.6,,
2022-10-24,3633.37,5896.9,5.91,6378.43,2.56,7740.38,21.08,43.4,,
2022-10-25,3627.45,5869.78,5.87,6355.78,2.55,7729.08,23.79,45.6,,
2022-10-26,3656.9,5971.6,5.99,6491.69,2.6,7883.8,27.28,70.6,,
2022-10-27,3631.14,5963.0,5.97,6461.61,2.59,7840.27,30.78,74.0,,
2022-10-28,3541.33,5781.8,5.78,6239.93,2.5,7551.99,27.75,73.3,,
2022-10-31,3508.7,5807.11,5.81,6292.62,2.52,7630.53,27.96,69.1,,
2022-11-01,3634.17,5941.15,5.96,6439.82,2.59,7821.98,33.48,74.1,,
2022-11-02,3677.81,5997.8,6.0,6524.51,2.61,7929.7,46.2,76.1,,
2022-11-03,3647.9,5996.72,6.01,6566.84,2.63,7971.16,43.94,77.0,,
2022-11-04,3767.17,6133.46,6.16,6709.64,2.69,8126.03,53.83,78.0,,
2022-11-07,3775.3,6141.41,6.14,6713.64,2.69,8162.8,58.23,79.4,,
2022-11-08,3749.33,6134.26,6.15,6694.96,2.68,8156.39,48.97,78.2,,
2022-11-09,3714.27,6120.83,6.13,6676.01,2.67,8160.09,39.71,54.9,,
2022-11-10,3685.69,6089.7,6.11,6603.31,2.65,8104.79,39.27,58.9,,
2022-11-11,3788.44,6138.62,6.15,6643.48,2.66,8115.43,57.66,80.8,,
2022-11-14,3794.02,6129.51,6.14,6599.67,2.64,8073.82,59.6,80.1,,
2022-11-15,3865.97,6236.38,6.24,6752.51,2.7,8246.25,63.06,80.0,,
2022-11-16,3834.39,6203.92,6.21,6702.04,2.68,8201.17,60.56,74.6,,
2022-11-17,3818.66,6217.21,6.23,6714.5,2.69,8229.9,59.54,76.9,,
2022-11-18,3801.57,6191.65,6.21,6658.4,2.67,8162.15,60.78,75.2,,
2022-11-21,3769.13,6189.71,6.21,6689.33,2.68,8217.83,59.86,58.9,,
2022-11-22,3769.57,6125.4,6.14,6583.23,2.64,8088.31,56.47,56.8,,
2022-11-23,3773.53,6115.6,6.13,6567.99,2.63,8056.55,55.24,55.6,,
2022-11-24,3756.81,6120.07,6.13,6586.86,2.64,8089.42,49.57,55.8,,
2022-11-25,3775.78,6087.86,6.1,6512.16,2.61,7991.21,50.9,49.0,,
2022-11-28,3733.24,6055.28,6.07,6492.71,2.6,7964.55,50.79,44.8,,
2022-11-29,3848.42,6163.82,6.17,6594.32,2.64,8093.46,65.02,64.9,,
2022-11-30,3853.04,6156.15,6.16,6590.31,2.63,8092.26,73.49,66.9,,
2022-12-01,3894.77,6186.1,6.19,6658.43,2.67,8161.51,80.34,69.5,,
2022-12-02,3870.95,6168.01,6.18,6680.54,2.67,8207.76,73.26,62.0,,
2022-12-05,3946.88,6215.12,6.22,6714.37,2.69,8256.49,78.98,69.4,,
2022-12-06,3968.2,6211.25,6.22,6703.55,2.68,8214.63,84.39,71.2,,
2022-12-07,3958.44,6204.01,6.21,6705.29,2.68,8217.27,81.68,71.2,,
2022-12-08,3959.18,6186.28,6.2,6662.34,2.67,8171.94,76.93,52.9,,
2022-12-09,3998.24,6192.3,6.21,6680.38,2.67,8171.45,75.36,64.9,,
2022-12-12,3953.44,6154.81,6.18,6655.67,2.67,8157.07,74.38,62.9,,
2022-12-13,3945.68,6121.66,6.15,6593.67,2.64,8091.6,60.97,43.0,,
2022-12-14,3954.89,6096.39,6.12,6570.02,2.63,8060.31,61.06,38.2,,
2022-12-15,3951.99,6101.88,6.12,6597.55,2.64,8104.69,62.5,39.7,,
2022-12-16,3954.23,6072.86,6.1,6519.44,2.61,8008.13,65.64,44.4,,
2022-12-19,3893.22,5936.48,5.97,6390.77,2.56,7830.33,57.1,40.2,,
2022-12-20,3829.02,5878.03,5.91,6341.58,2.54,7781.61,51.22,41.5,,
2022-12-21,3830.54,5845.84,5.88,6289.14,2.52,7719.44,48.51,43.7,,
2022-12-22,3836.03,5779.06,5.81,6186.93,2.48,7594.4,48.17,45.6,,
2022-12-23,3828.22,5763.35,5.79,6160.75,2.47,7562.41,48.29,47.5,,
2022-12-26,3843.49,5843.26,5.86,6275.52,2.51,7707.31,50.97,48.4,,
2022-12-27,3887.85,5885.66,5.9,6325.63,2.53,7743.81,49.76,47.1,,
2022-12-28,3871.26,5862.1,5.88,6268.47,2.51,7659.52,50.77,45.6,,
2022-12-29,3856.7,5857.4,5.88,6261.83,2.51,7637.11,45.6,45.0,,
2022-12-30,3871.63,5864.47,5.89,6281.62,2.51,7677.64,43.67,44.6,,
2023-01-03,3887.9,5955.9,5.97,6423.7,2.57,7875.71,46.28,43.0,71,57
2023-01-04,3892.95,5952.45,5.97,6421.28,2.57,7894.4,56.1,42.1,92,72
2023-01-05,3968.58,6010.46,6.03,6485.47,2.6,7954.43,66.44,42.6,84,61
2023-01-06,3980.89,6012.82,6.04,6500.32,2.6,7956.38,70.05,43.2,92,80
2023-01-09,4013.12,6040.02,6.05,6535.75,2.61,7997.59,69.26,42.9,91,82
2023-01-10,4017.47,6048.3,6.07,6540.2,2.61,7997.17,64.95,43.2,84,85
2023-01-11,4010.03,6014.16,6.04,6486.9,2.6,7933.87,61.23,43.2,78,79
2023-01-12,4017.87,6015.29,6.03,6489.57,2.6,7934.5,60.54,42.0,66,52
2023-01-13,4074.38,6057.69,6.08,6517.51,2.61,7953.85,60.98,40.2,72,63
2023-01-16,4137.96,6126.18,6.14,6591.81,2.64,8032.3,75.98,42.8,80,76
2023-01-17,4137.24,6132.64,6.15,6597.49,2.63,8025.63,80.36,42.8,91,85
2023-01-18,4130.31,6151.46,6.18,6613.01,2.65,8053.03,70.51,43.0,95,87
2023-01-19,4156.01,6204.33,6.23,6676.08,2.67,8109.15,71.19,42.9,87,88
2023-01-20,4181.53,6251.43,6.28,6736.85,2.7,8185.15,75.71,43.2,85,89
2023-01-30,4201.35,6283.33,6.3,6786.45,2.71,8292.67,92.66,78.1,86,87
2023-01-31,4156.86,6289.15,6.3,6805.28,2.72,8328.12,98.2,75.5,89,87
2023-02-01,4195.93,6365.91,6.38,6916.72,2.76,8472.51,95.94,78.1,81,80
2023-02-02,4181.15,6370.14,6.39,6933.23,2.77,8493.99,99.1,71.0,87,86
2023-02-03,4141.63,6343.69,6.36,6925.08,2.77,8493.54,94.7,77.8,88,78
2023-02-06,4086.88,6302.33,6.33,6891.41,2.76,8477.38,87.03,75.2,53,51
2023-02-07,4094.23,6317.24,6.33,6924.32,2.77,8528.29,81.73,72.3,17,39
2023-02-08,4076.14,6268.28,6.29,6877.72,2.75,8477.25,79.14,52.9,24,32
2023-02-09,4130.86,6354.56,6.38,6999.18,2.8,8607.68,80.72,64.9,64,54
2023-02-10,4106.31,6334.25,6.36,6975.39,2.79,8576.63,81.18,66.9,83,63
2023-02-13,4143.57,6383.83,6.39,7052.18,2.82,8666.49,86.94,69.5,74,69
2023-02-14,4145.29,6397.21,6.41,7061.45,2.82,8674.88,87.06,67.4,91,72
2023-02-15,4123.69,6384.35,6.4,7063.6,2.82,8700.14,84.69,71.9,82,76
2023-02-16,4093.49,6289.48,6.31,6925.2,2.77,8502.59,88.55,75.1,64,45
2023-02-17,4034.51,6237.41,6.26,6868.55,2.75,8441.03,82.26,77.6,43,30
2023-02-20,4133.49,6346.07,6.36,6959.36,2.78,8547.45,79.43,77.6,44,49
2023-02-21,4144.35,6383.42,6.4,6990.48,2.79,8588.23,79.76,76.6,71,53
2023-02-22,4106.95,6375.07,6.39,6998.43,2.8,8599.21,66.35,52.9,86,36
2023-02-23,4103.65,6360.32,6.38,6966.79,2.79,8562.3,58.0,47.5,57,34
2023-02-24,4061.05,6340.84,6.36,6944.82,2.78,8542.27,52.38,47.0,44,34
2023-02-27,4043.84,6307.21,6.33,6894.3,2.76,8474.07,46.08,50.2,46,28
2023-02-28,4069.46,6357.54,6.37,6955.57,2.78,8559.04,48.66,43.9,52,32
2023-03-01,4126.94,6402.14,6.41,7002.77,2.8,8627.46,55.9,44.3,68,54
2023-03-02,4117.74,6382.23,6.4,6972.31,2.79,8586.3,62.8,62.9,82,57
2023-03-03,4130.55,6390.32,6.4,6967.94,2.78,8571.5,63.9,58.9,92,49
2023-03-06,4109.01,6395.22,6.4,6997.04,2.8,8600.11,64.13,66.9,81,63
2023-03-07,4048.85,6284.3,6.3,6855.34,2.74,8413.24,61.81,66.9,47,36
2023-03-08,4034.11,6301.52,6.31,6891.46,2.75,8475.73,51.86,38.6,39,26
2023-03-09,4019.85,6285.95,6.31,6892.86,2.76,8479.46,38.1,38.0,32,34
2023-03-10,3967.14,6204.9,6.23,6798.3,2.72,8357.83,39.03,38.3,29,33
2023-03-13,4008.69,6245.0,6.26,6832.62,2.73,8396.39,44.11,44.5,38,29
2023-03-14,3984.7,6189.4,6.21,6769.85,2.71,8299.61,47.07,42.1,32,39
2023-03-15,3986.9,6224.64,6.24,6803.47,2.72,8357.1,47.85,43.0,30,33
2023-03-16,3939.15,6140.83,6.17,6689.78,2.68,8215.76,42.78,44.0,26,28
2023-03-17,3958.82,6183.18,6.2,6736.37,2.7,8286.71,54.15,62.9,31,50
2023-03-20,3939.08,6160.35,6.18,6721.45,2.69,8270.76,55.21,80.1,46,36
2023-03-21,3982.38,6234.68,6.25,6809.39,2.72,8389.24,57.11,70.0,32,43
2023-03-22,3999.44,6269.74,6.28,6840.33,2.73,8435.41,51.79,65.0,41,65
2023-03-23,4039.09,6305.76,6.32,6868.83,2.74,8440.39,61.04,72.1,83,59.0
2023-03-24,4027.05,6310.1,6.32,6867.95,2.74,8452.19,62.17,75.5,92,94.0
2023-03-27,4012.48,6311.6,6.32,6886.69,2.75,8471.75,61.62,75.6,87,71.0
2023-03-28,3999.51,6279.92,6.31,6825.38,2.73,8398.19,56.34,77.9,62,38.4
2023-03-29,4006.14,6260.55,6.28,6806.28,2.73,8369.68,49.92,78.2,46,32.0
2023-03-30,4038.53,6286.18,6.31,6807.64,2.72,8340.53,50.8,75.6,38,34.0
2023-03-31,4050.93,6339.82,6.36,6875.81,2.75,8437.32,49.67,72.1,74,54.0
2023-04-03,4090.57,6413.81,6.42,6962.2,2.78,8536.6,60.0,72.1,77,64.0
2023-04-04,4103.11,6408.9,6.43,6953.36,2.78,8481.12,66.0,72.7,82,69.0
2023-04-06,4096.64,6416.85,6.43,6983.03,2.79,8490.14,65.0,73.9,87,73.0
2023-04-07,4123.28,6464.47,6.48,7042.89,2.81,8577.06,67.0,76.3,84,75.0
2023-04-10,4104.81,6410.52,6.43,6968.57,2.79,8461.96,68.0,79.5,79,58.0
2023-04-11,4100.15,6420.88,6.43,6984.14,2.79,8491.66,65.0,77.8,74,39.0
2023-04-12,4097.29,6443.44,6.45,7021.02,2.81,8559.65,66.0,77.1,80,43.0
2023-04-13,4068.98,6404.65,6.43,6966.82,2.79,8495.74,64.0,76.4,71,41.0
2023-04-14,4092.0,6431.07,6.44,7020.09,2.8,8530.13,69.0,75.5,76,49.0
2023-04-17,4149.38,6459.24,6.47,7012.77,2.81,8515.1,68.0,82.7,79,54.0
2023-04-18,4162.03,6449.85,6.46,6997.07,2.8,8480.88,66.0,75.1,81,59.0
2023-04-19,4124.56,6416.97,6.43,6965.58,2.78,8452.66,58.0,67.3,91,52.0
2023-04-20,4113.02,6411.76,6.42,6963.9,2.79,8444.08,58.0,66.9,64,51.0
2023-04-21,4032.57,6250.54,6.27,6773.51,2.71,8197.21,52.0,66.1,51,51.0
2023-04-24,3982.64,6208.78,6.23,6725.27,2.69,8162.78,48.0,69.9,45,33.0
2023-04-25,3962.67,6118.15,6.13,6603.24,2.65,8001.24,40.0,68.5,43,34.0
2023-04-26,3959.23,6142.15,6.16,6624.4,2.65,8064.85,39.0,66.3,37,27.0
2023-04-27,3988.42,6157.94,6.19,6633.49,2.66,8048.7,39.0,66.4,32,25.0
2023-04-28,4029.09,6241.24,6.28,6723.3,2.69,8195.7,44.0,68.3,36,47.0
2023-05-04,4030.25,6262.39,6.28,6733.97,2.69,8234.47,49.0,71.3,79,60.0
2023-05-05,4016.88,6200.58,6.22,6653.65,2.66,8145.11,39.0,54.0,82,39.0
2023-05-08,4062.66,6248.58,6.26,6702.5,2.68,8205.27,44.0,73.1,80,53.0
2023-05-09,4027.88,6181.98,6.2,6611.64,2.65,8069.27,38.0,70.4,95,50.0
2023-05-10,3996.87,6173.81,6.19,6627.31,2.65,8110.63,37.0,48.8,54,39.0
2023-05-11,3990.66,6154.47,6.17,6622.52,2.65,8120.08,24.0,44.7,45,27.0
2023-05-12,3937.76,6091.65,6.11,6535.94,2.62,8013.86,13.0,36.3,36,32
2023-05-15,3998.89,6159.39,6.18,6585.91,2.63,8074.63,17.0,38.3,28,29
2023-05-16,3969.52,6099.08,6.13,6504.7,2.6,7977.14,15.0,40.6,83,35
2023-05-17,3960.17,6122.05,6.14,6554.98,2.62,8063.87,9.0,53.2,49,31
2023-05-18,3956.07,6128.18,6.15,6583.74,2.63,8114.7,9.0,44.1,46,40
2023-05-19,3944.54,6117.08,6.16,6602.32,2.65,8124.68,11.0,45.6,62,36
2023-05-22,3969.33,6115.32,6.15,6595.98,2.64,8133.27,10.0,52.0,54,42
2023-05-23,3913.19,6052.43,6.08,6528.45,2.62,8046.77,8.0,51.0,59,33
2023-05-24,3859.09,6005.79,6.04,6513.18,2.61,8039.99,8.0,47.3,48,27
2023-05-25,3850.5,5988.19,6.02,6501.0,2.61,8028.16,12.0,45.9,39,25
2023-05-26,3850.95,6034.98,6.07,6546.41,2.63,8092.98,20.0,51.0,41,32
2023-05-29,3833.94,6025.16,6.07,6534.12,2.62,8074.35,20.0,43.6,44,39
2023-05-30,3837.75,6061.31,6.1,6564.47,2.63,8124.6,25.0,48.5,39,29
2023-05-31,3798.54,6047.8,6.09,6561.65,2.63,8121.24,18.0,45.4,44,32
2023-06-01,3806.87,6051.46,6.1,6574.76,2.64,8144.44,21.0,47.6,56,43
2023-06-02,3861.83,6105.22,6.15,6626.28,2.66,8198.59,28.0,48.1,58,49
2023-06-05,3844.25,6097.11,6.14,6632.96,2.66,8225.91,20.0,45.9,81,58
2023-06-06,3808.16,5983.42,6.03,6489.81,2.6,8043.67,17.0,39.7,91,39
2023-06-07,3789.34,5987.01,6.03,6488.56,2.6,8077.09,16.0,38.1,54,23
2023-06-08,3820.19,5966.15,6.02,6442.48,2.59,8019.94,15.0,39.9,45,28
2023-06-09,3836.7,6009.58,6.07,6495.56,2.61,8079.21,29.0,45.1,48,41
2023-06-12,3844.43,6027.71,6.09,6530.16,2.62,8126.63,30.0,49.2,57,48
2023-06-13,3864.91,6044.04,6.11,6554.96,2.63,8164.18,30.0,44.9,70,51
2023-06-14,3864.02,6044.08,6.11,6578.12,2.64,8179.04,33.0,51.2,90,57
2023-06-15,3925.5,6096.81,6.17,6613.95,2.66,8211.72,41.0,62.3,82,59
2023-06-16,3963.35,6148.01,6.21,6669.01,2.68,8290.2,47.0,63.8,84,62
2023-06-19,3930.91,6131.38,6.2,6693.3,2.69,8325.09,47.0,62.7,93,66
2023-06-20,3924.24,6126.11,6.2,6693.91,2.69,8311.06,51.0,62.1,91,70
2023-06-21,3864.03,5990.85,6.07,6548.41,2.64,8142.66,43.0,48.6,56,34
2023-06-26,3809.7,5887.03,5.97,6420.97,2.59,7963.09,39.0,35.5,56,31
2023-06-27,3845.43,5948.0,6.02,6507.27,2.62,8093.38,34.0,37.2,48,29
2023-06-28,3840.8,5942.31,6.03,6475.51,2.61,8041.69,32.0,38.6,41,27
2023-06-29,3821.84,5940.58,6.02,6520.04,2.62,8119.47,27.0,37.6,52,42
2023-06-30,3842.45,5998.73,6.1,6602.04,2.66,8221.36,32.0,40.2,71,48
2023-07-03,3892.88,6042.31,6.12,6612.88,2.66,8233.12,38.0,62.0,81,57
2023-07-04,3899.01,6055.26,6.14,6638.45,2.67,8271.76,41.0,54.4,94,65
2023-07-05,3868.81,6020.82,6.11,6584.42,2.65,8206.88,30.0,41.6,74,48
2023-07-06,3842.75,5988.55,6.07,6567.08,2.64,8195.6,31.0,36.9,57,40
2023-07-07,3825.7,5961.61,6.06,6521.43,2.63,8137.47,26.0,37.3,43,34
2023-07-10,3844.33,5984.28,6.08,6526.85,2.63,8134.5,27.0,42.7,40,33
2023-07-11,3869.49,6029.23,6.13,6579.37,2.65,8201.8,29.0,44.7,47,29
2023-07-12,3843.44,5962.79,6.07,6482.99,2.61,8078.16,29.0,41.3,76,40
2023-07-13,3898.42,6044.06,6.15,6548.31,2.64,8153.75,47.0,52.2,81,46
2023-07-14,3899.1,6030.52,6.13,6544.46,2.64,8156.91,48.0,50.2,92,55
2023-07-17,3867.17,6012.69,6.11,6516.56,2.63,8134.27,35.0,45.2,59,39
2023-07-18,3854.94,6001.8,6.1,6510.03,2.63,8122.11,18.0,42.9,52,30
2023-07-19,3850.87,5993.41,6.09,6492.35,2.62,8100.63,16.0,52.3,48,29
2023-07-20,3823.69,5925.48,6.03,6408.76,2.59,7989.23,13.0,50.4,43,25
2023-07-21,3821.91,5925.63,6.03,6401.42,2.58,7966.99,23.0,48.9,38,26
