日期,沪深300,中证500,中证500ETF,中证1000,中证1000ETF,国证2000,长周期指数,强弱指数,顶部指数,底部指数
2019-01-02,2969.54,4131.96,3.85,4408.53,2.4,4969.8,9.9,39.6,,
2019-01-03,2964.84,4112.81,3.84,4376.86,2.4,4945.61,12.05,39.6,,
2019-01-04,3035.87,4210.88,3.94,4497.89,2.4,5072.21,28.28,41.4,,
2019-01-07,3054.3,4288.32,4.01,4594.15,2.4,5184.98,46.07,45.6,,
2019-01-08,3047.7,4277.3,4.0,4585.03,2.4,5180.1,43.02,48.3,,
2019-01-09,3078.48,4288.77,4.0,4594.74,2.4,5194.47,57.86,70.6,,
2019-01-10,3072.69,4281.86,4.01,4582.48,2.4,5187.94,54.49,58.9,,
2019-01-11,3094.78,4314.88,4.03,4621.61,2.4,5233.33,52.19,51.0,,
2019-01-14,3067.78,4286.55,4.01,4594.19,2.4,5212.11,39.04,52.5,,
2019-01-15,3127.99,4347.36,4.06,4644.17,2.4,5262.73,59.48,56.6,,
2019-01-16,3128.65,4336.88,4.06,4637.2,2.4,5246.57,63.09,53.4,,
2019-01-17,3111.42,4303.73,4.03,4595.49,2.4,5194.02,64.64,51.8,,
2019-01-18,3168.17,4347.81,4.07,4626.41,2.4,5211.9,76.45,62.9,,
2019-01-21,3185.64,4373.63,4.08,4655.11,2.4,5243.27,82.41,62.9,,
2019-01-22,3143.32,4308.25,4.02,4603.2,2.4,5196.67,70.69,49.2,,
2019-01-23,3141.05,4315.68,4.03,4609.67,2.4,5212.54,65.04,39.1,,
2019-01-24,3158.78,4338.17,4.06,4635.75,2.4,5234.89,71.34,44.7,,
2019-01-25,3184.47,4318.44,4.04,4607.94,2.4,5194.52,81.38,60.9,,
2019-01-28,3183.78,4307.22,4.02,4570.4,2.4,5153.44,82.05,54.9,,
2019-01-29,3193.97,4254.29,3.97,4490.05,2.4,5046.68,76.75,51.0,,
2019-01-30,3168.48,4211.62,3.94,4423.14,2.4,4963.23,70.66,48.0,,
2019-01-31,3201.63,4176.47,3.91,4355.74,2.4,4876.09,71.1,49.3,,
2019-02-01,3247.4,4294.27,4.03,4482.99,2.4,5005.9,73.71,45.3,,
2019-02-11,3306.47,4402.87,4.12,4611.83,2.4,5141.08,78.55,60.9,,
2019-02-12,3330.34,4439.48,4.14,4675.79,2.4,5214.09,93.0,80.1,,
2019-02-13,3397.03,4512.41,4.22,4759.83,2.4,5303.78,96.73,73.9,,
2019-02-14,3402.14,4532.17,4.23,4780.04,2.4,5334.09,98.42,68.5,,
2019-02-15,3338.7,4502.73,4.2,4773.51,2.4,5333.52,94.82,76.2,,
2019-02-18,3445.74,4661.0,4.37,4942.88,2.4,5512.24,99.66,80.2,,
2019-02-19,3439.61,4667.28,4.35,4963.75,2.4,5536.95,98.65,80.3,,
2019-02-20,3451.93,4667.62,4.34,4967.04,2.4,5550.2,98.42,80.2,,
2019-02-21,3442.71,4659.14,4.35,4947.66,2.4,5535.96,98.76,80.3,,
2019-02-22,3520.12,4777.3,4.48,5059.51,2.4,5656.63,99.66,80.7,,
2019-02-25,3729.48,5044.35,4.78,5324.25,2.4,5933.07,99.66,80.7,,
2019-02-26,3684.69,5038.54,4.72,5323.76,2.4,5921.72,99.66,80.7,,
2019-02-27,3678.39,5017.88,4.68,5310.27,2.4,5911.48,99.1,80.7,,
2019-02-28,3669.37,5025.29,4.69,5330.34,2.4,5935.11,97.29,80.1,,
2019-03-01,3749.71,5067.23,4.74,5364.37,2.4,5966.2,97.74,79.3,,
2019-03-04,3794.1,5158.25,4.81,5482.3,2.4,6078.61,98.87,79.0,,
2019-03-05,3816.01,5295.29,4.95,5654.31,2.4,6260.11,98.87,78.4,,
2019-03-06,3848.09,5390.03,5.04,5776.97,2.4,6396.22,98.76,78.6,,
2019-03-07,3808.85,5458.62,5.09,5877.3,2.4,6517.21,97.64,79.1,,
2019-03-08,3657.58,5245.7,4.92,5633.32,2.4,6228.19,94.61,79.9,,
2019-03-11,3729.95,5456.38,5.1,5876.34,2.4,6504.54,91.91,79.5,,
2019-03-12,3755.35,5551.0,5.18,6006.18,2.4,6646.87,91.34,79.7,,
2019-03-13,3724.19,5424.86,5.06,5866.63,2.4,6522.47,88.77,79.1,,
2019-03-14,3698.49,5298.5,4.94,5688.95,2.4,6319.97,84.14,76.4,,
2019-03-15,3745.01,5359.01,4.99,5777.11,2.4,6422.98,83.46,72.8,,
2019-03-18,3851.75,5501.18,5.15,5916.34,2.4,6559.59,82.11,70.0,,
2019-03-19,3833.96,5522.18,5.14,5941.91,2.4,6597.81,80.09,58.9,,
2019-03-20,3835.44,5515.79,5.15,5926.17,2.4,6598.32,77.72,56.8,,
2019-03-21,3836.89,5589.48,5.2,5990.64,2.4,6683.36,80.76,62.9,,
2019-03-22,3833.8,5622.14,5.26,6014.55,2.4,6727.55,78.3,58.9,,
2019-03-25,3742.83,5549.67,5.18,5961.44,2.4,6681.53,70.54,58.9,,
2019-03-26,3700.44,5394.88,5.03,5788.36,2.4,6497.88,65.48,56.2,,
2019-03-27,3743.39,5447.88,5.09,5826.53,2.4,6542.89,64.9,55.5,,
2019-03-28,3728.4,5370.12,5.02,5747.86,2.4,6444.85,61.31,51.5,,
2019-03-29,3872.34,5547.66,5.19,5911.21,2.4,6609.93,66.92,49.2,,
2019-04-01,3973.93,5757.84,5.39,6137.73,2.4,6857.73,75.05,72.3,,
2019-04-02,3971.29,5775.55,5.39,6174.94,2.4,6906.07,74.95,72.3,,
2019-04-03,4022.16,5836.04,5.45,6237.02,2.4,6979.22,72.36,71.8,,
2019-04-04,4062.23,5871.56,5.5,6260.07,2.4,7006.36,71.23,66.7,,
2019-04-08,4057.23,5847.63,5.44,6230.21,2.4,6990.65,74.5,72.3,,
2019-04-09,4075.43,5858.05,5.46,6245.43,2.4,7021.79,66.39,56.8,,
2019-04-10,4085.85,5850.76,5.45,6235.71,2.4,7022.73,60.32,52.9,,
2019-04-11,3997.58,5727.17,5.36,6106.95,2.4,6902.48,55.04,52.4,,
2019-04-12,3988.62,5714.37,5.34,6101.2,2.4,6898.76,49.04,54.1,,
2019-04-15,3975.52,5655.98,5.27,6052.05,2.4,6844.24,42.19,46.7,,
2019-04-16,4085.79,5777.01,5.4,6179.8,2.4,6981.92,45.58,42.9,,
2019-04-17,4087.24,5807.73,5.41,6234.11,2.4,7059.38,46.49,40.7,,
2019-04-18,4072.08,5775.17,5.39,6202.84,2.4,7018.31,40.97,38.8,,
2019-04-19,4120.61,5810.18,5.44,6255.25,2.4,7070.34,37.69,39.0,,
2019-04-22,4025.61,5723.04,5.35,6192.14,2.4,6995.98,33.44,39.0,,
2019-04-23,4019.01,5628.06,5.25,6078.27,2.4,6857.91,32.76,39.4,,
2019-04-24,4030.09,5679.73,5.3,6153.39,2.4,6930.59,34.53,40.2,,
2019-04-25,3941.82,5458.42,5.11,5899.91,2.4,6636.04,23.87,41.3,,
2019-04-26,3889.27,5408.03,5.06,5834.38,2.4,6549.28,22.63,43.3,,
2019-04-29,3900.33,5265.6,4.94,5622.48,2.4,6295.58,15.55,45.6,,
2019-04-30,3913.21,5307.56,4.95,5682.24,2.4,6360.0,10.15,47.5,,
2019-05-06,3684.62,4908.8,4.59,5246.83,2.4,5875.74,7.34,47.8,,
2019-05-07,3720.67,4973.4,4.63,5312.5,2.4,5964.74,7.68,48.7,,
2019-05-08,3667.46,4947.74,4.61,5292.75,2.4,5954.54,3.95,48.7,,
2019-05-09,3599.7,4888.41,4.57,5237.82,2.4,5909.22,2.82,48.7,,
2019-05-10,3730.45,5064.32,4.73,5445.53,2.4,6129.69,5.3,47.7,,
2019-05-13,3668.73,5005.9,4.66,5405.61,2.4,6105.7,4.63,47.7,,
2019-05-14,3645.15,4965.61,4.64,5368.23,2.4,6067.76,3.72,47.7,,
2019-05-15,3727.09,5076.56,4.73,5486.39,2.4,6211.66,5.63,46.7,,
2019-05-16,3743.96,5108.36,4.78,5527.27,2.4,6248.02,6.19,45.5,,
2019-05-17,3648.76,4942.58,4.63,5330.99,2.4,6020.78,4.63,44.8,,
2019-05-20,3617.79,4923.56,4.59,5313.15,2.4,6001.47,2.6,44.4,,
2019-05-21,3666.78,5009.87,4.67,5418.05,2.4,6113.32,2.81,44.1,,
2019-05-22,3649.38,4976.39,4.65,5395.43,2.4,6081.16,2.71,44.4,,
2019-05-23,3583.96,4872.92,4.56,5267.83,2.4,5938.8,1.8,45.3,,
2019-05-24,3593.91,4841.76,4.54,5200.77,2.4,5880.13,2.02,47.0,,
2019-05-27,3637.2,4962.95,4.64,5354.63,2.4,6051.63,3.7,47.3,,
2019-05-28,3672.26,4955.49,4.63,5354.53,2.4,6062.22,10.69,46.3,,
2019-05-29,3663.91,4956.86,4.63,5376.51,2.4,6085.06,10.46,46.3,,
2019-05-30,3641.18,4926.4,4.62,5341.98,2.4,6042.68,8.2,46.0,,
2019-05-31,3629.79,4912.0,4.59,5334.25,2.4,6031.37,8.2,45.3,,
2019-06-03,3632.01,4853.82,4.56,5255.07,2.4,5939.12,15.39,43.8,,
2019-06-04,3598.47,4795.41,4.5,5160.98,2.4,5833.96,13.37,44.8,,
2019-06-05,3597.11,4783.82,4.48,5158.47,2.4,5837.21,13.13,45.1,,
2019-06-06,3564.68,4678.78,4.38,5030.8,2.4,5683.37,13.13,45.8,,
2019-06-10,3610.74,4725.26,4.43,5098.94,2.4,5749.77,11.11,46.5,,
2019-06-11,3719.28,4901.47,4.61,5289.62,2.4,5965.84,23.28,47.1,,
2019-06-12,3691.1,4863.49,4.56,5264.89,2.4,5940.22,29.83,46.8,,
2019-06-13,3685.39,4877.65,4.58,5294.11,2.4,5981.39,24.42,44.9,,
2019-06-14,3654.88,4795.53,4.51,5173.07,2.4,5840.44,15.85,42.7,,
2019-06-17,3654.82,4802.82,4.51,5160.67,2.4,5839.93,14.71,42.7,,
2019-06-18,3667.62,4797.15,4.49,5160.88,2.4,5834.12,16.5,44.0,,
2019-06-19,3715.94,4858.92,4.55,5234.28,2.4,5918.59,20.11,42.8,,
2019-06-20,3828.52,4954.73,4.65,5317.31,2.4,6004.69,37.82,60.9,,
2019-06-21,3833.94,5021.31,4.71,5406.04,2.4,6108.14,48.5,68.8,,
2019-06-24,3841.27,5024.2,4.71,5403.8,2.4,6104.28,47.48,58.9,,
2019-06-25,3801.31,4974.99,4.66,5351.69,2.4,6043.92,33.87,58.9,,
2019-06-26,3794.33,4962.59,4.66,5351.39,2.4,6036.1,25.97,52.9,,
2019-06-27,3834.82,5007.48,4.7,5397.57,2.4,6072.54,26.74,53.3,,
2019-06-28,3825.59,4950.48,4.66,5321.43,2.4,5982.18,27.54,47.7,,
2019-07-01,3935.81,5100.26,4.78,5481.41,2.4,6158.79,46.69,74.0,,
2019-07-02,3937.17,5084.41,4.77,5483.52,2.4,6155.92,54.13,68.8,,
2019-07-03,3893.53,5040.72,4.74,5428.51,2.4,6094.18,47.24,58.9,,
2019-07-04,3873.1,5025.02,4.72,5404.38,2.4,6072.96,39.79,39.1,,
2019-07-05,3893.2,5042.66,4.74,5424.25,2.4,6092.92,37.61,47.0,,
2019-07-08,3802.79,4870.78,4.58,5244.27,2.4,5879.41,27.42,49.6,,
2019-07-09,3793.13,4881.62,4.58,5260.34,2.4,5904.54,21.68,44.7,,
2019-07-10,3786.74,4843.86,4.56,5214.64,2.4,5862.32,19.42,42.5,,
2019-07-11,3785.22,4844.55,4.56,5206.4,2.4,5860.79,20.77,44.2,,
2019-07-12,3808.73,4861.57,4.58,5219.19,2.4,5877.47,24.13,45.4,,
2019-07-15,3824.19,4925.32,4.63,5273.81,2.4,5934.01,26.5,45.8,,
2019-07-16,3806.84,4932.05,4.64,5285.23,2.4,5950.27,27.63,45.5,,
2019-07-17,3804.64,4929.08,4.63,5289.42,2.4,5955.02,24.82,44.4,,
2019-07-18,3768.4,4844.11,4.57,5194.6,2.4,5845.41,23.7,43.3,,
2019-07-19,3807.96,4878.69,4.59,5220.03,2.4,5871.54,27.51,42.0,,
2019-07-22,3781.68,4776.57,4.51,5073.33,2.4,5689.85,26.73,42.4,,
2019-07-23,3789.91,4823.92,4.54,5131.1,2.4,5766.38,26.83,43.6,,
2019-07-24,3819.83,4873.03,4.58,5194.83,2.4,5841.79,29.08,43.4,,
2019-07-25,3851.07,4891.64,4.6,5211.09,2.4,5858.86,33.6,42.9,,
2019-07-26,3858.57,4898.11,4.61,5216.6,2.4,5861.75,33.02,43.2,,
2019-07-29,3854.27,4897.02,4.61,5218.98,2.4,5860.83,25.59,44.3,,
2019-07-30,3870.32,4922.92,4.64,5239.72,2.4,5884.15,30.89,42.4,,
2019-07-31,3835.36,4903.2,4.63,5200.09,2.4,5843.83,32.13,43.2,,
2019-08-01,3803.47,4870.47,4.59,5173.23,2.4,5820.27,29.53,43.7,,
2019-08-02,3747.44,4809.92,4.53,5091.06,2.4,5722.66,32.73,43.7,,
2019-08-05,3675.69,4751.98,4.48,5032.64,2.4,5662.21,34.42,43.0,,
2019-08-06,3636.33,4650.56,4.38,4899.82,2.4,5493.2,34.46,46.8,,
2019-08-07,3621.43,4626.36,4.36,4885.44,2.4,5471.95,30.85,46.5,,
2019-08-08,3669.29,4656.1,4.38,4923.33,2.4,5501.5,24.95,45.8,,
2019-08-09,3633.53,4600.35,4.34,4869.79,2.4,5437.34,25.52,44.5,,
2019-08-12,3699.1,4685.04,4.42,4952.22,2.4,5535.97,31.02,43.6,,
2019-08-13,3665.75,4658.39,4.39,4928.46,2.4,5506.52,23.02,41.4,,
2019-08-14,3682.4,4683.84,4.41,4961.75,2.4,5541.51,33.39,40.9,,
2019-08-15,3694.0,4706.55,4.43,4985.42,2.4,5562.82,41.84,42.4,,
2019-08-16,3710.54,4722.66,4.45,5013.58,2.4,5591.46,43.54,46.2,,
2019-08-19,3791.09,4875.04,4.61,5173.18,2.4,5763.43,69.55,74.0,,
2019-08-20,3787.73,4872.61,4.59,5185.27,2.4,5780.53,70.91,75.5,,
2019-08-21,3781.76,4882.72,4.6,5186.62,2.4,5787.26,66.51,73.9,,
2019-08-22,3793.51,4887.91,4.6,5208.55,2.4,5816.88,61.2,68.7,,
2019-08-23,3820.86,4887.9,4.61,5197.55,2.4,5799.39,62.77,71.5,,
2019-08-26,3765.91,4855.46,4.57,5168.68,2.4,5763.35,62.91,70.8,,
2019-08-27,3816.95,4936.12,4.64,5266.66,2.4,5872.73,71.68,71.5,,
2019-08-28,3802.58,4928.19,4.64,5256.18,2.4,5873.82,74.72,71.8,,
2019-08-29,3790.19,4934.18,4.65,5260.95,2.4,5871.59,73.13,73.7,,
2019-08-30,3799.59,4886.49,4.61,5182.96,2.4,5776.92,78.42,75.7,,
2019-09-02,3848.32,5008.3,4.72,5317.53,2.4,5923.57,87.3,77.7,,
2019-09-03,3853.61,5044.18,4.75,5357.06,2.4,5968.25,91.34,78.1,,
2019-09-04,3886.0,5093.27,4.82,5394.71,2.4,6016.04,95.17,79.4,,
2019-09-05,3925.32,5138.41,4.85,5445.57,2.4,6070.31,97.31,80.8,,
2019-09-06,3948.51,5154.64,4.86,5468.46,2.4,6097.01,98.99,80.7,,
2019-09-09,3972.95,5263.46,4.96,5602.24,2.4,6236.97,98.53,80.5,,
2019-09-10,3959.27,5245.31,4.95,5614.58,2.4,6255.8,99.44,80.2,,
2019-09-11,3930.1,5217.29,4.93,5566.41,2.4,6214.12,96.39,79.6,,
2019-09-12,3972.38,5242.61,4.94,5592.92,2.4,6247.61,95.6,78.3,,
2019-09-16,3957.72,5250.34,4.95,5627.24,2.4,6278.35,92.9,77.3,,
2019-09-17,3891.22,5140.45,4.84,5492.22,2.4,6128.64,89.2,76.4,,
2019-09-18,3910.08,5141.04,4.85,5485.88,2.4,6130.17,86.59,72.8,,
2019-09-19,3924.38,5191.67,4.89,5550.41,2.4,6202.5,83.31,54.9,,
2019-09-20,3935.65,5204.48,4.9,5556.48,2.4,6208.86,84.9,64.9,,
2019-09-23,3890.66,5171.48,4.88,5501.21,2.4,6154.23,83.67,56.8,,
2019-09-24,3901.08,5180.74,4.88,5528.89,2.4,6171.2,85.13,64.9,,
2019-09-25,3870.98,5087.01,4.8,5421.62,2.4,6047.29,80.87,60.9,,
2019-09-26,3841.14,4970.24,4.69,5244.08,2.4,5851.46,78.96,62.9,,
2019-09-27,3852.65,5005.63,4.72,5291.44,2.4,5909.25,72.74,38.2,,
2019-09-30,3814.53,4940.9,4.65,5232.39,2.4,5844.6,61.12,39.2,,
2019-10-08,3837.68,4941.76,4.66,5237.18,2.4,5855.72,54.27,39.4,,
2019-10-09,3843.24,4982.95,4.7,5285.15,2.4,5917.86,54.95,44.6,,
2019-10-10,3874.64,5046.36,4.75,5366.93,2.4,6000.1,60.14,39.6,,
2019-10-11,3911.73,5055.52,4.78,5370.65,2.4,6010.84,61.29,39.6,,
2019-10-14,3953.24,5131.13,4.83,5455.61,2.4,6105.64,69.62,40.4,,
2019-10-15,3936.25,5061.0,4.77,5375.53,2.4,6035.13,63.56,40.3,,
2019-10-16,3922.69,5038.36,4.74,5353.02,2.4,6001.66,57.8,39.6,,
2019-10-17,3925.22,5029.85,4.75,5347.27,2.4,5993.6,54.96,39.9,,
2019-10-18,3869.38,4961.81,4.68,5280.53,2.4,5918.38,48.67,40.1,,
2019-10-21,3880.84,4951.04,4.67,5247.3,2.4,5890.51,48.67,39.8,,
2019-10-22,3895.88,5005.55,4.71,5312.46,2.4,5964.59,51.12,41.6,,
2019-10-23,3871.08,4967.19,4.69,5269.72,2.4,5926.51,43.48,43.8,,
2019-10-24,3870.67,4958.25,4.68,5259.45,2.4,5919.75,39.44,45.7,,
2019-10-25,3896.79,4994.57,4.72,5300.09,2.4,5957.28,43.05,46.0,,
2019-10-28,3926.59,5084.47,4.78,5425.75,2.4,6080.54,61.62,46.0,,
2019-10-29,3910.23,5007.71,4.72,5366.75,2.4,5998.3,63.8,45.9,,
2019-10-30,3891.23,4947.9,4.67,5313.42,2.4,5923.87,64.34,44.4,,
2019-10-31,3886.75,4917.42,4.64,5253.88,2.4,5846.33,66.1,42.3,,
2019-11-01,3952.39,4962.35,4.69,5303.99,2.4,5900.7,65.63,41.9,,
2019-11-04,3978.12,4987.84,4.7,5337.08,2.4,5922.56,70.92,41.5,,
2019-11-05,4002.81,5025.3,4.73,5352.06,2.4,5926.08,73.18,39.8,,
2019-11-06,3984.88,4974.73,4.69,5304.84,2.4,5867.66,69.46,39.3,,
2019-11-07,3991.87,5007.07,4.72,5340.17,2.4,5911.59,61.68,39.1,,
2019-11-08,3973.01,4988.29,4.71,5321.78,2.4,5894.87,57.75,39.1,,
2019-11-11,3902.98,4876.16,4.6,5183.57,2.4,5743.32,45.52,38.8,,
2019-11-12,3903.69,4881.61,4.6,5196.72,2.4,5761.9,44.94,38.6,,
2019-11-13,3899.98,4875.54,4.6,5181.49,2.4,5736.29,40.19,39.7,,
2019-11-14,3905.86,4912.11,4.63,5216.64,2.4,5774.03,42.78,40.3,,
2019-11-15,3877.09,4868.44,4.6,5152.56,2.4,5693.91,47.4,40.3,,
2019-11-18,3907.93,4892.46,4.62,5189.35,2.4,5738.26,49.97,41.3,,
2019-11-19,3947.04,4975.11,4.69,5286.15,2.4,5839.68,53.8,41.0,,
2019-11-20,3907.86,4946.28,4.66,5259.47,2.4,5803.7,56.86,40.5,,
2019-11-21,3889.6,4945.72,4.67,5250.67,2.4,5795.71,51.56,40.3,,
2019-11-22,3849.99,4904.08,4.62,5181.11,2.4,5734.74,47.54,42.2,,
2019-11-25,3878.21,4901.5,4.62,5151.37,2.4,5701.45,50.04,42.7,,
2019-11-26,3891.65,4882.16,4.61,5147.73,2.4,5694.71,52.59,43.0,,
2019-11-27,3875.62,4904.26,4.63,5145.97,2.4,5694.04,48.96,42.8,,
2019-11-28,3862.3,4889.26,4.62,5131.13,2.4,5679.25,45.79,44.7,,
2019-11-29,3828.67,4894.94,4.62,5126.61,2.4,5684.26,36.7,44.7,,
2019-12-02,3836.06,4905.42,4.63,5137.78,2.4,5691.53,37.16,44.7,,
2019-12-03,3851.09,4926.45,4.65,5171.36,2.4,5728.19,38.4,45.7,,
2019-12-04,3849.82,4920.67,4.64,5179.69,2.4,5731.42,41.99,46.1,,
2019-12-05,3879.36,4967.6,4.69,5238.13,2.4,5796.18,52.37,45.1,,
2019-12-06,3902.39,5010.51,4.73,5275.51,2.4,5832.95,63.07,45.4,,
2019-12-09,3895.45,5024.6,4.74,5294.28,2.4,5850.14,75.32,62.9,,
2019-12-10,3900.38,5049.05,4.77,5326.36,2.4,5880.52,79.72,68.8,,
2019-12-11,3902.75,5027.28,4.75,5304.88,2.4,5868.53,80.62,66.8,,
2019-12-12,3891.02,5012.0,4.74,5304.42,2.4,5860.21,77.36,63.7,,
2019-12-13,3968.22,5073.69,4.8,5375.98,2.4,5925.43,89.53,70.0,,
2019-12-16,3987.55,5166.04,4.88,5476.99,2.4,6034.19,94.28,73.6,,
2019-12-17,4041.8,5236.06,4.95,5545.62,2.4,6107.95,94.28,76.0,,
2019-12-18,4032.78,5235.13,4.95,5543.79,2.4,6119.96,95.29,78.3,,
2019-12-19,4027.15,5241.74,4.96,5568.11,2.4,6157.2,94.49,80.3,,
2019-12-20,4017.25,5184.68,4.91,5501.16,2.4,6088.59,93.36,79.5,,
2019-12-23,3967.1,5084.35,4.8,5377.09,2.4,5953.3,89.43,78.5,,
2019-12-24,3992.96,5162.07,4.87,5471.74,2.4,6050.54,85.25,76.1,,
2019-12-25,3990.87,5183.1,4.9,5504.42,2.4,6078.25,84.45,74.2,,
2019-12-26,4025.99,5219.14,4.93,5543.66,2.4,6126.59,88.4,72.5,,
2019-12-27,4022.03,5179.19,4.89,5498.93,2.4,6076.85,91.79,72.2,,
2019-12-30,4081.63,5241.94,4.96,5530.0,2.4,6102.17,93.59,72.7,,
2019-12-31,4096.58,5267.66,4.98,5567.03,2.4,6141.69,90.21,73.4,,
2020-01-02,4152.24,5366.14,5.08,5676.56,2.4,6262.91,96.18,75.3,,
2020-01-03,4144.96,5380.64,5.09,5706.04,2.4,6299.53,96.97,77.2,,
2020-01-06,4129.3,5434.85,5.14,5764.73,2.4,6354.84,96.3,78.3,,
2020-01-07,4160.23,5499.84,5.21,5852.36,2.4,6447.96,96.97,78.7,,
2020-01-08,4112.32,5423.8,5.14,5772.47,2.4,6355.39,94.05,80.2,,
2020-01-09,4164.37,5497.54,5.2,5864.18,2.4,6461.29,94.94,79.8,,
2020-01-10,4163.18,5480.23,5.18,5851.89,2.4,6449.2,93.01,77.9,,
2020-01-13,4203.99,5559.63,5.27,5926.72,2.4,6524.57,91.44,75.5,,
2020-01-14,4189.89,5542.33,5.24,5914.11,2.4,6527.43,89.65,74.3,,
2020-01-15,4166.73,5530.03,5.23,5913.52,2.4,6512.46,84.14,71.3,,
2020-01-16,4149.04,5527.67,5.23,5902.13,2.4,6491.79,80.98,68.2,,
2020-01-17,4154.85,5510.05,5.2,5879.41,2.4,6465.64,78.5,56.8,,
2020-01-20,4185.83,5587.54,5.29,5954.87,2.4,6544.41,86.15,64.9,,
2020-01-21,4114.31,5523.94,5.23,5901.86,2.4,6480.6,85.15,64.9,,
2020-01-22,4131.93,5575.51,5.27,5919.59,2.4,6489.16,83.25,66.8,,
2020-01-23,4003.9,5377.74,5.07,5699.01,2.4,6258.28,72.38,67.3,,
2020-02-03,3688.36,4910.9,4.66,5200.16,2.4,5708.71,54.04,47.5,,
2020-02-04,3785.64,4996.47,4.74,5212.1,2.4,5687.71,59.01,80.8,,
2020-02-05,3828.53,5123.96,4.84,5348.34,2.4,5855.92,61.28,80.8,,
2020-02-06,3899.78,5282.89,4.99,5515.64,2.4,6030.71,68.69,80.8,,
2020-02-07,3899.87,5327.04,5.03,5583.6,2.4,6106.33,63.3,74.2,,
2020-02-10,3916.01,5388.44,5.08,5661.56,2.4,6196.11,61.05,80.7,,
2020-02-11,3952.46,5361.28,5.06,5623.26,2.4,6143.17,58.01,79.9,,
2020-02-12,3984.43,5459.95,5.16,5754.26,2.4,6252.84,58.12,78.5,,
2020-02-13,3959.92,5412.84,5.12,5707.53,2.4,6191.9,60.14,77.7,,
2020-02-14,3987.73,5420.8,5.12,5727.83,2.4,6206.12,56.66,76.3,,
2020-02-17,4077.42,5594.44,5.3,5936.48,2.4,6430.48,69.46,76.3,,
2020-02-18,4057.51,5660.81,5.34,6072.19,2.4,6582.13,66.67,77.1,,
2020-02-19,4051.31,5603.26,5.3,6018.05,2.4,6540.88,66.33,78.5,,
2020-02-20,4144.66,5706.71,5.4,6134.39,2.4,6660.57,74.75,79.3,,
2020-02-21,4149.49,5784.03,5.48,6243.48,2.4,6751.53,73.74,80.7,,
2020-02-24,4132.84,5865.47,5.53,6380.41,2.4,6887.55,73.74,80.8,,
2020-02-25,4123.85,5897.72,5.57,6407.14,2.4,6899.14,69.02,80.8,,
2020-02-26,4073.02,5743.39,5.43,6221.83,2.4,6739.37,68.35,80.7,,
2020-02-27,4084.88,5753.73,5.43,6232.09,2.4,6751.43,63.96,80.1,,
2020-02-28,3940.05,5451.29,5.16,5870.97,2.4,6367.75,55.42,79.3,,
2020-03-02,4069.67,5656.42,5.35,6113.41,2.4,6645.63,70.35,78.0,,
2020-03-03,4091.36,5710.02,5.38,6195.89,2.4,6740.57,70.24,77.2,,
2020-03-04,4115.05,5716.51,5.4,6226.53,2.4,6797.29,67.76,74.9,,
2020-03-05,4206.73,5801.12,5.47,6315.83,2.4,6912.9,67.76,74.1,,
2020-03-06,4138.51,5763.86,5.44,6296.74,2.4,6901.29,63.71,71.7,,
2020-03-09,3997.13,5525.82,5.24,6049.62,2.4,6660.69,50.12,71.0,,
2020-03-10,4082.73,5675.11,5.35,6206.41,2.4,6811.76,58.23,69.8,,
2020-03-11,4028.43,5589.53,5.27,6122.91,2.4,6741.91,47.87,58.9,,
2020-03-12,3950.91,5493.88,5.21,5999.64,2.4,6609.32,42.69,51.0,,
2020-03-13,3895.31,5457.2,5.17,5945.46,2.4,6529.05,37.75,54.3,,
2020-03-16,3727.84,5200.11,4.92,5657.77,2.4,6251.48,24.63,57.6,,
2020-03-17,3709.68,5212.06,4.93,5642.92,2.4,6232.61,20.9,51.9,,
2020-03-18,3636.26,5119.47,4.85,5556.11,2.4,6135.84,18.64,48.3,,
2020-03-19,3589.09,5157.82,4.9,5617.19,2.4,6203.32,18.64,45.9,,
2020-03-20,3653.22,5219.28,4.93,5670.47,2.4,6279.2,15.36,43.1,,
2020-03-23,3530.31,4998.91,4.73,5416.57,2.4,6020.28,10.73,40.1,,
2020-03-24,3625.11,5096.04,4.8,5517.26,2.4,6130.2,10.84,39.8,,
2020-03-25,3722.52,5217.42,4.92,5646.63,2.4,6275.39,14.22,39.6,,
2020-03-26,3698.05,5166.11,4.87,5595.43,2.4,6214.54,10.72,40.7,,
2020-03-27,3710.06,5137.34,4.85,5553.61,2.4,6174.83,8.67,42.4,,
2020-03-30,3674.11,5027.49,4.76,5415.41,2.4,6031.33,5.41,43.9,,
2020-03-31,3686.16,5041.45,4.76,5427.13,2.4,6037.76,3.49,45.8,,
2020-04-01,3675.08,5019.22,4.74,5403.3,2.4,6005.87,3.6,47.7,,
2020-04-02,3734.53,5147.2,4.88,5538.6,2.4,6148.3,5.51,48.0,,
2020-04-03,3713.22,5107.04,4.82,5507.12,2.4,6117.58,4.94,48.4,,
2020-04-07,3798.02,5267.07,4.96,5695.17,2.4,6330.31,16.54,46.8,,
2020-04-08,3780.34,5271.8,4.98,5718.13,2.4,6358.95,20.28,44.9,,
2020-04-09,3792.81,5322.46,5.03,5789.26,2.4,6422.17,16.77,43.2,,
2020-04-10,3769.18,5208.51,4.93,5637.53,2.4,6243.99,17.78,42.0,,
