time,股市,股票,a股,上证,上证指数,牛市,熊市,港股,恒生指数,恒生科技指数,美股行情,道琼斯指数,纳斯达克指数,中概股,基金,上证50,中证500,创业板指,科创50
2023-05-25 22:00:00,19,71,33,7,190,1,2,1,14,9,314,300,221,6,5
2023-05-25 23:00:00,44,139,58,6,300,0,0,11,46,8,641,684,417,3,14
2023-05-26 00:00:00,6,15,8,0,35,0,0,1,4,0,39,48,29,0,1
2023-05-26 01:00:00,11,183,17,0,62,0,0,6,47,6,180,252,151,4,3
2023-05-26 02:00:00,10,138,14,2,90,0,1,1,30,2,246,313,148,1,10
2023-05-26 03:00:00,15,383,24,3,103,0,0,8,44,3,348,431,303,5,3
2023-05-26 04:00:00,10,606,17,3,125,0,1,4,25,3,351,432,288,4,6
2023-05-26 05:00:00,15,2602,14,2,118,0,0,2,28,4,333,341,205,4,2
2023-05-26 06:00:00,22,55,12,2,98,0,0,1,34,2,212,259,140,2,2
2023-05-26 07:00:00,51,81,54,9,225,2,0,5,281,9,305,313,195,1,4,1,8,14,3
2023-05-26 08:00:00,25,38,22,6,147,0,0,4,16,5,95,81,50,2,7,1,6,11,2
2023-05-26 09:00:00,88,169,201,88,2957,0,2,66,115,51,57,73,29,1,12,16,32,191,32
2023-05-26 10:00:00,33,28,45,61,325,0,0,4,12,1,0,1,0,1,8,3,8,35,17
2023-05-26 11:00:00,68,71,89,45,1244,0,2,13,36,9,4,13,4,2,15,5,11,83,13
2023-05-26 12:00:00,77,82,54,29,689,1,0,6,37,5,11,18,5,2,4,5,15,39,8
2023-05-26 13:00:00,42,65,100,60,1172,1,1,11,23,8,10,5,4,0,3,12,21,87,16
2023-05-26 14:00:00,46,65,71,75,1227,0,0,8,14,5,5,3,1,0,6,8,12,99,25
2023-05-26 15:00:00,30,60,40,17,870,1,0,11,25,1,6,9,4,0,4,7,15,60,9
2023-05-26 16:00:00,34,70,49,28,587,1,0,7,31,12,5,4,5,1,12,4,8,34,5
2023-05-26 17:00:00,7,54,13,9,171,1,1,1,5,2,4,2,2,0,1,1,5,9,3
2023-05-26 18:00:00,10,82,15,4,200,0,0,2,62,0,3,3,4,1,2,5,4,12,4
2023-05-26 19:00:00,2,12,2,3,32,0,0,0,5,0,1,0,1,0,2,0,6,1,0
2023-05-26 20:00:00,37,429,56,25,634,2,1,9,26,11,25,27,13,2,15,18,20,34,14
2023-05-26 21:00:00,2,39,5,3,46,0,0,1,8,0,58,42,43,0,2,2,1,4,0
2023-05-26 22:00:00,29,433,37,7,357,0,2,5,23,8,640,559,402,5,11,11,16,16,2
2023-05-26 23:00:00,12,344,22,1,100,0,0,2,8,1,199,195,139,3,3,4,2,8,4
2023-05-27 00:00:00,1,8,3,1,8,0,0,0,1,0,19,19,13,0,1,0,1,0,0
2023-05-27 01:00:00,7,162,13,1,44,1,1,0,15,2,89,103,74,0,2,4,1,2,1
2023-05-27 02:00:00,5,63,8,2,28,0,0,0,11,0,60,62,51,1,2,3,0,1,0
2023-05-27 03:00:00,22,709,7,6,57,1,0,1,12,1,193,229,245,2,3,1,2,3,0
2023-05-27 04:00:00,53,2360,29,6,195,3,0,8,121,3,654,721,455,4,12,15,5,11,3
2023-05-27 05:00:00,2,153,13,3,91,0,0,2,31,5,239,305,162,2,1,6,3,4,1
2023-05-27 06:00:00,24,89,23,4,209,0,0,3,372,5,433,487,275,3,10,13,15,17,8
2023-05-27 07:00:00,6,33,7,3,75,0,0,2,115,1,88,106,75,5,1,5,1,3,1
2023-05-27 22:00:00,9,106,17,7,96,1,0,0,6,2,41,36,22,1,10,4,8,4,1
2023-05-27 23:00:00,6,24,9,4,15,0,0,2,0,0,10,3,2,0,5,2,1,1,0
2023-05-28 00:00:00,53,231,23,1,64,3,1,4,17,1,27,32,17,0,4,6,4,13,0
2023-05-28 01:00:00,11,265,7,0,37,0,0,3,17,0,9,8,4,0,4,3,2,1,0
2023-05-28 02:00:00,27,369,9,2,51,0,0,6,14,1,9,17,17,0,11,2,1,3,0
2023-05-28 03:00:00,13,231,2,0,17,1,0,0,6,2,5,4,5,0,3,0,0,3,1
2023-05-28 04:00:00,7,654,2,0,25,0,0,2,46,0,11,9,3,0,2,0,1,2,1
2023-05-28 05:00:00,25,72,3,3,48,0,0,0,9,0,22,18,9,0,5,3,1,5,0
2023-05-28 06:00:00,14,15,0,1,11,0,0,2,4,0,10,3,1,1,2,0,0,2,0
2023-05-28 07:00:00,107,60,10,3,104,0,0,4,58,0,27,25,25,1,9,3,9,6,0
2023-05-28 08:00:00,11,79,17,4,76,0,0,1,47,4,22,19,13,1,6,2,8,4,1
2023-05-28 09:00:00,7,7,2,0,9,1,0,0,1,0,1,0,0,0,3,0,0,0,2
2023-05-28 10:00:00,22,24,8,0,36,0,0,2,8,1,5,4,5,0,6,2,2,0,0
2023-05-28 11:00:00,0,4,2,0,13,0,0,0,10,0,1,0,0,0,0,0,1,2,1
2023-05-28 12:00:00,3,21,5,0,27,1,0,1,166,0,1,3,3,0,1,1,1,2,2
2023-05-28 13:00:00,2,19,3,0,21,0,0,0,4,0,3,4,3,2,3,3,1,1,1
2023-05-28 14:00:00,18,96,16,5,107,1,3,1,12,2,15,15,13,3,6,4,4,4,1
2023-05-28 15:00:00,15,95,17,2,73,1,1,0,18,1,10,8,9,0,3,4,4,2,0
2023-05-28 16:00:00,16,103,11,4,104,0,0,3,4,1,19,13,16,3,8,7,7,1,0
2023-05-28 17:00:00,10,189,6,9,66,1,0,4,3,4,5,10,9,0,9,4,0,0,3
2023-05-28 18:00:00,9,285,16,2,64,3,0,3,6,1,4,11,12,3,7,3,5,7,2
2023-05-28 19:00:00,10,525,23,5,75,3,0,1,7,3,12,17,8,0,4,5,3,1,3
2023-05-28 20:00:00,9,830,22,1,101,3,0,1,8,2,15,23,11,2,20,4,7,6,1
2023-05-28 21:00:00,10,743,7,0,41,3,0,1,4,3,17,14,11,0,6,7,6,2,1
2023-05-28 22:00:00,17,114,22,6,77,1,0,3,16,1,7,8,9,2
2023-05-28 23:00:00,10,82,17,3,81,1,2,0,16,2,4,3,7,3
2023-05-29 00:00:00,25,545,9,2,32,2,0,3,4,2,0,4,1,0
2023-05-29 01:00:00,9,70,2,1,12,1,0,1,2,0,2,2,0,0
2023-05-29 02:00:00,20,321,6,0,37,0,0,6,25,6,1,0,3,2
2023-05-29 03:00:00,11,1026,11,3,43,0,0,0,99,1,0,2,8,0
2023-05-29 04:00:00,14,1928,8,3,61,2,0,3,24,2,1,3,5,1
2023-05-29 05:00:00,151,140,20,7,103,2,2,2,59,1,7,5,8,5
2023-05-29 06:00:00,42,21,3,5,25,0,0,0,15,0,0,1,1,1
2023-05-29 07:00:00,6,17,2,0,34,0,0,0,11,1,0,0,0,1
2023-05-29 08:00:00,20,17,3,1,31,1,0,1,13,0,4,1,3,1
2023-05-29 09:00:00,25,41,35,45,259,0,0,3,29,25,12,8,28,11
2023-05-29 10:00:00,192,354,372,153,6594,1,1,48,488,189,40,91,517,70
2023-05-29 11:00:00,27,21,45,14,522,0,0,3,72,14,6,7,42,4
2023-05-29 12:00:00,32,86,60,20,714,0,0,6,59,17,5,12,48,8
2023-05-29 13:00:00,55,87,82,57,1103,0,0,13,70,71,21,20,111,20
2023-05-29 14:00:00,261,420,543,215,9327,5,1,51,516,265,62,158,743,115
2023-05-29 15:00:00,44,93,72,21,1109,1,1,15,215,137,9,17,71,7
2023-05-29 16:00:00,88,146,99,39,1458,2,2,19,172,95,8,26,99,15
2023-05-29 17:00:00,7,19,7,3,49,1,0,1,9,4,0,0,3,1
2023-05-29 18:00:00,4,33,6,1,38,0,0,0,4,0,1,1,1,0
2023-05-29 19:00:00,11,37,11,6,75,1,1,2,12,2,1,2,4,0
2023-05-29 20:00:00,49,551,74,17,637,1,1,13,58,26,9,16,35,4
2023-05-29 21:00:00,47,538,65,11,483,0,2,8,60,15,7,11,29,8
2023-05-29 22:00:00,4,107,16,3,54,0,0,2,3,2,89,47,26,0,3,1,3,6,1
2023-05-29 23:00:00,3,153,15,3,48,0,0,2,8,0,67,66,37,0,4,0,2,3,1
2023-05-30 00:00:00,2,17,4,0,27,0,0,2,3,2,40,40,16,0,3,0,2,4,0
2023-05-30 01:00:00,12,1497,14,1,111,0,0,2,47,3,146,121,70,0,7,4,7,13,2
2023-05-30 02:00:00,13,152,21,1,79,1,1,0,23,1,135,113,52,1,4,2,5,7,0
2023-05-30 03:00:00,15,321,12,0,104,0,0,1,46,2,236,231,85,0,4,5,4,11,1
2023-05-30 04:00:00,50,2036,28,2,218,2,0,5,150,2,604,534,214,0,14,3,3,21,2
2023-05-30 05:00:00,85,108,10,4,144,1,1,10,97,7,386,321,156,3,8,1,5,15,0
2023-05-30 06:00:00,181,102,39,12,298,0,0,11,126,14,478,406,180,3,3,6,9,18,4
2023-05-30 07:00:00,75,39,18,4,134,0,0,7,58,3,112,94,45,0,4,1,5,2,2
2023-05-30 08:00:00,50,40,9,11,98,0,1,3,42,3,8,11,2,1
2023-05-30 09:00:00,129,99,111,83,1589,0,2,12,100,65,12,21,111,31
2023-05-30 10:00:00,192,322,320,144,5803,5,2,37,420,157,41,85,434,69
2023-05-30 11:00:00,149,282,245,68,3447,1,3,29,451,138,25,56,256,24
2023-05-30 12:00:00,72,167,130,41,1470,1,2,11,123,36,12,34,102,14
2023-05-30 13:00:00,57,67,109,107,1588,0,0,9,89,42,24,22,142,29
2023-05-30 14:00:00,72,109,175,108,2328,1,0,12,117,83,22,42,202,43
2023-05-30 15:00:00,125,264,189,69,3112,0,2,19,369,255,18,68,219,32
2023-05-30 16:00:00,21,33,26,13,157,0,1,4,21,21,4,9,1,5
2023-05-30 17:00:00,7,101,24,13,100,0,0,5,9,3,0,4,7,3
2023-05-30 18:00:00,50,1462,64,17,695,0,1,5,61,23,7,19,34,5
2023-05-30 19:00:00,7,37,19,6,104,1,0,4,10,5,2,7,4,0
2023-05-30 20:00:00,8,25,17,0,71,0,0,1,6,8,1,0,3,2
2023-05-30 21:00:00,28,84,35,3,212,3,0,4,18,8,4,7,11,1
2023-05-30 22:00:00,26,84,29,4,180,3,1,2,31,8,449,380,272,6,9,5,5,4,3
2023-05-30 23:00:00,15,17,10,3,47,0,1,0,10,3,72,88,68,4,4,0,0,5,1
2023-05-31 00:00:00,2,53,8,6,39,0,0,1,113,0,100,76,62,2,0,2,2,2,1
2023-05-31 01:00:00,8,79,7,1,60,1,0,1,5,2,137,119,95,6,5,1,0,3,1
2023-05-31 02:00:00,21,980,27,2,131,2,0,5,16,4,435,421,257,2,1,2,10,3,1
2023-05-31 03:00:00,36,764,31,2,144,2,1,7,24,8,568,691,476,2,7,1,3,17,2
2023-05-31 04:00:00,44,1933,18,1,287,0,1,4,43,4,875,973,550,7,7,2,10,26,4
2023-05-31 05:00:00,12,503,5,2,50,0,0,2,7,3,193,241,137,0,1,0,3,2,2
2023-05-31 06:00:00,24,24,2,0,47,0,0,1,12,3,161,163,97,1,3,0,1,6,0
2023-05-31 07:00:00,13,22,6,3,47,0,0,2,59,2,78,66,62,1,0,0,3,4,0
2023-05-31 08:00:00,130,175,59,16,353,1,1,13,345,10,281,260,184,5,31,5,26,25,9
2023-05-31 09:00:00,168,203,154,62,2009,2,5,26,164,110,180,197,119,8,11,13,31,89,15
2023-05-31 10:00:00,290,444,531,216,8976,4,3,83,567,256,95,59,48,3,22,76,96,658,107
2023-05-31 11:00:00,46,62,79,63,969,1,0,7,86,75,12,4,9,0,6,16,14,69,23
2023-05-31 12:00:00,19,32,31,11,207,0,0,1,27,7,1,6,1,1,5,4,7,16,3
2023-05-31 13:00:00,13,21,37,17,411,0,0,3,29,13,2,1,2,0,3,13,6,28,2
2023-05-31 14:00:00,21,26,45,76,458,0,0,1,45,35,5,3,7,2,9,13,10,57,16
2023-05-31 15:00:00,16,28,16,6,294,0,0,3,33,51,4,0,2,0,2,5,11,18,3
2023-05-31 16:00:00,6,21,14,6,35,0,1,2,11,10,1,0,4,0,1,0,1,2,1
2023-05-31 17:00:00,18,43,16,9,123,0,0,2,19,6,6,1,6,1,7,4,7,8,4
2023-05-31 18:00:00,12,43,12,4,94,0,0,4,13,7,7,1,7,0,10,2,2,5,4
2023-05-31 19:00:00,9,101,10,1,94,0,0,1,7,3,5,1,3,0,2,1,3,4,0
2023-05-31 20:00:00,42,533,63,14,571,3,3,13,57,18,36,22,27,1,16,5,5,28,2
2023-05-31 21:00:00,5,94,10,0,44,0,0,0,8,1,32,37,21,0,4,1,2,1,3
2023-05-31 22:00:00,800,810,563,17,14,3,11,26,9
2023-05-31 23:00:00,118,102,69,2,0,3,3,0,1
2023-06-01 00:00:00,112,103,92,0,3,1,0,6,1
2023-06-01 01:00:00,120,107,89,3,4,2,6,4,0
2023-06-01 02:00:00,119,167,114,0,5,4,0,5,1
2023-06-01 03:00:00,467,677,379,1,10,3,1,15,7
2023-06-01 04:00:00,395,557,283,6,9,2,0,9,0
2023-06-01 05:00:00,272,304,184,1,3,0,1,5,1
2023-06-01 06:00:00,87,92,57,0,1,0,0,2,0
2023-06-01 07:00:00,127,124,65,0,4,0,6,1,0
2023-06-01 08:00:00,323,297,181,7,22,8,27,13,15
2023-06-01 09:00:00,21,39,27,3,9,12,36,116,21
2023-06-01 10:00:00,22,11,15,0,12,22,26,154,33
2023-06-01 11:00:00,11,4,6,1,9,6,15,68,13
2023-06-01 12:00:00,28,17,13,2,19,8,24,84,12
2023-06-01 13:00:00,10,6,6,0,4,12,13,53,17
2023-06-01 14:00:00,0,0,1,0,0,0,2,19,3
2023-06-01 15:00:00,3,5,7,1,13,1,16,54,10
2023-06-01 16:00:00,2,0,2,1,3,2,2,12,1
2023-06-01 17:00:00,5,2,3,0,4,2,1,3,5
2023-06-01 18:00:00,32,13,25,1,29,6,32,67,9
2023-06-01 19:00:00,0,1,1,0,0,0,0,0,0
2023-06-01 20:00:00,5,2,13,0,8,2,2,5,0
2023-06-01 21:00:00,9,27,9,3,95,0,0,1,7,0,38,37,26,1,0,2,0,5,0
2023-06-01 22:00:00,4,27,12,2,75,0,0,3,9,3,176,184,103,2,8,6,2,4,0
2023-06-01 23:00:00,14,37,13,5,64,0,0,3,11,5,158,163,110,3,4,1,2,6,1
2023-06-02 00:00:00,7,37,10,2,52,0,0,0,7,3,136,123,86,3,5,1,2,2,2
2023-06-02 01:00:00,11,186,27,6,76,1,0,2,16,6,212,196,136,1,8,3,2,2,2
2023-06-02 02:00:00,16,197,26,2,84,0,0,3,22,2,229,286,173,3,3,3,6,11,0
2023-06-02 03:00:00,12,436,32,9,174,1,3,2,42,6,567,707,414,3,5,0,2,20,3
2023-06-02 04:00:00,19,4342,20,1,259,0,1,4,35,4,761,943,514,6,9,2,4,21,1
2023-06-02 05:00:00,8,51,4,0,76,0,0,2,15,6,278,288,144,2,0,0,3,7,1
2023-06-02 06:00:00,30,105,39,5,308,3,0,7,71,6,650,739,382,6,6,4,11,20,4
2023-06-02 07:00:00,47,162,83,14,416,3,0,7,137,15,753,689,429,11,17,11,15,31,6
2023-06-02 08:00:00,39,136,70,24,373,1,1,11,169,21,299,293,177,9,25,7,17,28,6
2023-06-02 09:00:00,49,73,92,33,1794,0,0,18,142,70,14,12,9,0,5,18,21,147,58
2023-06-02 10:00:00,372,548,622,239,11959,3,5,70,835,510,106,101,53,4,33,81,158,881,157
2023-06-02 11:00:00,12,20,14,9,135,0,0,5,20,19,0,0,2,0,7,4,4,14,1
2023-06-02 12:00:00,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-02 13:00:00,28,22,27,32,322,0,0,1,32,24,1,1,1,2,3,9,11,35,11
2023-06-02 14:00:00,60,54,58,39,934,1,0,19,108,65,2,4,3,3,10,17,21,75,23
2023-06-02 15:00:00,139,297,199,69,3809,4,2,40,578,435,33,29,33,3,27,36,90,272,31
2023-06-02 16:00:00,12,35,29,8,208,0,0,4,36,25,4,3,4,1,7,1,9,11,0
2023-06-02 17:00:00,10,16,10,2,44,0,2,1,10,3,0,1,4,0,3,0,1,3,1
2023-06-02 18:00:00,5,198,5,2,60,0,0,2,4,1,1,1,2,0,6,0,2,6,0
2023-06-02 19:00:00,15,198,28,8,209,2,0,11,36,12,11,8,6,0,7,2,3,11,3
2023-06-02 20:00:00,20,49,22,2,199,1,0,3,22,12,25,11,8,0,4,2,8,13,2
2023-06-02 21:00:00,33,99,40,1,311,2,0,7,31,21,426,366,364,11,8,2,12,15,9
2023-06-02 22:00:00,51,110,55,10,368,0,2,3,64,20,747,551,426,6,18,4,11,19,7
2023-06-02 23:00:00,28,102,46,7,221,0,0,4,35,13,555,545,360,5,14,4,8,15,3
2023-06-03 00:00:00,6,29,5,1,35,0,0,0,7,1,55,58,42,1,4,1,1,4,2
2023-06-03 01:00:00,6,257,9,3,49,1,1,0,19,2,143,177,115,2,4,1,1,4,1
2023-06-03 02:00:00,15,250,16,0,108,1,2,1,22,2,267,330,207,4,14,0,0,7,4
2023-06-03 03:00:00,6,864,24,11,193,1,0,10,35,7,491,628,377,6,4,1,3,23,3
2023-06-03 04:00:00,11,1964,22,3,220,0,0,8,100,12,621,866,430,6,6,0,3,24,6
2023-06-03 05:00:00,22,633,34,6,315,1,0,7,102,18,848,961,508,9,9,1,7,26,1
2023-06-03 06:00:00,38,122,40,6,312,0,0,9,265,17,641,809,415,5,6,5,8,21,0
2023-06-03 07:00:00,7,11,7,2,28,0,0,0,35,1,48,40,33,1,3,0,3,3,1
2023-06-03 08:00:00,7,15,9,1,19,0,0,3,44,0,27,22,12,2,1,0,0,4,1
2023-06-03 16:00:00,12,79,13,3,100,2,1,5,6,6,10,28,8,1,12,0,6,8,2
2023-06-03 17:00:00,1,104,5,0,8,0,1,0,1,0,3,5,2,0,2,0,0,0,0
2023-06-03 18:00:00,3,492,4,3,28,1,0,2,1,0,1,8,3,0,5,0,1,0,0
2023-06-03 19:00:00,8,29,7,2,24,1,0,1,4,2,5,2,6,0,1,0,1,1,2
2023-06-03 20:00:00,21,162,15,4,136,4,2,4,21,5,17,39,20,2,17,4,7,7,2
2023-06-03 21:00:00,4,14,0,0,12,0,0,0,0,0,5,3,2,0,1,0,2,0,0
2023-06-03 22:00:00,4,27,4,2,24,0,0,0,5,2,6,6,8,1,3,1,0,1,0
2023-06-03 23:00:00,5,73,7,2,50,0,0,0,10,3,12,22,16,4,11,2,3,6,0
2023-06-04 00:00:00,3,319,2,1,18,0,0,0,4,0,6,7,5,0,2,0,0,1,1
2023-06-04 01:00:00,13,551,10,0,46,0,0,0,13,4,21,13,12,2,14,2,4,12,1
2023-06-04 02:00:00,2,39,0,0,6,0,0,0,0,0,4,2,1,0,2,0,0,0,0
2023-06-04 03:00:00,2,280,7,1,37,0,0,1,6,0,18,15,12,0,4,0,0,7,0
2023-06-04 04:00:00,6,70,7,1,41,0,0,0,25,0,14,17,7,0,6,1,2,5,0
2023-06-04 05:00:00,11,28,2,0,15,0,0,1,34,0,6,12,5,0,2,0,5,2,0
2023-06-04 06:00:00,29,80,15,1,112,1,0,2,243,6,37,47,20,2,9,2,3,5,1
2023-06-04 07:00:00,11,14,3,2,25,0,0,1,46,0,10,3,2,1,5,1,2,4,1
2023-06-04 08:00:00,171,92,24,1,146,0,0,3,582,3,30,46,27,5,12,2,3,13,8
2023-06-04 09:00:00,44,24,5,1,23,0,0,0,1,1,5,2,2,0,1,0,1,2,1
2023-06-04 10:00:00,4,11,2,1,5,0,0,0,2,1,1,2,0,0,0,1,1,0,0
2023-06-04 11:00:00,4,31,6,1,50,0,0,0,7,1,6,5,0,2,9,2,1,4,1
2023-06-04 12:00:00,4,15,5,3,28,0,0,1,1,0,2,5,1,0,3,1,1,3,1
2023-06-04 13:00:00,1,9,1,0,11,2,0,1,2,0,1,1,1,0,5,0,1,0,0
2023-06-04 14:00:00,8,54,6,3,62,4,1,1,12,0,10,7,9,3,9,0,1,3,1
2023-06-04 15:00:00,18,100,21,2,117,4,0,2,14,2,14,26,16,1,13,0,6,8,0
2023-06-04 16:00:00,13,90,14,5,119,1,1,6,9,3,20,20,14,2,18,3,5,9,4
2023-06-04 17:00:00,5,112,4,0,7,0,0,0,1,1,2,2,2,0,5,1,1,2,0
2023-06-04 18:00:00,11,2647,18,2,96,1,0,3,15,4,12,20,17,2,16,2,4,8,2
2023-06-04 19:00:00,8,123,23,3,115,2,1,8,12,4,22,14,13,2,15,1,4,9,2
2023-06-04 20:00:00,15,102,20,4,102,3,3,4,9,4,22,18,11,2,22,4,9,3,2
2023-06-04 21:00:00,7,68,14,2,61,4,0,2,8,2,25,12,10,0,8,2,1,1,2
2023-06-04 22:00:00,1,7,1,0,14,0,1,0,0,0,5,1,2,1,0,0,0,1,0
2023-06-04 23:00:00,8,75,8,9,53,0,0,1,10,2,27,25,10,0,9,0,1,3,1
2023-06-05 00:00:00,10,232,22,1,48,3,0,1,13,3,34,36,20,2,7,0,4,7,0
2023-06-05 01:00:00,14,576,19,2,52,3,0,4,9,1,40,35,29,0,10,3,11,5,1
2023-06-05 02:00:00,9,328,9,3,37,1,0,1,6,1,15,13,3,5,4,1,0,7,0
2023-06-05 03:00:00,12,759,6,3,68,0,0,2,12,1,29,17,16,0,7,1,0,6,1
2023-06-05 04:00:00,3,495,6,3,54,0,0,1,16,0,17,20,13,1,2,0,2,7,1
2023-06-05 05:00:00,38,669,10,3,66,1,0,2,80,3,54,48,16,1,3,0,2,9,1
2023-06-05 06:00:00,13,58,6,0,30,0,0,2,27,0,20,7,6,1,3,0,0,0,0
